240,.526,.488,.222,.210,32.5,72.4,49.3,42.1,9.1,12.0,12.8,100.0,106.0,118.5,240,.625,.610,.351,.182,27.6,67.5,50.7,45.0,8.0,9.5,17.8,100.0,118.5,106.0
240,.561,.518,.422,.217,32.6,65.8,47.6,61.1,6.7,0.0,15.0,100.0,113.9,134.0,240,.631,.600,.247,.271,34.2,67.4,52.4,53.2,8.9,10.4,8.6,100.0,134.0,113.9
240,.575,.517,.295,.375,31.7,86.7,60.5,45.2,10.2,10.7,11.3,100.0,120.8,93.2,240,.486,.454,.356,.172,13.3,68.3,39.5,47.2,8.2,11.3,10.5,100.0,93.2,120.8
240,.577,.532,.351,.312,23.1,87.2,55.1,66.7,4.3,3.4,16.3,100.0,108.7,115.2,240,.605,.568,.284,.210,12.8,76.9,44.9,68.3,6.5,12.0,10.2,100.0,115.2,108.7
240,.588,.552,.273,.286,36.1,80.0,57.7,66.7,3.4,14.3,12.2,100.0,117.2,114.9,240,.558,.458,.222,.556,20.0,63.9,42.3,20.0,9.2,7.1,11.8,100.0,114.9,117.2
240,.537,.493,.412,.279,23.7,71.1,49.4,65.5,4.6,9.4,21.6,100.0,94.2,120.6,240,.558,.528,.273,.159,28.9,76.3,50.6,54.8,13.8,7.5,7.8,100.0,120.6,94.2
240,.555,.500,.208,.486,21.4,65.4,45.7,60.6,7.7,2.9,11.2,100.0,107.2,106.1,240,.462,.419,.247,.269,34.6,78.6,54.3,52.8,6.6,3.5,9.6,100.0,106.1,107.2
240,.517,.473,.284,.284,13.9,71.1,45.7,56.3,5.7,8.0,11.7,100.0,98.6,111.2,240,.502,.467,.167,.167,28.9,86.1,54.3,41.0,3.4,5.7,6.8,100.0,111.2,98.6
240,.531,.529,.267,.140,19.5,62.9,39.5,65.1,13.4,14.3,10.8,100.0,108.2,111.5,240,.596,.572,.263,.237,37.1,80.5,60.5,59.0,8.9,6.3,17.7,100.0,111.5,108.2
240,.630,.586,.314,.357,31.4,80.0,55.7,69.4,6.8,10.8,18.2,100.0,116.3,114.0,240,.551,.506,.098,.244,20.0,68.6,44.3,38.5,13.7,2.1,8.1,100.0,114.0,116.3
240,.527,.473,.213,.400,25.6,68.3,47.5,66.7,5.8,4.8,11.1,100.0,107.0,127.8,240,.590,.560,.250,.274,31.7,74.4,52.5,34.9,6.9,8.5,7.8,100.0,127.8,107.0
240,.530,.494,.296,.321,27.3,78.2,55.6,62.9,8.7,6.6,12.3,100.0,107.1,88.5,240,.439,.405,.274,.226,21.8,72.7,44.4,56.7,8.7,10.5,12.3,100.0,88.5,107.1
240,.487,.463,.207,.232,29.2,83.8,52.9,74.3,12.7,8.5,17.4,100.0,92.9,106.6,240,.559,.537,.280,.232,16.2,70.8,47.1,68.3,10.6,7.7,12.6,100.0,106.6,92.9
240,.561,.500,.197,.408,29.7,63.3,48.8,45.5,6.7,10.5,17.7,100.0,104.9,118.3,240,.516,.473,.183,.237,36.7,70.3,51.2,45.2,12.3,12.3,8.1,100.0,118.3,104.9
240,.525,.506,.105,.116,28.2,81.1,53.9,52.4,10.0,11.5,12.6,100.0,105.8,108.0,240,.591,.563,.278,.319,18.9,71.8,46.1,55.6,10.0,3.9,16.3,100.0,108.0,105.8
240,.498,.464,.229,.400,19.5,71.4,45.8,35.5,9.9,3.5,18.8,100.0,90.2,106.6,240,.555,.554,.313,.120,28.6,80.5,54.2,52.5,9.9,13.0,15.5,100.0,106.6,90.2
240,.536,.500,.280,.440,30.0,73.5,50.0,55.9,6.9,3.8,12.7,100.0,109.6,127.9,240,.647,.631,.350,.188,26.5,70.0,50.0,46.7,6.9,9.3,11.3,100.0,127.9,109.6
240,.520,.470,.214,.357,31.1,81.0,55.2,50.0,3.2,9.8,12.6,100.0,107.2,109.3,240,.545,.523,.299,.195,19.0,68.9,44.8,56.1,7.4,9.1,9.6,100.0,109.3,107.2
240,.556,.529,.322,.172,31.0,73.3,48.6,50.0,8.0,8.6,7.9,100.0,119.5,141.4,240,.687,.646,.266,.304,26.7,69.0,51.4,33.3,8.0,5.1,9.1,100.0,141.4,119.5
240,.527,.506,.203,.266,31.0,75.7,51.9,63.9,4.9,10.5,11.1,100.0,113.1,119.1,240,.592,.547,.230,.270,24.3,69.0,48.1,40.5,7.3,4.8,8.8,100.0,119.1,113.1
240,.483,.424,.215,.468,23.9,70.6,43.8,62.5,7.5,10.6,12.0,100.0,98.4,108.1,240,.562,.493,.108,.486,29.4,76.1,56.3,51.4,8.6,3.2,15.1,100.0,108.1,98.4
240,.558,.525,.175,.275,23.5,76.1,53.8,45.0,5.2,10.9,16.7,100.0,104.5,100.3,240,.510,.488,.238,.274,23.9,76.5,46.3,59.0,12.5,12.1,12.1,100.0,100.3,104.5
240,.548,.494,.364,.286,30.0,82.1,55.7,47.1,4.7,11.5,11.3,100.0,112.1,118.0,240,.584,.549,.278,.431,17.9,70.0,44.3,52.8,7.1,6.1,9.5,100.0,118.0,112.1
240,.465,.417,.218,.359,27.9,76.7,52.3,43.3,8.7,9.9,15.8,100.0,90.8,100.6,240,.521,.512,.155,.143,23.3,72.1,47.7,48.8,11.9,14.8,14.4,100.0,100.6,90.8
240,.564,.528,.167,.211,43.9,67.9,53.6,42.2,6.6,11.1,13.2,100.0,121.5,130.3,240,.685,.646,.203,.228,32.1,56.1,46.4,51.1,9.9,12.0,15.5,100.0,130.3,121.5
