G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,8:00p EST,,Box Score,,Minnesota Timberwolves,W,,105,101,1,0,W 1,
2,Fri Oct 31 2014,7:00p EST,,Box Score,@,Indiana Pacers,W,,97,89,2,0,W 2,
3,Sat Nov 1 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,71,69,3,0,W 3,
4,Mon Nov 3 2014,8:00p EST,,Box Score,,New Orleans Pelicans,W,,93,81,4,0,W 4,
5,Wed Nov 5 2014,9:00p EST,,Box Score,@,Phoenix Suns,W,,102,91,5,0,W 5,
6,Fri Nov 7 2014,8:00p EST,,Box Score,@,Oklahoma City Thunder,W,,91,89,6,0,W 6,
7,Sat Nov 8 2014,8:30p EST,,Box Score,@,Milwaukee Bucks,L,,92,93,6,1,L 1,
8,Tue Nov 11 2014,8:00p EST,,Box Score,,Los Angeles Lakers,W,,107,102,7,1,W 1,
9,Thu Nov 13 2014,8:00p EST,,Box Score,,Sacramento Kings,W,,111,110,8,1,W 2,
10,Sat Nov 15 2014,8:00p EST,,Box Score,,Detroit Pistons,W,,95,88,9,1,W 3,
11,Mon Nov 17 2014,8:00p EST,,Box Score,,Houston Rockets,W,,119,93,10,1,W 4,
12,Wed Nov 19 2014,7:30p EST,,Box Score,@,Toronto Raptors,L,,92,96,10,2,L 1,
13,Fri Nov 21 2014,8:00p EST,,Box Score,,Boston Celtics,W,,117,100,11,2,W 1,
14,Sun Nov 23 2014,6:00p EST,,Box Score,,Los Angeles Clippers,W,,107,91,12,2,W 2,
15,Wed Nov 26 2014,10:30p EST,,Box Score,@,Los Angeles Lakers,W,,99,93,13,2,W 3,
16,Fri Nov 28 2014,10:00p EST,,Box Score,@,Portland Trail Blazers,W,,112,99,14,2,W 4,
17,Sun Nov 30 2014,6:00p EST,,Box Score,@,Sacramento Kings,W,,97,85,15,2,W 5,
18,Wed Dec 3 2014,8:00p EST,,Box Score,@,Houston Rockets,L,,96,105,15,3,L 1,
19,Fri Dec 5 2014,8:00p EST,,Box Score,,San Antonio Spurs,L,,101,107,15,4,L 2,
20,Sun Dec 7 2014,6:00p EST,,Box Score,,Miami Heat,W,,103,87,16,4,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 9 2014,8:00p EST,,Box Score,,Dallas Mavericks,W,,114,105,17,4,W 2,
22,Fri Dec 12 2014,8:00p EST,,Box Score,,Charlotte Hornets,W,2OT,113,107,18,4,W 3,
23,Sat Dec 13 2014,7:30p EST,,Box Score,@,Philadelphia 76ers,W,OT,120,115,19,4,W 4,
24,Tue Dec 16 2014,8:00p EST,,Box Score,,Golden State Warriors,W,,105,98,20,4,W 5,
25,Wed Dec 17 2014,8:30p EST,,Box Score,@,San Antonio Spurs,W,3OT,117,116,21,4,W 6,
26,Fri Dec 19 2014,8:00p EST,,Box Score,,Chicago Bulls,L,,97,103,21,5,L 1,
27,Sun Dec 21 2014,4:30p EST,,Box Score,@,Cleveland Cavaliers,L,,91,105,21,6,L 2,
28,Mon Dec 22 2014,8:00p EST,,Box Score,,Utah Jazz,L,,91,97,21,7,L 3,
29,Fri Dec 26 2014,8:00p EST,,Box Score,,Houston Rockets,L,OT,111,117,21,8,L 4,
30,Sat Dec 27 2014,7:30p EST,,Box Score,@,Miami Heat,W,,103,95,22,8,W 1,
31,Tue Dec 30 2014,8:00p EST,,Box Score,,San Antonio Spurs,W,,95,87,23,8,W 2,
32,Fri Jan 2 2015,10:30p EST,,Box Score,@,Los Angeles Lakers,W,,109,106,24,8,W 3,
33,Sat Jan 3 2015,9:00p EST,,Box Score,@,Denver Nuggets,L,,85,114,24,9,L 1,
34,Mon Jan 5 2015,8:00p EST,,Box Score,,New York Knicks,W,,105,83,25,9,W 1,
35,Wed Jan 7 2015,7:30p EST,,Box Score,@,Atlanta Hawks,L,,86,96,25,10,L 1,
36,Fri Jan 9 2015,8:00p EST,,Box Score,@,New Orleans Pelicans,L,,95,106,25,11,L 2,
37,Sun Jan 11 2015,6:00p EST,,Box Score,,Phoenix Suns,W,2OT,122,110,26,11,W 1,
38,Wed Jan 14 2015,7:30p EST,,Box Score,@,Brooklyn Nets,W,,103,92,27,11,W 2,
39,Fri Jan 16 2015,7:00p EST,,Box Score,@,Orlando Magic,W,,106,96,28,11,W 3,
40,Sat Jan 17 2015,9:00p EST,,Box Score,,Portland Trail Blazers,W,,102,98,29,11,W 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Mon Jan 19 2015,5:00p EST,,Box Score,,Dallas Mavericks,L,,95,103,29,12,L 1,
42,Wed Jan 21 2015,8:00p EST,,Box Score,,Toronto Raptors,W,,92,86,30,12,W 1,
43,Sat Jan 24 2015,8:00p EST,,Box Score,,Philadelphia 76ers,W,,101,83,31,12,W 2,
44,Mon Jan 26 2015,8:00p EST,,Box Score,,Orlando Magic,W,,103,94,32,12,W 3,
45,Tue Jan 27 2015,8:30p EST,,Box Score,@,Dallas Mavericks,W,,109,90,33,12,W 4,
46,Thu Jan 29 2015,8:00p EST,,Box Score,,Denver Nuggets,W,,99,69,34,12,W 5,
47,Sat Jan 31 2015,8:00p EST,,Box Score,,Oklahoma City Thunder,W,,85,74,35,12,W 6,
48,Mon Feb 2 2015,9:00p EST,,Box Score,@,Phoenix Suns,W,,102,101,36,12,W 7,
49,Wed Feb 4 2015,9:00p EST,,Box Score,@,Utah Jazz,W,,100,90,37,12,W 8,
50,Fri Feb 6 2015,8:00p EST,,Box Score,@,Minnesota Timberwolves,L,,89,90,37,13,L 1,
51,Sun Feb 8 2015,6:00p EST,,Box Score,,Atlanta Hawks,W,,94,88,38,13,W 1,
52,Tue Feb 10 2015,8:00p EST,,Box Score,,Brooklyn Nets,W,,95,86,39,13,W 2,
53,Wed Feb 11 2015,8:00p EST,,Box Score,@,Oklahoma City Thunder,L,,89,105,39,14,L 1,
54,Sun Feb 22 2015,9:00p EST,,Box Score,@,Portland Trail Blazers,W,,98,92,40,14,W 1,
55,Mon Feb 23 2015,10:30p EST,,Box Score,@,Los Angeles Clippers,W,,90,87,41,14,W 2,
56,Wed Feb 25 2015,10:00p EST,,Box Score,@,Sacramento Kings,L,,90,102,41,15,L 1,
57,Fri Feb 27 2015,8:00p EST,,Box Score,,Los Angeles Clippers,L,,79,97,41,16,L 2,
58,Sat Feb 28 2015,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,,101,97,42,16,W 1,
59,Tue Mar 3 2015,8:00p EST,,Box Score,,Utah Jazz,L,,82,93,42,17,L 1,
60,Wed Mar 4 2015,8:00p EST,,Box Score,@,Houston Rockets,W,,102,100,43,17,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 6 2015,8:00p EST,,Box Score,,Los Angeles Lakers,W,,97,90,44,17,W 2,
62,Sat Mar 7 2015,7:00p EST,,Box Score,@,New Orleans Pelicans,L,,89,95,44,18,L 1,
63,Mon Mar 9 2015,8:00p EST,NBATV,Box Score,@,Chicago Bulls,W,,101,91,45,18,W 1,
64,Wed Mar 11 2015,7:30p EST,,Box Score,@,Boston Celtics,L,,92,95,45,19,L 1,
65,Thu Mar 12 2015,7:00p EST,,Box Score,@,Washington Wizards,L,,87,107,45,20,L 2,
66,Sat Mar 14 2015,8:00p EST,,Box Score,,Milwaukee Bucks,W,,96,83,46,20,W 1,
67,Mon Mar 16 2015,8:00p EST,,Box Score,,Denver Nuggets,W,,92,81,47,20,W 2,
68,Tue Mar 17 2015,7:30p EST,,Box Score,@,Detroit Pistons,L,,95,105,47,21,L 1,
69,Fri Mar 20 2015,8:30p EST,,Box Score,@,Dallas Mavericks,W,,112,101,48,21,W 1,
70,Sat Mar 21 2015,8:00p EST,,Box Score,,Portland Trail Blazers,W,,97,86,49,21,W 2,
71,Mon Mar 23 2015,7:30p EST,,Box Score,@,New York Knicks,W,,103,82,50,21,W 3,
72,Wed Mar 25 2015,8:00p EST,,Box Score,,Cleveland Cavaliers,L,,89,111,50,22,L 1,
73,Fri Mar 27 2015,8:00p EST,,Box Score,,Golden State Warriors,L,,84,107,50,23,L 2,
74,Sun Mar 29 2015,7:00p EST,,Box Score,@,San Antonio Spurs,L,,89,103,50,24,L 3,
75,Mon Mar 30 2015,8:00p EST,,Box Score,,Sacramento Kings,W,,97,83,51,24,W 1,
76,Fri Apr 3 2015,8:00p EST,,Box Score,,Oklahoma City Thunder,W,,100,92,52,24,W 2,
77,Sat Apr 4 2015,8:00p EST,,Box Score,,Washington Wizards,L,,83,92,52,25,L 1,
78,Wed Apr 8 2015,8:00p EST,,Box Score,,New Orleans Pelicans,W,,110,74,53,25,W 1,
79,Fri Apr 10 2015,9:00p EST,,Box Score,@,Utah Jazz,W,,89,88,54,25,W 2,
80,Sat Apr 11 2015,10:00p EST,NBA TV,Box Score,@,Los Angeles Clippers,L,,86,94,54,26,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Mon Apr 13 2015,10:30p EST,NBA TV,Box Score,@,Golden State Warriors,L,,107,111,54,27,L 2,
82,Wed Apr 15 2015,9:30p EST,,Box Score,,Indiana Pacers,W,,95,83,55,27,W 1,
