G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Dec 27 2011,7:30p EST,,Box Score,@,New Jersey Nets,W,,106,70,1,0,W 1,
2,Wed Dec 28 2011,7:30p EST,,Box Score,,Washington Wizards,W,,101,83,2,0,W 2,
3,Fri Dec 30 2011,7:30p EST,,Box Score,,New Jersey Nets,W,,105,98,3,0,W 3,
4,Sat Dec 31 2011,6:00p EST,,Box Score,@,Houston Rockets,L,,84,95,3,1,L 1,
5,Mon Jan 2 2012,7:30p EST,,Box Score,@,Miami Heat,W,,100,92,4,1,W 1,
6,Tue Jan 3 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,74,76,4,2,L 1,
7,Thu Jan 5 2012,8:00p EST,,Box Score,,Miami Heat,L,3OT,109,116,4,3,L 2,
8,Fri Jan 6 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,OT,102,96,5,3,W 1,
9,Sat Jan 7 2012,7:00p EST,,Box Score,,Chicago Bulls,W,,109,94,6,3,W 2,
10,Mon Jan 9 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,106,101,7,3,W 3,
11,Wed Jan 11 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,84,96,7,4,L 1,
12,Thu Jan 12 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,,111,81,8,4,W 1,
13,Sat Jan 14 2012,7:00p EST,,Box Score,,Minnesota Timberwolves,W,,93,91,9,4,W 2,
14,Mon Jan 16 2012,4:00p EST,,Box Score,,Toronto Raptors,W,,93,84,10,4,W 3,
15,Wed Jan 18 2012,8:00p EST,,Box Score,,Portland Trail Blazers,W,,92,89,11,4,W 4,
16,Fri Jan 20 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,76,90,11,5,L 1,
17,Sat Jan 21 2012,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,121,94,12,5,W 1,
18,Mon Jan 23 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,97,92,13,5,W 2,
19,Wed Jan 25 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,83,105,13,6,L 1,
20,Fri Jan 27 2012,7:30p EST,,Box Score,@,Detroit Pistons,W,OT,107,101,14,6,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Jan 29 2012,6:00p EST,,Box Score,@,New Orleans Hornets,W,,94,72,15,6,W 2,
22,Tue Jan 31 2012,7:00p EST,,Box Score,@,Toronto Raptors,W,,100,77,16,6,W 3,
23,Thu Feb 2 2012,7:30p EST,,Box Score,,Memphis Grizzlies,L,,77,96,16,7,L 1,
24,Sat Feb 4 2012,7:00p EST,,Box Score,,Philadelphia 76ers,L,,87,98,16,8,L 2,
25,Mon Feb 6 2012,7:30p EST,,Box Score,,Phoenix Suns,L,,90,99,16,9,L 3,
26,Wed Feb 8 2012,7:30p EST,,Box Score,,Indiana Pacers,W,,97,87,17,9,W 1,
27,Fri Feb 10 2012,7:00p EST,,Box Score,@,Orlando Magic,W,OT,89,87,18,9,W 2,
