G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 30 2012,7:00p EST,,Box Score,,Washington Wizards,W,,94,84,1,0,W 1,
2,Fri Nov 2 2012,7:30p EST,,Box Score,,Chicago Bulls,L,,86,115,1,1,L 1,
3,Sat Nov 3 2012,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,102,105,1,2,L 2,
4,Mon Nov 5 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,108,101,2,2,W 1,
5,Wed Nov 7 2012,7:30p EST,,Box Score,@,Golden State Warriors,L,,96,106,2,3,L 1,
6,Fri Nov 9 2012,7:00p EST,,Box Score,@,Phoenix Suns,L,,105,107,2,4,L 2,
7,Sun Nov 11 2012,6:00p EST,,Box Score,@,Oklahoma City Thunder,L,,91,106,2,5,L 3,
8,Tue Nov 13 2012,7:30p EST,,Box Score,@,Brooklyn Nets,L,,101,114,2,6,L 4,
9,Sat Nov 17 2012,7:30p EST,,Box Score,,Dallas Mavericks,L,,95,103,2,7,L 5,
10,Sun Nov 18 2012,6:00p EST,,Box Score,@,Philadelphia 76ers,L,,79,86,2,8,L 6,
11,Wed Nov 21 2012,7:00p EST,,Box Score,,Philadelphia 76ers,W,,92,83,3,8,W 1,
12,Fri Nov 23 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,104,108,3,9,L 1,
13,Sat Nov 24 2012,7:30p EST,,Box Score,@,Miami Heat,L,,108,110,3,10,L 2,
14,Mon Nov 26 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,78,84,3,11,L 3,
15,Tue Nov 27 2012,7:00p EST,,Box Score,,Phoenix Suns,L,,78,91,3,12,L 4,
16,Fri Nov 30 2012,7:30p EST,,Box Score,@,Atlanta Hawks,W,,113,111,4,12,W 1,
17,Sat Dec 1 2012,7:30p EST,,Box Score,,Portland Trail Blazers,L,2OT,117,118,4,13,L 1,
18,Mon Dec 3 2012,7:30p EST,,Box Score,@,Detroit Pistons,L,,79,89,4,14,L 2,
19,Wed Dec 5 2012,8:00p EST,,Box Score,,Chicago Bulls,L,,85,95,4,15,L 3,
20,Fri Dec 7 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,73,91,4,16,L 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 8 2012,7:30p EST,,Box Score,,Detroit Pistons,L,,97,104,4,17,L 5,
22,Tue Dec 11 2012,7:00p EST,,Box Score,,Los Angeles Lakers,W,,100,94,5,17,W 1,
23,Wed Dec 12 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,81,96,5,18,L 1,
24,Fri Dec 14 2012,7:30p EST,,Box Score,,Milwaukee Bucks,L,,86,90,5,19,L 2,
25,Sat Dec 15 2012,7:30p EST,,Box Score,@,New York Knicks,L,,102,103,5,20,L 3,
26,Tue Dec 18 2012,7:00p EST,,Box Score,,Toronto Raptors,L,,99,113,5,21,L 4,
27,Wed Dec 19 2012,7:30p EST,,Box Score,@,Boston Celtics,L,,91,103,5,22,L 5,
28,Fri Dec 21 2012,7:30p EST,,Box Score,,Indiana Pacers,L,,89,99,5,23,L 6,
29,Sat Dec 22 2012,7:30p EST,,Box Score,@,Milwaukee Bucks,W,,94,82,6,23,W 1,
30,Wed Dec 26 2012,7:00p EST,,Box Score,@,Washington Wizards,W,,87,84,7,23,W 2,
31,Fri Dec 28 2012,7:30p EST,,Box Score,,Atlanta Hawks,L,,94,102,7,24,L 1,
32,Sat Dec 29 2012,7:30p EST,,Box Score,@,Brooklyn Nets,L,,100,103,7,25,L 2,
33,Wed Jan 2 2013,7:00p EST,,Box Score,,Sacramento Kings,L,,94,97,7,26,L 3,
34,Fri Jan 4 2013,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,106,104,8,26,W 1,
35,Sat Jan 5 2013,7:30p EST,,Box Score,,Houston Rockets,L,,104,112,8,27,L 1,
36,Mon Jan 7 2013,7:00p EST,,Box Score,@,Chicago Bulls,L,,92,118,8,28,L 2,
37,Wed Jan 9 2013,7:00p EST,,Box Score,,Atlanta Hawks,W,,99,83,9,28,W 1,
38,Fri Jan 11 2013,7:00p EST,,Box Score,@,Denver Nuggets,L,,91,98,9,29,L 1,
39,Sun Jan 13 2013,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,93,113,9,30,L 2,
40,Mon Jan 14 2013,7:00p EST,,Box Score,@,Sacramento Kings,L,,118,124,9,31,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Jan 16 2013,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,93,88,10,31,W 1,
42,Sat Jan 19 2013,7:00p EST,,Box Score,@,Utah Jazz,L,,98,109,10,32,L 1,
43,Tue Jan 22 2013,7:00p EST,,Box Score,,Boston Celtics,W,,95,90,11,32,W 1,
44,Fri Jan 25 2013,7:30p EST,,Box Score,,Milwaukee Bucks,W,,113,108,12,32,W 2,
45,Sat Jan 26 2013,7:00p EST,,Box Score,@,Toronto Raptors,W,,99,98,13,32,W 3,
46,Tue Jan 29 2013,7:00p EST,,Box Score,,Golden State Warriors,L,,95,108,13,33,L 1,
47,Fri Feb 1 2013,7:30p EST,,Box Score,@,Detroit Pistons,L,,99,117,13,34,L 2,
48,Sat Feb 2 2013,7:30p EST,,Box Score,,Oklahoma City Thunder,W,,115,110,14,34,W 1,
49,Wed Feb 6 2013,7:00p EST,,Box Score,,Charlotte Bobcats,W,,122,95,15,34,W 2,
50,Fri Feb 8 2013,7:30p EST,,Box Score,,Orlando Magic,W,,119,108,16,34,W 3,
51,Sat Feb 9 2013,7:30p EST,,Box Score,,Denver Nuggets,L,,103,111,16,35,L 1,
52,Mon Feb 11 2013,7:00p EST,,Box Score,,Minnesota Timberwolves,L,,92,100,16,36,L 2,
53,Wed Feb 13 2013,7:00p EST,,Box Score,,San Antonio Spurs,L,,95,96,16,37,L 3,
54,Wed Feb 20 2013,8:00p EST,,Box Score,,New Orleans Hornets,W,,105,100,17,37,W 1,
55,Sat Feb 23 2013,7:00p EST,,Box Score,@,Orlando Magic,W,,118,94,18,37,W 2,
56,Sun Feb 24 2013,6:00p EST,,Box Score,@,Miami Heat,L,,105,109,18,38,L 1,
57,Tue Feb 26 2013,7:00p EST,,Box Score,@,Chicago Bulls,W,,101,98,19,38,W 1,
58,Wed Feb 27 2013,7:00p EST,,Box Score,,Toronto Raptors,W,,103,92,20,38,W 2,
59,Fri Mar 1 2013,7:30p EST,,Box Score,,Los Angeles Clippers,L,,89,105,20,39,L 1,
60,Mon Mar 4 2013,7:00p EST,,Box Score,,New York Knicks,L,,97,102,20,40,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Wed Mar 6 2013,7:00p EST,,Box Score,,Utah Jazz,W,,104,101,21,40,W 1,
62,Fri Mar 8 2013,7:30p EST,,Box Score,,Memphis Grizzlies,L,,92,103,21,41,L 1,
63,Sun Mar 10 2013,6:00p EST,,Box Score,@,Toronto Raptors,L,,96,100,21,42,L 2,
64,Tue Mar 12 2013,7:00p EST,,Box Score,,Washington Wizards,W,,95,90,22,42,W 1,
65,Fri Mar 15 2013,7:30p EST,,Box Score,@,Dallas Mavericks,L,,86,96,22,43,L 1,
66,Sat Mar 16 2013,7:30p EST,,Box Score,@,San Antonio Spurs,L,,113,119,22,44,L 2,
67,Mon Mar 18 2013,7:00p EST,,Box Score,,Indiana Pacers,L,,90,111,22,45,L 3,
68,Wed Mar 20 2013,7:00p EST,,Box Score,,Miami Heat,L,,95,98,22,46,L 4,
69,Fri Mar 22 2013,7:00p EST,,Box Score,@,Houston Rockets,L,,78,116,22,47,L 5,
70,Wed Mar 27 2013,7:00p EST,,Box Score,,Boston Celtics,L,,92,93,22,48,L 6,
71,Fri Mar 29 2013,7:30p EST,,Box Score,,Philadelphia 76ers,L,,87,97,22,49,L 7,
72,Sun Mar 31 2013,5:00p EST,,Box Score,@,New Orleans Hornets,L,,92,112,22,50,L 8,
73,Mon Apr 1 2013,7:30p EST,,Box Score,@,Atlanta Hawks,L,,94,102,22,51,L 9,
74,Wed Apr 3 2013,7:00p EST,,Box Score,,Brooklyn Nets,L,,95,113,22,52,L 10,
75,Fri Apr 5 2013,7:30p EST,,Box Score,@,Boston Celtics,W,,97,91,23,52,W 1,
76,Sun Apr 7 2013,6:00p EST,,Box Score,,Orlando Magic,W,,91,85,24,52,W 2,
77,Tue Apr 9 2013,7:00p EST,,Box Score,@,Indiana Pacers,L,,94,99,24,53,L 1,
78,Wed Apr 10 2013,7:00p EST,,Box Score,,Detroit Pistons,L,,104,111,24,54,L 2,
79,Fri Apr 12 2013,7:30p EST,,Box Score,,New York Knicks,L,,91,101,24,55,L 3,
80,Sun Apr 14 2013,3:30p EST,,Box Score,@,Philadelphia 76ers,L,,77,91,24,56,L 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Mon Apr 15 2013,7:00p EST,,Box Score,,Miami Heat,L,,95,96,24,57,L 5,
82,Wed Apr 17 2013,8:00p EST,,Box Score,@,Charlotte Bobcats,L,,98,105,24,58,L 6,
