G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Mon Dec 26 2011,7:00p EST,,Box Score,@,Charlotte Bobcats,L,,95,96,0,1,L 1,
2,Tue Dec 27 2011,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,98,95,1,1,W 1,
3,Fri Dec 30 2011,7:30p EST,,Box Score,,Washington Wizards,W,,102,81,2,1,W 2,
4,Mon Jan 2 2012,7:00p EST,,Box Score,@,Denver Nuggets,L,,86,91,2,2,L 1,
5,Tue Jan 3 2012,7:00p EST,,Box Score,@,Utah Jazz,L,,73,85,2,3,L 2,
6,Thu Jan 5 2012,7:00p EST,,Box Score,@,Sacramento Kings,L,,100,103,2,4,L 3,
7,Sat Jan 7 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,86,92,2,5,L 4,
8,Sun Jan 8 2012,6:00p EST,,Box Score,@,Phoenix Suns,L,,93,109,2,6,L 5,
9,Tue Jan 10 2012,7:00p EST,,Box Score,,San Antonio Spurs,W,,106,103,3,6,W 1,
10,Thu Jan 12 2012,7:00p EST,,Box Score,,Detroit Pistons,W,,102,93,4,6,W 2,
11,Fri Jan 13 2012,7:30p EST,,Box Score,@,Dallas Mavericks,L,,76,102,4,7,L 1,
12,Mon Jan 16 2012,2:00p EST,,Box Score,@,Philadelphia 76ers,L,,82,94,4,8,L 2,
13,Tue Jan 17 2012,7:00p EST,,Box Score,,Denver Nuggets,L,,95,105,4,9,L 3,
14,Fri Jan 20 2012,7:30p EST,,Box Score,@,New York Knicks,W,,100,86,5,9,W 1,
15,Sun Jan 22 2012,6:00p EST,,Box Score,@,Miami Heat,W,,91,82,6,9,W 2,
16,Mon Jan 23 2012,7:00p EST,,Box Score,,Atlanta Hawks,L,,92,97,6,10,L 1,
17,Wed Jan 25 2012,7:00p EST,,Box Score,@,Houston Rockets,W,,105,99,7,10,W 1,
18,Fri Jan 27 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,100,107,7,11,L 1,
19,Sat Jan 28 2012,7:30p EST,,Box Score,,Los Angeles Lakers,W,,100,89,8,11,W 1,
20,Mon Jan 30 2012,7:00p EST,,Box Score,,Detroit Pistons,W,,103,82,9,11,W 2,
