G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Sun Dec 25 2011,2:00p EST,,Box Score,@,Los Angeles Lakers,W,,88,87,1,0,W 1,
2,Mon Dec 26 2011,7:30p EST,,Box Score,@,Golden State Warriors,L,,91,99,1,1,L 1,
3,Thu Dec 29 2011,7:00p EST,,Box Score,@,Sacramento Kings,W,,108,98,2,1,W 1,
4,Fri Dec 30 2011,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,114,101,3,1,W 2,
5,Sun Jan 1 2012,7:00p EST,,Box Score,,Memphis Grizzlies,W,,104,64,4,1,W 3,
6,Tue Jan 3 2012,7:00p EST,,Box Score,,Atlanta Hawks,W,,76,74,5,1,W 4,
7,Wed Jan 4 2012,7:30p EST,,Box Score,@,Detroit Pistons,W,,99,83,6,1,W 5,
8,Fri Jan 6 2012,8:00p EST,,Box Score,@,Orlando Magic,W,,97,83,7,1,W 6,
9,Sat Jan 7 2012,7:00p EST,,Box Score,@,Atlanta Hawks,L,,94,109,7,2,L 1,
10,Mon Jan 9 2012,7:00p EST,,Box Score,,Detroit Pistons,W,,92,68,8,2,W 1,
11,Tue Jan 10 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,111,100,9,2,W 2,
12,Wed Jan 11 2012,7:00p EST,,Box Score,,Washington Wizards,W,,78,64,10,2,W 3,
13,Fri Jan 13 2012,8:00p EST,,Box Score,@,Boston Celtics,W,,88,79,11,2,W 4,
14,Sat Jan 14 2012,7:00p EST,,Box Score,,Toronto Raptors,W,,77,64,12,2,W 5,
15,Mon Jan 16 2012,12:00p EST,,Box Score,@,Memphis Grizzlies,L,,86,102,12,3,L 1,
16,Tue Jan 17 2012,7:00p EST,,Box Score,,Phoenix Suns,W,,118,97,13,3,W 1,
17,Fri Jan 20 2012,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,114,75,14,3,W 2,
18,Sat Jan 21 2012,7:00p EST,,Box Score,,Charlotte Bobcats,W,,95,89,15,3,W 3,
19,Mon Jan 23 2012,7:00p EST,,Box Score,,New Jersey Nets,W,,110,95,16,3,W 4,
20,Wed Jan 25 2012,7:00p EST,,Box Score,,Indiana Pacers,L,,90,95,16,4,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Jan 27 2012,7:00p EST,,Box Score,,Milwaukee Bucks,W,,107,100,17,4,W 1,
22,Sun Jan 29 2012,3:30p EST,,Box Score,@,Miami Heat,L,,93,97,17,5,L 1,
23,Mon Jan 30 2012,7:00p EST,,Box Score,@,Washington Wizards,W,,98,88,18,5,W 1,
24,Wed Feb 1 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,82,98,18,6,L 1,
25,Thu Feb 2 2012,8:00p EST,,Box Score,@,New York Knicks,W,,105,102,19,6,W 1,
26,Sat Feb 4 2012,7:30p EST,,Box Score,@,Milwaukee Bucks,W,,113,90,20,6,W 2,
27,Mon Feb 6 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,108,87,21,6,W 3,
28,Wed Feb 8 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,90,67,22,6,W 4,
29,Fri Feb 10 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,95,64,23,6,W 5,
30,Sun Feb 12 2012,3:30p EST,,Box Score,@,Boston Celtics,L,,91,95,23,7,L 1,
31,Tue Feb 14 2012,7:00p EST,,Box Score,,Sacramento Kings,W,,121,115,24,7,W 1,
32,Thu Feb 16 2012,7:00p EST,,Box Score,,Boston Celtics,W,,89,80,25,7,W 2,
33,Sat Feb 18 2012,3:00p EST,,Box Score,,New Jersey Nets,L,,85,97,25,8,L 1,
34,Mon Feb 20 2012,3:00p EST,,Box Score,,Atlanta Hawks,W,,90,79,26,8,W 1,
35,Wed Feb 22 2012,7:00p EST,,Box Score,,Milwaukee Bucks,W,,110,91,27,8,W 2,
36,Tue Feb 28 2012,7:00p EST,,Box Score,,New Orleans Hornets,W,,99,95,28,8,W 3,
37,Wed Feb 29 2012,8:00p EST,,Box Score,@,San Antonio Spurs,W,,96,89,29,8,W 4,
38,Fri Mar 2 2012,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,112,91,30,8,W 5,
39,Sun Mar 4 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,96,91,31,8,W 6,
40,Mon Mar 5 2012,7:00p EST,,Box Score,,Indiana Pacers,W,,92,72,32,8,W 7,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Mar 7 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,106,104,33,8,W 8,
42,Thu Mar 8 2012,7:00p EST,,Box Score,,Orlando Magic,L,,94,99,33,9,L 1,
43,Sat Mar 10 2012,7:00p EST,,Box Score,,Utah Jazz,W,,111,97,34,9,W 1,
44,Mon Mar 12 2012,7:00p EST,,Box Score,,New York Knicks,W,,104,99,35,9,W 2,
45,Wed Mar 14 2012,8:30p EST,,Box Score,,Miami Heat,W,,106,102,36,9,W 3,
