G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Mon Dec 26 2011,7:00p EST,,Box Score,,New Jersey Nets,L,,84,90,0,1,L 1,
2,Wed Dec 28 2011,7:30p EST,,Box Score,@,Atlanta Hawks,L,,83,101,0,2,L 2,
3,Fri Dec 30 2011,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,81,102,0,3,L 3,
4,Sun Jan 1 2012,6:00p EST,,Box Score,,Boston Celtics,L,,86,94,0,4,L 4,
5,Mon Jan 2 2012,7:30p EST,,Box Score,@,Boston Celtics,L,,92,100,0,5,L 5,
6,Wed Jan 4 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,85,103,0,6,L 6,
7,Fri Jan 6 2012,7:00p EST,,Box Score,,New York Knicks,L,,96,99,0,7,L 7,
8,Sun Jan 8 2012,1:00p EST,,Box Score,,Minnesota Timberwolves,L,,72,93,0,8,L 8,
9,Tue Jan 10 2012,7:00p EST,,Box Score,,Toronto Raptors,W,,93,78,1,8,W 1,
10,Wed Jan 11 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,64,78,1,9,L 1,
11,Fri Jan 13 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,89,120,1,10,L 2,
12,Sat Jan 14 2012,7:00p EST,,Box Score,,Philadelphia 76ers,L,,90,103,1,11,L 3,
13,Mon Jan 16 2012,2:00p EST,,Box Score,,Houston Rockets,L,,106,114,1,12,L 4,
14,Wed Jan 18 2012,7:00p EST,,Box Score,,Oklahoma City Thunder,W,,105,102,2,12,W 1,
15,Fri Jan 20 2012,7:00p EST,,Box Score,,Denver Nuggets,L,,104,108,2,13,L 1,
16,Sun Jan 22 2012,1:00p EST,,Box Score,,Boston Celtics,L,,94,100,2,14,L 2,
17,Mon Jan 23 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,83,103,2,15,L 3,
18,Wed Jan 25 2012,7:00p EST,,Box Score,,Charlotte Bobcats,W,,92,75,3,15,W 1,
19,Fri Jan 27 2012,7:00p EST,,Box Score,@,Houston Rockets,L,,76,103,3,16,L 1,
20,Sat Jan 28 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,102,99,4,16,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Jan 30 2012,7:00p EST,,Box Score,,Chicago Bulls,L,,88,98,4,17,L 1,
22,Wed Feb 1 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,103,109,4,18,L 2,
23,Fri Feb 3 2012,7:00p EST,,Box Score,@,Toronto Raptors,L,,89,106,4,19,L 3,
24,Sat Feb 4 2012,7:00p EST,,Box Score,,Los Angeles Clippers,L,,81,107,4,20,L 4,
25,Mon Feb 6 2012,7:00p EST,,Box Score,,Toronto Raptors,W,OT,111,108,5,20,W 1,
26,Wed Feb 8 2012,7:00p EST,,Box Score,,New York Knicks,L,,93,107,5,21,L 1,
27,Fri Feb 10 2012,7:00p EST,,Box Score,,Miami Heat,L,,89,106,5,22,L 2,
28,Sun Feb 12 2012,6:00p EST,,Box Score,@,Detroit Pistons,W,,98,77,6,22,W 1,
29,Tue Feb 14 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,124,109,7,22,W 2,
30,Wed Feb 15 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,84,102,7,23,L 1,
31,Fri Feb 17 2012,7:00p EST,,Box Score,@,Utah Jazz,L,,100,114,7,24,L 2,
32,Mon Feb 20 2012,7:00p EST,,Box Score,@,Phoenix Suns,L,,88,104,7,25,L 3,
33,Wed Feb 22 2012,7:00p EST,,Box Score,,Sacramento Kings,L,,107,115,7,26,L 4,
34,Tue Feb 28 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,118,119,7,27,L 5,
35,Wed Feb 29 2012,7:00p EST,,Box Score,,Orlando Magic,L,,95,102,7,28,L 6,
36,Sat Mar 3 2012,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,101,98,8,28,W 1,
37,Mon Mar 5 2012,7:00p EST,,Box Score,,Golden State Warriors,L,,100,120,8,29,L 1,
38,Wed Mar 7 2012,7:00p EST,,Box Score,,Los Angeles Lakers,W,,106,101,9,29,W 1,
39,Sat Mar 10 2012,7:00p EST,,Box Score,,Portland Trail Blazers,L,,99,110,9,30,L 1,
40,Mon Mar 12 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,97,112,9,31,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Tue Mar 13 2012,7:30p EST,,Box Score,@,Dallas Mavericks,L,,98,107,9,32,L 3,
42,Thu Mar 15 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,99,89,10,32,W 1,
43,Fri Mar 16 2012,7:30p EST,,Box Score,@,Atlanta Hawks,L,,88,102,10,33,L 1,
44,Sun Mar 18 2012,5:00p EST,,Box Score,@,Memphis Grizzlies,L,,92,97,10,34,L 2,
45,Wed Mar 21 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,108,89,11,34,W 1,
46,Thu Mar 22 2012,7:00p EST,,Box Score,,Indiana Pacers,L,,83,85,11,35,L 1,
47,Sat Mar 24 2012,7:00p EST,,Box Score,,Atlanta Hawks,L,,92,95,11,36,L 2,
48,Sun Mar 25 2012,6:00p EST,,Box Score,@,Boston Celtics,L,,76,88,11,37,L 3,
49,Mon Mar 26 2012,7:00p EST,,Box Score,,Detroit Pistons,L,,77,79,11,38,L 4,
