G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 29 2013,,,Box Score,@,Indiana Pacers,L,,87,97,0,1,L 1,
2,Wed Oct 30 2013,,,Box Score,@,Minnesota Timberwolves,L,OT,115,120,0,2,L 2,
3,Fri Nov 1 2013,,,Box Score,,New Orleans Pelicans,W,,110,90,1,2,W 1,
4,Sun Nov 3 2013,,,Box Score,,Brooklyn Nets,W,,107,86,2,2,W 2,
5,Wed Nov 6 2013,,,Box Score,,Los Angeles Clippers,W,,98,90,3,2,W 3,
6,Fri Nov 8 2013,,,Box Score,,Boston Celtics,L,,89,91,3,3,L 1,
7,Sat Nov 9 2013,,,Box Score,@,Atlanta Hawks,L,,94,104,3,4,L 2,
8,Mon Nov 11 2013,,,Box Score,@,Boston Celtics,L,,105,120,3,5,L 3,
9,Wed Nov 13 2013,,,Box Score,,Milwaukee Bucks,W,,94,91,4,5,W 1,
10,Sat Nov 16 2013,,,Box Score,,Dallas Mavericks,L,,100,108,4,6,L 1,
11,Wed Nov 20 2013,,,Box Score,,Miami Heat,L,,92,120,4,7,L 2,
12,Sat Nov 23 2013,,,Box Score,@,Miami Heat,L,,99,101,4,8,L 3,
13,Sun Nov 24 2013,,,Box Score,,Phoenix Suns,L,,96,104,4,9,L 4,
14,Tue Nov 26 2013,,,Box Score,@,Atlanta Hawks,W,,109,92,5,9,W 1,
15,Wed Nov 27 2013,,,Box Score,,Philadelphia 76ers,W,,105,94,6,9,W 2,
16,Fri Nov 29 2013,,,Box Score,,San Antonio Spurs,L,,91,109,6,10,L 1,
17,Mon Dec 2 2013,,,Box Score,@,Washington Wizards,L,,80,98,6,11,L 2,
18,Tue Dec 3 2013,,,Box Score,@,Philadelphia 76ers,L,2OT,125,126,6,12,L 3,
19,Fri Dec 6 2013,,,Box Score,@,New York Knicks,L,,83,121,6,13,L 4,
20,Sun Dec 8 2013,,,Box Score,@,Houston Rockets,L,,88,98,6,14,L 5,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 9 2013,,,Box Score,@,Memphis Grizzlies,L,,85,94,6,15,L 6,
22,Wed Dec 11 2013,,,Box Score,@,Charlotte Bobcats,W,,92,83,7,15,W 1,
23,Fri Dec 13 2013,,,Box Score,,Cleveland Cavaliers,L,,100,109,7,16,L 1,
24,Sun Dec 15 2013,,,Box Score,@,Oklahoma City Thunder,L,,98,101,7,17,L 2,
25,Mon Dec 16 2013,,,Box Score,@,Chicago Bulls,W,,83,82,8,17,W 1,
26,Wed Dec 18 2013,,,Box Score,,Utah Jazz,L,,82,86,8,18,L 1,
27,Sat Dec 21 2013,,,Box Score,,Sacramento Kings,L,,100,105,8,19,L 2,
28,Mon Dec 23 2013,,,Box Score,,New York Knicks,L,,98,103,8,20,L 3,
29,Fri Dec 27 2013,,,Box Score,,Detroit Pistons,W,,109,92,9,20,W 1,
30,Sun Dec 29 2013,,,Box Score,,Atlanta Hawks,W,,109,102,10,20,W 2,
31,Tue Dec 31 2013,,,Box Score,,Golden State Warriors,L,,81,94,10,21,L 1,
32,Thu Jan 2 2014,,,Box Score,@,Cleveland Cavaliers,L,OT,81,87,10,22,L 2,
33,Sat Jan 4 2014,,,Box Score,,Miami Heat,L,,94,110,10,23,L 3,
34,Mon Jan 6 2014,,,Box Score,@,Los Angeles Clippers,L,,81,101,10,24,L 4,
35,Wed Jan 8 2014,,,Box Score,@,Portland Trail Blazers,L,,94,110,10,25,L 5,
36,Fri Jan 10 2014,,,Box Score,@,Sacramento Kings,L,,83,103,10,26,L 6,
37,Sat Jan 11 2014,,,Box Score,@,Denver Nuggets,L,,94,120,10,27,L 7,
38,Mon Jan 13 2014,,,Box Score,@,Dallas Mavericks,L,,88,107,10,28,L 8,
39,Wed Jan 15 2014,,,Box Score,,Chicago Bulls,L,3OT,125,128,10,29,L 9,
40,Fri Jan 17 2014,,,Box Score,,Charlotte Bobcats,L,,101,111,10,30,L 10,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sun Jan 19 2014,,,Box Score,,Boston Celtics,W,,93,91,11,30,W 1,
42,Tue Jan 21 2014,,,Box Score,@,Brooklyn Nets,L,,90,101,11,31,L 1,
43,Wed Jan 22 2014,,,Box Score,,Atlanta Hawks,L,,109,112,11,32,L 2,
44,Fri Jan 24 2014,,,Box Score,,Los Angeles Lakers,W,,114,105,12,32,W 1,
45,Sun Jan 26 2014,,,Box Score,@,New Orleans Pelicans,L,,92,100,12,33,L 1,
46,Tue Jan 28 2014,,,Box Score,@,Detroit Pistons,L,,87,103,12,34,L 2,
47,Wed Jan 29 2014,,,Box Score,@,Toronto Raptors,L,,83,98,12,35,L 3,
48,Fri Jan 31 2014,,,Box Score,,Milwaukee Bucks,W,,113,102,13,35,W 1,
49,Sun Feb 2 2014,,,Box Score,@,Boston Celtics,L,,89,96,13,36,L 1,
