G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 30 2013,,,Box Score,@,San Antonio Spurs,L,,94,101,0,1,L 1,
2,Fri Nov 1 2013,,,Box Score,,Detroit Pistons,W,OT,111,108,1,1,W 1,
3,Sat Nov 2 2013,,,Box Score,@,Dallas Mavericks,L,,99,111,1,2,L 1,
4,Mon Nov 4 2013,,,Box Score,,Boston Celtics,W,,95,88,2,2,W 1,
5,Wed Nov 6 2013,,,Box Score,,New Orleans Pelicans,L,,84,99,2,3,L 1,
6,Sat Nov 9 2013,,,Box Score,,Golden State Warriors,W,,108,90,3,3,W 1,
7,Mon Nov 11 2013,,,Box Score,@,Indiana Pacers,L,,79,95,3,4,L 1,
8,Wed Nov 13 2013,,,Box Score,,Toronto Raptors,L,,87,103,3,5,L 2,
9,Fri Nov 15 2013,,,Box Score,@,Los Angeles Lakers,W,,89,86,4,5,W 1,
10,Sun Nov 17 2013,,,Box Score,@,Sacramento Kings,W,,97,86,5,5,W 2,
11,Mon Nov 18 2013,,,Box Score,@,Los Angeles Clippers,W,,106,102,6,5,W 3,
12,Wed Nov 20 2013,,,Box Score,@,Golden State Warriors,W,OT,88,81,7,5,W 4,
13,Fri Nov 22 2013,,,Box Score,,San Antonio Spurs,L,,86,102,7,6,L 1,
14,Mon Nov 25 2013,,,Box Score,,Houston Rockets,L,,86,93,7,7,L 2,
15,Wed Nov 27 2013,,,Box Score,@,Boston Celtics,W,,100,93,8,7,W 1,
16,Sat Nov 30 2013,,,Box Score,,Brooklyn Nets,L,,88,97,8,8,L 1,
17,Tue Dec 3 2013,,,Box Score,,Phoenix Suns,W,,110,91,9,8,W 1,
18,Thu Dec 5 2013,,,Box Score,,Los Angeles Clippers,L,,81,101,9,9,L 1,
19,Sat Dec 7 2013,,,Box Score,,Golden State Warriors,L,,82,108,9,10,L 2,
20,Mon Dec 9 2013,,,Box Score,,Orlando Magic,W,,94,85,10,10,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 11 2013,,,Box Score,,Oklahoma City Thunder,L,,100,116,10,11,L 1,
22,Fri Dec 13 2013,,,Box Score,@,New Orleans Pelicans,L,,98,104,10,12,L 2,
23,Sun Dec 15 2013,,,Box Score,,Minnesota Timberwolves,L,,93,101,10,13,L 3,
24,Tue Dec 17 2013,,,Box Score,,Los Angeles Lakers,L,,92,96,10,14,L 4,
25,Wed Dec 18 2013,,,Box Score,@,Dallas Mavericks,L,,91,105,10,15,L 5,
26,Sat Dec 21 2013,,,Box Score,@,New York Knicks,W,,95,87,11,15,W 1,
27,Mon Dec 23 2013,,,Box Score,,Utah Jazz,W,,104,94,12,15,W 2,
28,Thu Dec 26 2013,,,Box Score,@,Houston Rockets,L,,92,100,12,16,L 1,
29,Sat Dec 28 2013,,,Box Score,,Denver Nuggets,W,,120,99,13,16,W 1,
30,Mon Dec 30 2013,,,Box Score,,Chicago Bulls,L,,91,95,13,17,L 1,
31,Thu Jan 2 2014,,,Box Score,@,Phoenix Suns,W,,99,91,14,17,W 1,
32,Fri Jan 3 2014,,,Box Score,@,Denver Nuggets,L,,108,111,14,18,L 1,
33,Sun Jan 5 2014,,,Box Score,@,Detroit Pistons,W,,112,84,15,18,W 1,
34,Tue Jan 7 2014,,,Box Score,,San Antonio Spurs,L,OT,108,110,15,19,L 1,
35,Fri Jan 10 2014,,,Box Score,,Phoenix Suns,W,,104,99,16,19,W 1,
36,Sun Jan 12 2014,,,Box Score,,Atlanta Hawks,W,,108,101,17,19,W 2,
37,Tue Jan 14 2014,,,Box Score,,Oklahoma City Thunder,W,,90,87,18,19,W 3,
38,Wed Jan 15 2014,,,Box Score,@,Milwaukee Bucks,W,,82,77,19,19,W 4,
39,Fri Jan 17 2014,,,Box Score,,Sacramento Kings,W,,91,90,20,19,W 5,
40,Mon Jan 20 2014,,,Box Score,,New Orleans Pelicans,L,,92,95,20,20,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Jan 24 2014,,,Box Score,@,Houston Rockets,W,,88,87,21,20,W 1,
42,Sat Jan 25 2014,,,Box Score,,Houston Rockets,W,,99,81,22,20,W 2,
43,Tue Jan 28 2014,,,Box Score,@,Portland Trail Blazers,W,,98,81,23,20,W 3,
44,Wed Jan 29 2014,,,Box Score,@,Sacramento Kings,W,,99,89,24,20,W 4,
45,Fri Jan 31 2014,,,Box Score,@,Minnesota Timberwolves,W,,94,90,25,20,W 5,
46,Sat Feb 1 2014,,,Box Score,,Milwaukee Bucks,W,,99,90,26,20,W 6,
47,Mon Feb 3 2014,,,Box Score,@,Oklahoma City Thunder,L,,77,86,26,21,L 1,
48,Wed Feb 5 2014,,,Box Score,,Dallas Mavericks,L,,96,110,26,22,L 2,
49,Sat Feb 8 2014,,,Box Score,@,Atlanta Hawks,W,,79,76,27,22,W 1,
50,Sun Feb 9 2014,,,Box Score,@,Cleveland Cavaliers,L,OT,83,91,27,23,L 1,
51,Tue Feb 11 2014,,,Box Score,,Washington Wizards,W,,92,89,28,23,W 1,
52,Wed Feb 12 2014,,,Box Score,@,Orlando Magic,W,,86,81,29,23,W 2,
53,Tue Feb 18 2014,,,Box Score,,New York Knicks,W,,98,93,30,23,W 3,
54,Fri Feb 21 2014,,,Box Score,,Los Angeles Clippers,W,,102,96,31,23,W 4,
55,Sat Feb 22 2014,,,Box Score,@,Charlotte Bobcats,L,,89,92,31,24,L 1,
56,Wed Feb 26 2014,,,Box Score,,Los Angeles Lakers,W,,108,103,32,24,W 1,
57,Fri Feb 28 2014,,,Box Score,@,Oklahoma City Thunder,L,,107,113,32,25,L 1,
58,Sat Mar 1 2014,,,Box Score,,Cleveland Cavaliers,W,,110,96,33,25,W 1,
59,Mon Mar 3 2014,,,Box Score,@,Washington Wizards,W,,110,104,34,25,W 2,
60,Wed Mar 5 2014,,,Box Score,@,Brooklyn Nets,L,,94,103,34,26,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 7 2014,,,Box Score,@,Chicago Bulls,W,,85,77,35,26,W 1,
62,Sat Mar 8 2014,,,Box Score,,Charlotte Bobcats,W,,111,89,36,26,W 2,
63,Tue Mar 11 2014,,,Box Score,,Portland Trail Blazers,W,,109,99,37,26,W 3,
64,Wed Mar 12 2014,,,Box Score,@,New Orleans Pelicans,W,,90,88,38,26,W 4,
65,Fri Mar 14 2014,,,Box Score,@,Toronto Raptors,L,,86,99,38,27,L 1,
66,Sat Mar 15 2014,,,Box Score,@,Philadelphia 76ers,W,,103,77,39,27,W 1,
67,Wed Mar 19 2014,,,Box Score,,Utah Jazz,W,,96,86,40,27,W 2,
68,Fri Mar 21 2014,,,Box Score,@,Miami Heat,L,,86,91,40,28,L 1,
69,Sat Mar 22 2014,,,Box Score,,Indiana Pacers,W,,82,71,41,28,W 1,
70,Mon Mar 24 2014,,,Box Score,,Minnesota Timberwolves,W,,109,92,42,28,W 2,
71,Wed Mar 26 2014,,,Box Score,@,Utah Jazz,W,,91,87,43,28,W 3,
72,Fri Mar 28 2014,,,Box Score,@,Golden State Warriors,L,,93,100,43,29,L 1,
73,Sun Mar 30 2014,,,Box Score,@,Portland Trail Blazers,L,,98,105,43,30,L 2,
74,Mon Mar 31 2014,,,Box Score,@,Denver Nuggets,W,,94,92,44,30,W 1,
75,Wed Apr 2 2014,,,Box Score,@,Minnesota Timberwolves,L,,88,102,44,31,L 1,
76,Fri Apr 4 2014,,,Box Score,,Denver Nuggets,W,,100,92,45,31,W 1,
77,Sun Apr 6 2014,,,Box Score,@,San Antonio Spurs,L,,92,112,45,32,L 1,
78,Wed Apr 9 2014,,,Box Score,,Miami Heat,W,,107,102,46,32,W 1,
79,Fri Apr 11 2014,,,Box Score,,Philadelphia 76ers,W,,117,95,47,32,W 2,
80,Sun Apr 13 2014,,,Box Score,@,Los Angeles Lakers,W,,102,90,48,32,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Mon Apr 14 2014,,,Box Score,@,Phoenix Suns,W,,97,91,49,32,W 4,
82,Wed Apr 16 2014,,,Box Score,,Dallas Mavericks,W,OT,106,105,50,32,W 5,
