G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 28 2009,7:00p EST,,Box Score,,Indiana Pacers,W,,120,109,1,0,W 1,
2,Fri Oct 30 2009,7:30p EST,,Box Score,,Washington Wizards,W,,100,89,2,0,W 2,
3,Sun Nov 1 2009,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,110,118,2,1,L 1,
4,Tue Nov 3 2009,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,97,91,3,1,W 1,
5,Wed Nov 4 2009,7:00p EST,,Box Score,@,Sacramento Kings,W,,113,105,4,1,W 2,
6,Fri Nov 6 2009,7:00p EST,,Box Score,@,Charlotte Bobcats,L,,83,103,4,2,L 1,
7,Sat Nov 7 2009,7:00p EST,,Box Score,,Denver Nuggets,W,,125,100,5,2,W 1,
8,Wed Nov 11 2009,7:30p EST,,Box Score,@,New York Knicks,W,,114,101,6,2,W 2,
9,Fri Nov 13 2009,8:00p EST,,Box Score,@,Boston Celtics,W,,97,86,7,2,W 3,
10,Sat Nov 14 2009,7:00p EST,,Box Score,,New Orleans Hornets,W,,121,98,8,2,W 4,
11,Mon Nov 16 2009,7:00p EST,,Box Score,,Portland Trail Blazers,W,OT,99,95,9,2,W 5,
12,Wed Nov 18 2009,7:00p EST,,Box Score,,Miami Heat,W,,105,90,10,2,W 6,
13,Fri Nov 20 2009,7:30p EST,,Box Score,,Houston Rockets,W,,105,103,11,2,W 7,
14,Sat Nov 21 2009,7:00p EST,,Box Score,@,New Orleans Hornets,L,,88,96,11,3,L 1,
15,Thu Nov 26 2009,8:00p EST,,Box Score,,Orlando Magic,L,,76,93,11,4,L 2,
16,Fri Nov 27 2009,7:30p EST,,Box Score,@,Philadelphia 76ers,W,,100,86,12,4,W 1,
17,Sun Nov 29 2009,1:00p EST,,Box Score,@,Detroit Pistons,L,,88,94,12,5,L 1,
18,Wed Dec 2 2009,7:00p EST,,Box Score,,Toronto Raptors,W,,146,115,13,5,W 1,
19,Fri Dec 4 2009,7:30p EST,,Box Score,,New York Knicks,L,,107,114,13,6,L 1,
20,Sat Dec 5 2009,8:00p EST,,Box Score,@,Dallas Mavericks,W,,80,75,14,6,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 9 2009,7:00p EST,,Box Score,,Chicago Bulls,W,,118,83,15,6,W 2,
22,Fri Dec 11 2009,7:00p EST,,Box Score,@,Toronto Raptors,W,,111,89,16,6,W 3,
23,Sun Dec 13 2009,5:00p EST,,Box Score,,New Jersey Nets,W,,130,107,17,6,W 4,
24,Wed Dec 16 2009,7:00p EST,,Box Score,,Memphis Grizzlies,W,,110,97,18,6,W 5,
25,Fri Dec 18 2009,7:30p EST,,Box Score,,Utah Jazz,W,,96,83,19,6,W 6,
26,Sat Dec 19 2009,7:00p EST,,Box Score,@,Chicago Bulls,L,OT,98,101,19,7,L 1,
27,Tue Dec 22 2009,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,112,87,20,7,W 1,
28,Wed Dec 23 2009,7:00p EST,,Box Score,@,Denver Nuggets,L,,104,124,20,8,L 1,
29,Sat Dec 26 2009,7:00p EST,,Box Score,@,Indiana Pacers,W,,110,98,21,8,W 1,
30,Tue Dec 29 2009,7:00p EST,,Box Score,,Cleveland Cavaliers,L,,84,95,21,9,L 1,
31,Wed Dec 30 2009,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,101,106,21,10,L 2,
32,Fri Jan 1 2010,7:30p EST,,Box Score,,New York Knicks,L,OT,108,112,21,11,L 3,
33,Mon Jan 4 2010,7:30p EST,,Box Score,@,Miami Heat,L,,75,92,21,12,L 4,
34,Wed Jan 6 2010,7:00p EST,,Box Score,,New Jersey Nets,W,,119,89,22,12,W 1,
35,Fri Jan 8 2010,8:00p EST,,Box Score,,Boston Celtics,W,,93,85,23,12,W 2,
36,Sat Jan 9 2010,7:00p EST,,Box Score,@,Orlando Magic,L,,81,113,23,13,L 1,
37,Mon Jan 11 2010,7:30p EST,,Box Score,@,Boston Celtics,W,,102,96,24,13,W 1,
38,Wed Jan 13 2010,7:00p EST,,Box Score,,Washington Wizards,W,,94,82,25,13,W 2,
39,Fri Jan 15 2010,8:00p EST,,Box Score,,Phoenix Suns,W,,102,101,26,13,W 3,
40,Mon Jan 18 2010,2:00p EST,,Box Score,,Oklahoma City Thunder,L,,91,94,26,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Jan 20 2010,7:00p EST,,Box Score,,Sacramento Kings,W,,108,97,27,14,W 1,
42,Fri Jan 22 2010,7:30p EST,,Box Score,,Charlotte Bobcats,W,,103,89,28,14,W 2,
43,Mon Jan 25 2010,7:30p EST,,Box Score,@,Houston Rockets,W,,102,95,29,14,W 3,
44,Wed Jan 27 2010,7:30p EST,,Box Score,@,San Antonio Spurs,L,,90,105,29,15,L 1,
45,Fri Jan 29 2010,7:30p EST,,Box Score,,Boston Celtics,W,,100,91,30,15,W 1,
46,Sat Jan 30 2010,7:00p EST,,Box Score,@,Orlando Magic,L,,86,104,30,16,L 1,
47,Tue Feb 2 2010,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,99,106,30,17,L 2,
48,Wed Feb 3 2010,7:00p EST,,Box Score,,Los Angeles Clippers,W,,103,97,31,17,W 1,
49,Fri Feb 5 2010,8:00p EST,,Box Score,,Chicago Bulls,W,,91,81,32,17,W 2,
50,Tue Feb 9 2010,7:00p EST,,Box Score,@,Memphis Grizzlies,W,,108,94,33,17,W 3,
51,Wed Feb 10 2010,7:00p EST,,Box Score,,Miami Heat,L,,76,94,33,18,L 1,
52,Wed Feb 17 2010,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,110,92,34,18,W 1,
53,Fri Feb 19 2010,7:00p EST,,Box Score,@,Phoenix Suns,L,,80,88,34,19,L 1,
54,Sun Feb 21 2010,5:00p EST,,Box Score,@,Golden State Warriors,L,,104,108,34,20,L 2,
55,Mon Feb 22 2010,7:00p EST,,Box Score,@,Utah Jazz,W,,105,100,35,20,W 1,
56,Wed Feb 24 2010,7:00p EST,,Box Score,,Minnesota Timberwolves,W,,98,92,36,20,W 2,
57,Fri Feb 26 2010,7:00p EST,,Box Score,,Dallas Mavericks,L,OT,103,111,36,21,L 1,
58,Sun Feb 28 2010,6:00p EST,,Box Score,,Milwaukee Bucks,W,OT,106,102,37,21,W 1,
59,Mon Mar 1 2010,7:00p EST,,Box Score,@,Chicago Bulls,W,,116,92,38,21,W 2,
60,Wed Mar 3 2010,7:00p EST,,Box Score,,Philadelphia 76ers,W,,112,93,39,21,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 5 2010,7:30p EST,,Box Score,,Golden State Warriors,W,,127,122,40,21,W 4,
