G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Mon Dec 26 2011,7:00p EST,,Box Score,,Milwaukee Bucks,W,,96,95,1,0,W 1,
2,Wed Dec 28 2011,7:00p EST,,Box Score,,Miami Heat,L,,95,96,1,1,L 1,
3,Fri Dec 30 2011,7:00p EST,,Box Score,,Orlando Magic,L,,79,100,1,2,L 2,
4,Sun Jan 1 2012,6:00p EST,,Box Score,@,Miami Heat,L,,90,129,1,3,L 3,
5,Tue Jan 3 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,101,115,1,4,L 4,
6,Wed Jan 4 2012,7:30p EST,,Box Score,@,New York Knicks,W,,118,110,2,4,W 1,
7,Fri Jan 6 2012,7:00p EST,,Box Score,,Atlanta Hawks,L,OT,96,102,2,5,L 1,
8,Sat Jan 7 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,77,99,2,6,L 2,
9,Mon Jan 9 2012,7:30p EST,,Box Score,@,New York Knicks,L,,87,91,2,7,L 3,
10,Tue Jan 10 2012,7:00p EST,,Box Score,,Houston Rockets,L,,70,82,2,8,L 4,
11,Thu Jan 12 2012,7:30p EST,,Box Score,@,Atlanta Hawks,L,,81,111,2,9,L 5,
12,Fri Jan 13 2012,7:00p EST,,Box Score,,Detroit Pistons,L,,81,98,2,10,L 6,
13,Sat Jan 14 2012,7:00p EST,,Box Score,,Golden State Warriors,W,,112,100,3,10,W 1,
14,Mon Jan 16 2012,2:00p EST,,Box Score,,Cleveland Cavaliers,L,,94,102,3,11,L 1,
15,Tue Jan 17 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,89,96,3,12,L 2,
16,Sat Jan 21 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,89,95,3,13,L 3,
17,Sun Jan 22 2012,6:00p EST,,Box Score,@,New Jersey Nets,L,,87,97,3,14,L 4,
18,Tue Jan 24 2012,7:00p EST,,Box Score,,New York Knicks,L,,78,111,3,15,L 5,
19,Wed Jan 25 2012,7:00p EST,,Box Score,@,Washington Wizards,L,,75,92,3,16,L 6,
20,Fri Jan 27 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,72,89,3,17,L 7,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Jan 28 2012,7:00p EST,,Box Score,,Washington Wizards,L,,99,102,3,18,L 8,
22,Tue Jan 31 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,73,106,3,19,L 9,
23,Wed Feb 1 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,68,112,3,20,L 10,
24,Sat Feb 4 2012,7:00p EST,,Box Score,@,Phoenix Suns,L,,89,95,3,21,L 11,
25,Tue Feb 7 2012,7:30p EST,,Box Score,@,Boston Celtics,L,,84,94,3,22,L 12,
26,Fri Feb 10 2012,7:00p EST,,Box Score,,Chicago Bulls,L,,64,95,3,23,L 13,
27,Sat Feb 11 2012,7:00p EST,,Box Score,,Los Angeles Clippers,L,,86,111,3,24,L 14,
28,Mon Feb 13 2012,7:00p EST,,Box Score,,Philadelphia 76ers,L,,89,98,3,25,L 15,
29,Wed Feb 15 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,90,102,3,26,L 16,
30,Fri Feb 17 2012,7:00p EST,,Box Score,@,Toronto Raptors,W,,98,91,4,26,W 1,
31,Sun Feb 19 2012,6:00p EST,,Box Score,@,Indiana Pacers,L,,73,108,4,27,L 1,
32,Wed Feb 22 2012,7:00p EST,,Box Score,,Indiana Pacers,L,,88,102,4,28,L 2,
33,Wed Feb 29 2012,7:30p EST,,Box Score,@,Detroit Pistons,L,,94,109,4,29,L 3,
34,Fri Mar 2 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,72,102,4,30,L 4,
