G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Sun Dec 25 2011,1:30p EST,,Box Score,,Miami Heat,L,,94,105,0,1,L 1,
2,Mon Dec 26 2011,7:30p EST,,Box Score,,Denver Nuggets,L,,93,115,0,2,L 2,
3,Thu Dec 29 2011,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,102,104,0,3,L 3,
4,Fri Dec 30 2011,7:30p EST,,Box Score,,Toronto Raptors,W,,99,86,1,3,W 1,
5,Sun Jan 1 2012,6:00p EST,,Box Score,@,Minnesota Timberwolves,L,,82,99,1,4,L 1,
6,Mon Jan 2 2012,7:30p EST,,Box Score,,Oklahoma City Thunder,W,,100,87,2,4,W 1,
7,Wed Jan 4 2012,7:30p EST,,Box Score,,Phoenix Suns,W,,98,89,3,4,W 2,
8,Thu Jan 5 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,71,93,3,5,L 1,
9,Sat Jan 7 2012,8:00p EST,,Box Score,,New Orleans Hornets,W,,96,81,4,5,W 1,
10,Tue Jan 10 2012,7:30p EST,,Box Score,@,Detroit Pistons,W,,100,86,5,5,W 2,
11,Wed Jan 11 2012,8:00p EST,,Box Score,@,Boston Celtics,W,,90,85,6,5,W 3,
12,Fri Jan 13 2012,7:30p EST,,Box Score,,Milwaukee Bucks,W,,102,76,7,5,W 4,
13,Sat Jan 14 2012,8:00p EST,,Box Score,,Sacramento Kings,W,,99,60,8,5,W 5,
14,Mon Jan 16 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,70,73,8,6,L 1,
15,Wed Jan 18 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,89,91,8,7,L 2,
16,Thu Jan 19 2012,8:30p EST,,Box Score,@,Utah Jazz,W,,94,91,9,7,W 1,
17,Sat Jan 21 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,83,81,10,7,W 2,
18,Mon Jan 23 2012,7:30p EST,,Box Score,,Phoenix Suns,W,,93,87,11,7,W 3,
19,Wed Jan 25 2012,7:30p EST,,Box Score,,Minnesota Timberwolves,L,,90,105,11,8,L 1,
20,Fri Jan 27 2012,7:30p EST,,Box Score,,Utah Jazz,W,,116,101,12,8,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Jan 29 2012,5:30p EST,,Box Score,,San Antonio Spurs,W,OT,101,100,13,8,W 2,
22,Mon Jan 30 2012,7:00p EST,,Box Score,@,Phoenix Suns,W,,122,99,14,8,W 3,
23,Wed Feb 1 2012,7:00p EST,,Box Score,,Oklahoma City Thunder,L,,86,95,14,9,L 1,
24,Fri Feb 3 2012,7:30p EST,,Box Score,,Indiana Pacers,L,,87,98,14,10,L 2,
25,Sat Feb 4 2012,7:30p EST,,Box Score,@,Cleveland Cavaliers,L,,88,91,14,11,L 3,
26,Wed Feb 8 2012,7:00p EST,,Box Score,@,Denver Nuggets,W,,105,95,15,11,W 1,
27,Fri Feb 10 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,104,97,16,11,W 2,
28,Sat Feb 11 2012,7:30p EST,,Box Score,,Portland Trail Blazers,W,2OT,97,94,17,11,W 3,
29,Mon Feb 13 2012,7:30p EST,,Box Score,,Los Angeles Clippers,W,,96,92,18,11,W 4,
30,Wed Feb 15 2012,7:30p EST,,Box Score,,Denver Nuggets,W,,102,84,19,11,W 5,
31,Fri Feb 17 2012,8:00p EST,,Box Score,@,Philadelphia 76ers,W,,82,75,20,11,W 6,
32,Sun Feb 19 2012,1:00p EST,,Box Score,@,New York Knicks,L,,97,104,20,12,L 1,
33,Mon Feb 20 2012,7:00p EST,,Box Score,,Boston Celtics,W,,89,73,21,12,W 1,
34,Wed Feb 22 2012,8:30p EST,,Box Score,,Los Angeles Lakers,L,,91,96,21,13,L 1,
35,Tue Feb 28 2012,7:30p EST,,Box Score,,New Jersey Nets,L,,92,93,21,14,L 2,
36,Wed Feb 29 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,85,96,21,15,L 3,
37,Fri Mar 2 2012,7:00p EST,,Box Score,@,New Orleans Hornets,L,,92,97,21,16,L 4,
38,Sat Mar 3 2012,7:30p EST,,Box Score,,Utah Jazz,W,,102,96,22,16,W 1,
39,Mon Mar 5 2012,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,91,95,22,17,L 1,
40,Tue Mar 6 2012,7:30p EST,,Box Score,,New York Knicks,W,,95,85,23,17,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Thu Mar 8 2012,8:30p EST,,Box Score,@,Phoenix Suns,L,,94,96,23,18,L 1,
42,Fri Mar 9 2012,7:00p EST,,Box Score,@,Sacramento Kings,L,,97,110,23,19,L 2,
43,Sat Mar 10 2012,7:30p EST,,Box Score,@,Golden State Warriors,L,,87,111,23,20,L 3,
44,Tue Mar 13 2012,7:30p EST,,Box Score,,Washington Wizards,W,,107,98,24,20,W 1,
45,Thu Mar 15 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,,101,96,25,20,W 2,
46,Sat Mar 17 2012,8:00p EST,,Box Score,,San Antonio Spurs,W,,106,99,26,20,W 3,
47,Mon Mar 19 2012,8:30p EST,,Box Score,@,Denver Nuggets,W,,112,95,27,20,W 4,
48,Wed Mar 21 2012,8:30p EST,,Box Score,,Los Angeles Lakers,L,,93,109,27,21,L 1,
49,Fri Mar 23 2012,7:30p EST,,Box Score,@,San Antonio Spurs,L,,87,104,27,22,L 2,
50,Sat Mar 24 2012,7:00p EST,,Box Score,@,Houston Rockets,W,OT,101,99,28,22,W 1,
51,Tue Mar 27 2012,7:30p EST,,Box Score,,Houston Rockets,W,,90,81,29,22,W 2,
52,Thu Mar 29 2012,8:00p EST,,Box Score,@,Miami Heat,L,,85,106,29,23,L 1,
53,Fri Mar 30 2012,8:00p EST,,Box Score,@,Orlando Magic,W,,100,98,30,23,W 1,
54,Mon Apr 2 2012,7:30p EST,,Box Score,,Los Angeles Clippers,L,,75,94,30,24,L 1,
55,Wed Apr 4 2012,7:30p EST,,Box Score,,Memphis Grizzlies,W,,95,85,31,24,W 1,
56,Fri Apr 6 2012,7:30p EST,,Box Score,,Portland Trail Blazers,L,OT,97,99,31,25,L 1,
57,Sat Apr 7 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,89,94,31,26,L 2,
58,Tue Apr 10 2012,7:30p EST,,Box Score,,Sacramento Kings,W,,110,100,32,26,W 1,
59,Thu Apr 12 2012,7:30p EST,,Box Score,@,Golden State Warriors,W,,112,103,33,26,W 2,
60,Fri Apr 13 2012,7:30p EST,,Box Score,@,Portland Trail Blazers,W,,97,94,34,26,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Sun Apr 15 2012,12:30p EST,,Box Score,@,Los Angeles Lakers,L,OT,108,112,34,27,L 1,
62,Mon Apr 16 2012,7:00p EST,,Box Score,@,Utah Jazz,L,3OT,121,123,34,28,L 2,
63,Wed Apr 18 2012,7:30p EST,,Box Score,,Houston Rockets,W,,117,110,35,28,W 1,
64,Fri Apr 20 2012,7:30p EST,,Box Score,,Golden State Warriors,W,,104,94,36,28,W 2,
65,Sat Apr 21 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,83,93,36,29,L 1,
66,Thu Apr 26 2012,8:00p EST,,Box Score,@,Atlanta Hawks,L,,89,106,36,30,L 2,
