G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
54,Sun Apr 8 2012,6:00p EST,,Box Score,,Utah Jazz,W,,114,104,40,14,W 11,
55,Mon Apr 9 2012,7:00p EST,,Box Score,@,Utah Jazz,L,,84,91,40,15,L 1,
56,Wed Apr 11 2012,7:30p EST,,Box Score,,Los Angeles Lakers,L,,84,98,40,16,L 2,
57,Thu Apr 12 2012,7:30p EST,,Box Score,,Memphis Grizzlies,W,,107,97,41,16,W 1,
58,Sat Apr 14 2012,8:00p EST,,Box Score,,Phoenix Suns,W,,105,91,42,16,W 2,
59,Mon Apr 16 2012,7:30p EST,,Box Score,@,Golden State Warriors,W,,120,99,43,16,W 3,
60,Tue Apr 17 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,W,,112,91,44,16,W 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Wed Apr 18 2012,7:00p EST,,Box Score,@,Sacramento Kings,W,,127,102,45,16,W 5,
62,Fri Apr 20 2012,8:30p EST,,Box Score,,Los Angeles Lakers,W,,121,97,46,16,W 6,
63,Sun Apr 22 2012,6:00p EST,,Box Score,,Cleveland Cavaliers,W,,114,98,47,16,W 7,
64,Mon Apr 23 2012,7:30p EST,,Box Score,,Portland Trail Blazers,W,,124,89,48,16,W 8,
65,Wed Apr 25 2012,7:30p EST,,Box Score,@,Phoenix Suns,W,,110,106,49,16,W 9,
66,Thu Apr 26 2012,7:30p EST,,Box Score,@,Golden State Warriors,W,,107,101,50,16,W 10,
