G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Mon Dec 26 2011,7:30p EST,,Box Score,,Memphis Grizzlies,W,,95,82,1,0,W 1,
2,Wed Dec 28 2011,7:30p EST,,Box Score,,Los Angeles Clippers,W,,115,90,2,0,W 2,
3,Thu Dec 29 2011,7:00p EST,,Box Score,@,Houston Rockets,L,,85,105,2,1,L 1,
4,Sat Dec 31 2011,7:30p EST,,Box Score,,Utah Jazz,W,,104,89,3,1,W 1,
5,Mon Jan 2 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,96,106,3,2,L 1,
6,Wed Jan 4 2012,7:30p EST,,Box Score,,Golden State Warriors,W,,101,95,4,2,W 1,
7,Thu Jan 5 2012,7:30p EST,,Box Score,,Dallas Mavericks,W,,93,71,5,2,W 2,
8,Sat Jan 7 2012,7:30p EST,,Box Score,,Denver Nuggets,W,,121,117,6,2,W 3,
9,Sun Jan 8 2012,6:00p EST,,Box Score,@,Oklahoma City Thunder,L,,96,108,6,3,L 1,
10,Tue Jan 10 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,103,106,6,4,L 2,
11,Wed Jan 11 2012,7:30p EST,,Box Score,,Houston Rockets,W,OT,101,95,7,4,W 1,
12,Fri Jan 13 2012,7:30p EST,,Box Score,,Portland Trail Blazers,W,,99,83,8,4,W 2,
13,Sun Jan 15 2012,8:00p EST,,Box Score,,Phoenix Suns,W,,102,91,9,4,W 3,
14,Tue Jan 17 2012,7:30p EST,,Box Score,@,Miami Heat,L,,98,120,9,5,L 1,
15,Wed Jan 18 2012,7:00p EST,,Box Score,@,Orlando Magic,W,OT,85,83,10,5,W 1,
16,Fri Jan 20 2012,7:30p EST,,Box Score,,Sacramento Kings,L,,86,88,10,6,L 1,
17,Sat Jan 21 2012,7:00p EST,,Box Score,@,Houston Rockets,L,,102,105,10,7,L 2,
18,Mon Jan 23 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,104,102,11,7,W 1,
19,Wed Jan 25 2012,7:30p EST,,Box Score,,Atlanta Hawks,W,,105,83,12,7,W 2,
20,Fri Jan 27 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,79,87,12,8,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Jan 29 2012,5:30p EST,,Box Score,@,Dallas Mavericks,L,OT,100,101,12,9,L 2,
22,Mon Jan 30 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,W,,83,73,13,9,W 1,
23,Wed Feb 1 2012,7:30p EST,,Box Score,,Houston Rockets,W,,99,91,14,9,W 2,
24,Thu Feb 2 2012,7:30p EST,,Box Score,,New Orleans Hornets,W,,93,81,15,9,W 3,
25,Sat Feb 4 2012,7:30p EST,,Box Score,,Oklahoma City Thunder,W,,107,96,16,9,W 4,
26,Mon Feb 6 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,W,,89,84,17,9,W 5,
27,Wed Feb 8 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,100,90,18,9,W 6,
28,Sat Feb 11 2012,8:00p EST,,Box Score,@,New Jersey Nets,W,,103,89,19,9,W 7,
29,Tue Feb 14 2012,7:30p EST,,Box Score,@,Detroit Pistons,W,,99,95,20,9,W 8,
30,Wed Feb 15 2012,7:00p EST,,Box Score,@,Toronto Raptors,W,,113,106,21,9,W 9,
31,Sat Feb 18 2012,12:30p EST,,Box Score,@,Los Angeles Clippers,W,OT,103,100,22,9,W 10,
32,Mon Feb 20 2012,7:00p EST,,Box Score,@,Utah Jazz,W,,106,102,23,9,W 11,
33,Tue Feb 21 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,97,137,23,10,L 1,
34,Thu Feb 23 2012,7:00p EST,,Box Score,@,Denver Nuggets,W,,114,99,24,10,W 1,
35,Wed Feb 29 2012,8:00p EST,,Box Score,,Chicago Bulls,L,,89,96,24,11,L 1,
36,Fri Mar 2 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,,102,72,25,11,W 1,
37,Sun Mar 4 2012,8:30p EST,,Box Score,,Denver Nuggets,L,,94,99,25,12,L 1,
38,Wed Mar 7 2012,7:30p EST,,Box Score,,New York Knicks,W,,118,105,26,12,W 1,
39,Fri Mar 9 2012,7:30p EST,,Box Score,,Los Angeles Clippers,L,,108,120,26,13,L 1,
40,Mon Mar 12 2012,7:30p EST,,Box Score,,Washington Wizards,W,,112,97,27,13,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Mar 14 2012,7:30p EST,,Box Score,,Orlando Magic,W,,122,111,28,13,W 2,
42,Fri Mar 16 2012,8:30p EST,,Box Score,@,Oklahoma City Thunder,W,,114,105,29,13,W 3,
43,Sat Mar 17 2012,8:00p EST,,Box Score,@,Dallas Mavericks,L,,99,106,29,14,L 1,
44,Wed Mar 21 2012,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,116,100,30,14,W 1,
45,Fri Mar 23 2012,7:30p EST,,Box Score,,Dallas Mavericks,W,,104,87,31,14,W 2,
46,Sat Mar 24 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,89,86,32,14,W 3,
47,Sun Mar 25 2012,6:00p EST,,Box Score,,Philadelphia 76ers,W,,93,76,33,14,W 4,
48,Tue Mar 27 2012,7:00p EST,,Box Score,@,Phoenix Suns,W,,107,100,34,14,W 5,
49,Wed Mar 28 2012,7:00p EST,,Box Score,@,Sacramento Kings,W,,117,112,35,14,W 6,
50,Sat Mar 31 2012,7:30p EST,,Box Score,,Indiana Pacers,W,,112,103,36,14,W 7,
51,Tue Apr 3 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,125,90,37,14,W 8,
52,Wed Apr 4 2012,7:30p EST,,Box Score,@,Boston Celtics,W,,87,86,38,14,W 9,
53,Fri Apr 6 2012,7:30p EST,,Box Score,,New Orleans Hornets,W,,128,103,39,14,W 10,
