G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Sun Dec 25 2011,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,89,97,0,1,L 1,
2,Mon Dec 26 2011,7:00p EST,,Box Score,,Houston Rockets,W,,104,95,1,1,W 1,
3,Thu Dec 29 2011,7:00p EST,,Box Score,,New Jersey Nets,W,,94,78,2,1,W 2,
4,Fri Dec 30 2011,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,100,79,3,1,W 3,
5,Sun Jan 1 2012,6:00p EST,,Box Score,,Toronto Raptors,W,,102,96,4,1,W 4,
6,Mon Jan 2 2012,7:30p EST,,Box Score,@,Detroit Pistons,L,,78,89,4,2,L 1,
7,Wed Jan 4 2012,7:00p EST,,Box Score,,Washington Wizards,W,,103,85,5,2,W 1,
8,Fri Jan 6 2012,8:00p EST,,Box Score,,Chicago Bulls,L,,83,97,5,3,L 1,
9,Sun Jan 8 2012,3:00p EST,,Box Score,@,Sacramento Kings,W,,104,97,6,3,W 1,
10,Wed Jan 11 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,107,104,7,3,W 2,
11,Thu Jan 12 2012,7:30p EST,,Box Score,@,Golden State Warriors,W,,117,109,8,3,W 3,
12,Mon Jan 16 2012,1:00p EST,,Box Score,@,New York Knicks,W,,102,93,9,3,W 4,
13,Tue Jan 17 2012,7:00p EST,,Box Score,,Charlotte Bobcats,W,,96,89,10,3,W 5,
14,Wed Jan 18 2012,7:00p EST,,Box Score,,San Antonio Spurs,L,OT,83,85,10,4,L 1,
15,Fri Jan 20 2012,8:00p EST,,Box Score,,Los Angeles Lakers,W,,92,80,11,4,W 1,
16,Mon Jan 23 2012,7:30p EST,,Box Score,@,Boston Celtics,L,,56,87,11,5,L 1,
17,Tue Jan 24 2012,7:00p EST,,Box Score,@,Indiana Pacers,W,,102,83,12,5,W 1,
18,Thu Jan 26 2012,8:00p EST,,Box Score,,Boston Celtics,L,,83,91,12,6,L 1,
19,Fri Jan 27 2012,7:00p EST,,Box Score,@,New Orleans Hornets,L,,67,93,12,7,L 2,
