G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 30 2013,,,Box Score,,Brooklyn Nets,W,,98,94,1,0,W 1,
2,Fri Nov 1 2013,,,Box Score,@,Charlotte Bobcats,L,,84,90,1,1,L 1,
3,Sat Nov 2 2013,,,Box Score,@,Indiana Pacers,L,,74,89,1,2,L 2,
4,Mon Nov 4 2013,,,Box Score,,Minnesota Timberwolves,W,,93,92,2,2,W 1,
5,Wed Nov 6 2013,,,Box Score,@,Milwaukee Bucks,L,,104,109,2,3,L 1,
6,Fri Nov 8 2013,,,Box Score,@,Philadelphia 76ers,L,,79,94,2,4,L 2,
7,Sat Nov 9 2013,,,Box Score,,Philadelphia 76ers,W,2OT,127,125,3,4,W 1,
8,Mon Nov 11 2013,,,Box Score,@,Chicago Bulls,L,,81,96,3,5,L 1,
9,Wed Nov 13 2013,,,Box Score,@,Minnesota Timberwolves,L,,95,124,3,6,L 2,
10,Fri Nov 15 2013,,,Box Score,,Charlotte Bobcats,L,,80,86,3,7,L 3,
11,Sat Nov 16 2013,,,Box Score,@,Washington Wizards,W,OT,103,96,4,7,W 1,
12,Wed Nov 20 2013,,,Box Score,,Washington Wizards,L,,91,98,4,8,L 1,
13,Fri Nov 22 2013,,,Box Score,@,New Orleans Pelicans,L,,100,104,4,9,L 2,
14,Sat Nov 23 2013,,,Box Score,@,San Antonio Spurs,L,,96,126,4,10,L 3,
15,Wed Nov 27 2013,,,Box Score,,Miami Heat,L,,84,95,4,11,L 4,
16,Fri Nov 29 2013,,,Box Score,@,Boston Celtics,L,,86,103,4,12,L 5,
17,Sat Nov 30 2013,,,Box Score,,Chicago Bulls,W,,97,93,5,12,W 1,
18,Wed Dec 4 2013,,,Box Score,,Denver Nuggets,W,,98,88,6,12,W 2,
19,Fri Dec 6 2013,,,Box Score,@,Atlanta Hawks,L,,89,108,6,13,L 1,
20,Sat Dec 7 2013,,,Box Score,,Los Angeles Clippers,W,,88,82,7,13,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 10 2013,,,Box Score,,New York Knicks,W,,109,94,8,13,W 2,
22,Fri Dec 13 2013,,,Box Score,@,Orlando Magic,W,,109,100,9,13,W 3,
23,Sat Dec 14 2013,,,Box Score,@,Miami Heat,L,,107,114,9,14,L 1,
24,Tue Dec 17 2013,,,Box Score,,Portland Trail Blazers,L,,116,119,9,15,L 2,
25,Fri Dec 20 2013,,,Box Score,,Milwaukee Bucks,W,OT,114,111,10,15,W 1,
