G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 29 2013,,,Box Score,,Chicago Bulls,W,,107,95,1,0,W 1,
2,Wed Oct 30 2013,,,Box Score,@,Philadelphia 76ers,L,,110,114,1,1,L 1,
3,Fri Nov 1 2013,,,Box Score,@,Brooklyn Nets,L,,100,101,1,2,L 2,
4,Sun Nov 3 2013,,,Box Score,,Washington Wizards,W,,103,93,2,2,W 1,
5,Tue Nov 5 2013,,,Box Score,@,Toronto Raptors,W,,104,95,3,2,W 2,
6,Thu Nov 7 2013,,,Box Score,,Los Angeles Clippers,W,,102,97,4,2,W 3,
7,Sat Nov 9 2013,,,Box Score,,Boston Celtics,L,,110,111,4,3,L 1,
8,Tue Nov 12 2013,,,Box Score,,Milwaukee Bucks,W,,118,95,5,3,W 1,
9,Fri Nov 15 2013,,,Box Score,,Dallas Mavericks,W,,110,104,6,3,W 2,
10,Sat Nov 16 2013,,,Box Score,@,Charlotte Bobcats,W,,97,81,7,3,W 3,
11,Tue Nov 19 2013,,,Box Score,,Atlanta Hawks,W,,104,88,8,3,W 4,
12,Wed Nov 20 2013,,,Box Score,@,Orlando Magic,W,,120,92,9,3,W 5,
13,Sat Nov 23 2013,,,Box Score,,Orlando Magic,W,,101,99,10,3,W 6,
14,Mon Nov 25 2013,,,Box Score,,Phoenix Suns,W,,107,92,11,3,W 7,
15,Wed Nov 27 2013,,,Box Score,@,Cleveland Cavaliers,W,,95,84,12,3,W 8,
16,Fri Nov 29 2013,,,Box Score,@,Toronto Raptors,W,,90,83,13,3,W 9,
17,Sun Dec 1 2013,,,Box Score,,Charlotte Bobcats,W,,99,98,14,3,W 10,
18,Tue Dec 3 2013,,,Box Score,,Detroit Pistons,L,,97,107,14,4,L 1,
19,Thu Dec 5 2013,,,Box Score,@,Chicago Bulls,L,,87,107,14,5,L 2,
20,Sat Dec 7 2013,,,Box Score,@,Minnesota Timberwolves,W,,103,82,15,5,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Dec 8 2013,,,Box Score,@,Detroit Pistons,W,,110,95,16,5,W 2,
22,Tue Dec 10 2013,,,Box Score,@,Indiana Pacers,L,,84,90,16,6,L 1,
23,Sat Dec 14 2013,,,Box Score,,Cleveland Cavaliers,W,,114,107,17,6,W 1,
24,Mon Dec 16 2013,,,Box Score,,Utah Jazz,W,,117,94,18,6,W 2,
25,Wed Dec 18 2013,,,Box Score,,Indiana Pacers,W,,97,94,19,6,W 3,
