G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 30 2013,,,Box Score,,Boston Celtics,W,,93,87,1,0,W 1,
2,Fri Nov 1 2013,,,Box Score,@,Atlanta Hawks,L,,95,102,1,1,L 1,
3,Sat Nov 2 2013,,,Box Score,@,Milwaukee Bucks,W,,97,90,2,1,W 1,
4,Tue Nov 5 2013,,,Box Score,,Miami Heat,L,,95,104,2,2,L 1,
5,Wed Nov 6 2013,,,Box Score,@,Charlotte Bobcats,L,,90,92,2,3,L 2,
6,Fri Nov 8 2013,,,Box Score,@,Indiana Pacers,L,,84,91,2,4,L 3,
7,Sat Nov 9 2013,,,Box Score,,Utah Jazz,W,,115,91,3,4,W 1,
8,Mon Nov 11 2013,,,Box Score,@,Houston Rockets,L,2OT,104,110,3,5,L 1,
9,Wed Nov 13 2013,,,Box Score,@,Memphis Grizzlies,W,,103,87,4,5,W 1,
10,Fri Nov 15 2013,,,Box Score,,Chicago Bulls,L,,80,96,4,6,L 1,
11,Sun Nov 17 2013,,,Box Score,,Portland Trail Blazers,L,OT,110,118,4,7,L 2,
12,Wed Nov 20 2013,,,Box Score,@,Philadelphia 76ers,W,,108,98,5,7,W 1,
13,Fri Nov 22 2013,,,Box Score,,Washington Wizards,W,,96,88,6,7,W 2,
14,Tue Nov 26 2013,,,Box Score,,Brooklyn Nets,L,,100,102,6,8,L 1,
15,Fri Nov 29 2013,,,Box Score,,Miami Heat,L,,83,90,6,9,L 2,
16,Sun Dec 1 2013,,,Box Score,,Denver Nuggets,L,,98,112,6,10,L 3,
17,Tue Dec 3 2013,,,Box Score,@,Golden State Warriors,L,,103,112,6,11,L 4,
18,Fri Dec 6 2013,,,Box Score,@,Phoenix Suns,L,,97,106,6,12,L 5,
19,Sun Dec 8 2013,,,Box Score,@,Los Angeles Lakers,W,,106,94,7,12,W 1,
20,Tue Dec 10 2013,,,Box Score,,San Antonio Spurs,L,,103,116,7,13,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 13 2013,,,Box Score,,Philadelphia 76ers,W,,108,100,8,13,W 1,
22,Sat Dec 14 2013,,,Box Score,@,Chicago Bulls,W,,99,77,9,13,W 2,
23,Wed Dec 18 2013,,,Box Score,,Charlotte Bobcats,L,OT,102,104,9,14,L 1,
24,Fri Dec 20 2013,,,Box Score,@,Dallas Mavericks,W,OT,109,108,10,14,W 1,
25,Sun Dec 22 2013,,,Box Score,@,Oklahoma City Thunder,W,,104,98,11,14,W 2,
26,Mon Dec 23 2013,,,Box Score,@,San Antonio Spurs,L,,99,112,11,15,L 1,
27,Fri Dec 27 2013,,,Box Score,@,New York Knicks,W,,95,83,12,15,W 1,
28,Sat Dec 28 2013,,,Box Score,,New York Knicks,W,,115,100,13,15,W 2,
29,Tue Dec 31 2013,,,Box Score,@,Chicago Bulls,W,,85,79,14,15,W 3,
30,Wed Jan 1 2014,,,Box Score,,Indiana Pacers,W,,95,82,15,15,W 4,
31,Fri Jan 3 2014,,,Box Score,@,Washington Wizards,W,,101,88,16,15,W 5,
32,Sun Jan 5 2014,,,Box Score,@,Miami Heat,L,,97,102,16,16,L 1,
