G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 30 2013,,,Box Score,@,New York Knicks,L,,83,90,0,1,L 1,
2,Fri Nov 1 2013,,,Box Score,@,Boston Celtics,W,,105,98,1,1,W 1,
3,Sat Nov 2 2013,,,Box Score,,Toronto Raptors,L,,90,97,1,2,L 1,
4,Wed Nov 6 2013,,,Box Score,,Cleveland Cavaliers,W,,109,104,2,2,W 1,
5,Sat Nov 9 2013,,,Box Score,,Dallas Mavericks,L,,83,91,2,3,L 1,
6,Tue Nov 12 2013,,,Box Score,@,Miami Heat,L,,95,118,2,4,L 2,
7,Wed Nov 13 2013,,,Box Score,@,Orlando Magic,L,,91,94,2,5,L 3,
8,Fri Nov 15 2013,,,Box Score,@,Indiana Pacers,L,,77,104,2,6,L 4,
9,Sat Nov 16 2013,,,Box Score,,Oklahoma City Thunder,L,,79,92,2,7,L 5,
10,Wed Nov 20 2013,,,Box Score,,Portland Trail Blazers,L,,82,91,2,8,L 6,
11,Fri Nov 22 2013,,,Box Score,@,Philadelphia 76ers,L,OT,107,115,2,9,L 7,
12,Sat Nov 23 2013,,,Box Score,,Charlotte Bobcats,L,,72,96,2,10,L 8,
13,Mon Nov 25 2013,,,Box Score,@,Detroit Pistons,L,,94,113,2,11,L 9,
14,Wed Nov 27 2013,,,Box Score,,Washington Wizards,L,OT,92,100,2,12,L 10,
15,Fri Nov 29 2013,,,Box Score,@,Charlotte Bobcats,L,,76,92,2,13,L 11,
16,Sat Nov 30 2013,,,Box Score,,Boston Celtics,W,,92,85,3,13,W 1,
17,Tue Dec 3 2013,,,Box Score,@,Boston Celtics,L,,100,108,3,14,L 1,
18,Wed Dec 4 2013,,,Box Score,,Detroit Pistons,L,,98,105,3,15,L 2,
19,Fri Dec 6 2013,,,Box Score,@,Washington Wizards,W,OT,109,105,4,15,W 1,
20,Sat Dec 7 2013,,,Box Score,,Brooklyn Nets,L,,82,90,4,16,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 10 2013,,,Box Score,@,Chicago Bulls,W,,78,74,5,16,W 1,
22,Wed Dec 11 2013,,,Box Score,,San Antonio Spurs,L,,77,109,5,17,L 1,
23,Fri Dec 13 2013,,,Box Score,,Chicago Bulls,L,,90,91,5,18,L 2,
24,Sat Dec 14 2013,,,Box Score,@,Dallas Mavericks,L,,93,106,5,19,L 3,
25,Wed Dec 18 2013,,,Box Score,,New York Knicks,L,2OT,101,107,5,20,L 4,
26,Fri Dec 20 2013,,,Box Score,@,Cleveland Cavaliers,L,OT,111,114,5,21,L 5,
27,Sat Dec 21 2013,,,Box Score,,Philadelphia 76ers,W,,116,106,6,21,W 1,
28,Mon Dec 23 2013,,,Box Score,@,Charlotte Bobcats,L,OT,110,111,6,22,L 1,
29,Fri Dec 27 2013,,,Box Score,@,Brooklyn Nets,L,,93,104,6,23,L 2,
30,Sat Dec 28 2013,8:30p EST,,Box Score,,Minnesota Timberwolves,L,,95,117,6,24,L 3,
31,Tue Dec 31 2013,,,Box Score,@,Los Angeles Lakers,W,,94,79,7,24,W 1,
32,Thu Jan 2 2014,,,Box Score,@,Utah Jazz,L,,87,96,7,25,L 1,
33,Sat Jan 4 2014,,,Box Score,@,Phoenix Suns,L,,100,116,7,26,L 2,
34,Tue Jan 7 2014,,,Box Score,,Golden State Warriors,L,,80,101,7,27,L 3,
35,Fri Jan 10 2014,,,Box Score,,Chicago Bulls,L,,72,81,7,28,L 4,
36,Sat Jan 11 2014,,,Box Score,@,Oklahoma City Thunder,L,,85,101,7,29,L 5,
37,Mon Jan 13 2014,,,Box Score,@,Toronto Raptors,L,,94,116,7,30,L 6,
38,Wed Jan 15 2014,,,Box Score,,Memphis Grizzlies,L,,77,82,7,31,L 7,
39,Sat Jan 18 2014,,,Box Score,@,Houston Rockets,L,,104,114,7,32,L 8,
40,Sun Jan 19 2014,,,Box Score,@,San Antonio Spurs,L,,82,110,7,33,L 9,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Jan 22 2014,,,Box Score,,Detroit Pistons,W,,104,101,8,33,W 1,
42,Fri Jan 24 2014,,,Box Score,@,Cleveland Cavaliers,L,,78,93,8,34,L 1,
43,Sat Jan 25 2014,,,Box Score,,Atlanta Hawks,L,,87,112,8,35,L 2,
44,Mon Jan 27 2014,,,Box Score,,Los Angeles Clippers,L,,86,114,8,36,L 3,
45,Wed Jan 29 2014,,,Box Score,,Phoenix Suns,L,,117,126,8,37,L 4,
46,Fri Jan 31 2014,,,Box Score,@,Orlando Magic,L,,102,113,8,38,L 5,
47,Sat Feb 1 2014,,,Box Score,@,Memphis Grizzlies,L,,90,99,8,39,L 6,
48,Mon Feb 3 2014,,,Box Score,,New York Knicks,W,,101,98,9,39,W 1,
49,Wed Feb 5 2014,,,Box Score,@,Denver Nuggets,L,,100,110,9,40,L 1,
50,Sat Feb 8 2014,,,Box Score,,Houston Rockets,L,,95,101,9,41,L 2,
51,Mon Feb 10 2014,,,Box Score,,Boston Celtics,L,,86,102,9,42,L 3,
52,Wed Feb 12 2014,,,Box Score,,New Orleans Pelicans,L,,98,102,9,43,L 4,
53,Tue Feb 18 2014,,,Box Score,,Orlando Magic,W,,104,100,10,43,W 1,
54,Thu Feb 20 2014,,,Box Score,,Denver Nuggets,L,,90,101,10,44,L 1,
55,Sat Feb 22 2014,,,Box Score,,Indiana Pacers,L,,100,110,10,45,L 2,
56,Mon Feb 24 2014,,,Box Score,@,Philadelphia 76ers,W,,130,110,11,45,W 1,
57,Thu Feb 27 2014,,,Box Score,@,Indiana Pacers,L,,96,101,11,46,L 1,
58,Sat Mar 1 2014,,,Box Score,,Brooklyn Nets,L,,98,107,11,47,L 2,
59,Mon Mar 3 2014,,,Box Score,,Utah Jazz,W,,114,88,12,47,W 1,
60,Wed Mar 5 2014,,,Box Score,,Sacramento Kings,L,,102,116,12,48,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 7 2014,,,Box Score,@,New Orleans Pelicans,L,,104,112,12,49,L 2,
62,Sat Mar 8 2014,,,Box Score,,Washington Wizards,L,,107,114,12,50,L 3,
63,Mon Mar 10 2014,,,Box Score,,Orlando Magic,W,,105,98,13,50,W 1,
64,Tue Mar 11 2014,,,Box Score,@,Minnesota Timberwolves,L,,101,112,13,51,L 1,
65,Thu Mar 13 2014,,,Box Score,@,Atlanta Hawks,L,,97,102,13,52,L 2,
66,Sat Mar 15 2014,,,Box Score,@,New York Knicks,L,,94,115,13,53,L 3,
67,Sun Mar 16 2014,,,Box Score,,Charlotte Bobcats,L,,92,101,13,54,L 4,
68,Tue Mar 18 2014,,,Box Score,@,Portland Trail Blazers,L,OT,115,120,13,55,L 5,
69,Thu Mar 20 2014,,,Box Score,@,Golden State Warriors,L,,110,115,13,56,L 6,
70,Sun Mar 23 2014,,,Box Score,@,Sacramento Kings,L,,107,124,13,57,L 7,
71,Mon Mar 24 2014,,,Box Score,@,Los Angeles Clippers,L,,98,106,13,58,L 8,
72,Thu Mar 27 2014,,,Box Score,,Los Angeles Lakers,W,,108,105,14,58,W 1,
73,Sat Mar 29 2014,,,Box Score,,Miami Heat,L,,67,88,14,59,L 1,
74,Mon Mar 31 2014,,,Box Score,@,Detroit Pistons,L,,111,116,14,60,L 2,
75,Wed Apr 2 2014,,,Box Score,@,Miami Heat,L,,77,96,14,61,L 3,
76,Fri Apr 4 2014,,,Box Score,@,Chicago Bulls,L,,90,102,14,62,L 4,
77,Sat Apr 5 2014,,,Box Score,,Toronto Raptors,L,,98,102,14,63,L 5,
78,Wed Apr 9 2014,,,Box Score,,Indiana Pacers,L,,102,104,14,64,L 6,
79,Fri Apr 11 2014,,,Box Score,,Cleveland Cavaliers,W,,119,116,15,64,W 1,
80,Sat Apr 12 2014,,,Box Score,@,Washington Wizards,L,,91,104,15,65,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Mon Apr 14 2014,,,Box Score,@,Toronto Raptors,L,,100,110,15,66,L 2,
82,Wed Apr 16 2014,,,Box Score,,Atlanta Hawks,L,,103,111,15,67,L 3,
