1,Phoenix Suns,82,19755,3373,6695,.504,553,1445,.383,2820,5250,.537,1675,2251,.744,900,2520,3420,1905,589,420,1288,1691,8974,109.4
2,Golden State Warriors,82,19880,3231,7055,.458,550,1475,.373,2681,5580,.480,1893,2392,.791,953,2492,3445,1711,638,527,1201,1842,8905,108.6
3,Los Angeles Lakers*,82,19780,3307,6981,.474,547,1516,.361,2760,5465,.505,1607,2087,.770,1015,2587,3602,1908,718,420,1103,1698,8768,106.9
4,New York Knicks,82,19805,3157,7091,.445,823,2284,.360,2334,4807,.486,1490,1900,.784,911,2545,3456,1738,610,204,1174,1672,8627,105.2
5,Indiana Pacers,82,19830,3220,7080,.455,652,1725,.378,2568,5355,.480,1525,1890,.807,924,2661,3585,1775,573,434,1189,1895,8617,105.1
6,Denver Nuggets*,82,19730,3058,6510,.470,548,1477,.371,2510,5033,.499,1891,2487,.760,905,2507,3412,1820,710,492,1257,1874,8555,104.3
7,Utah Jazz*,82,19880,3143,6623,.475,392,1122,.349,2751,5501,.500,1814,2352,.771,940,2423,3363,2024,719,374,1210,1830,8492,103.6
8,Chicago Bulls*,82,19930,3126,6846,.457,493,1293,.381,2633,5553,.474,1633,2052,.796,970,2481,3451,1732,615,453,1192,1709,8378,102.2
9,Dallas Mavericks*,82,19805,3128,6770,.462,571,1632,.350,2557,5138,.498,1516,1852,.819,909,2595,3504,1779,591,429,1043,1600,8343,101.7
10,Orlando Magic*,82,19730,2929,6416,.457,817,2147,.381,2112,4269,.495,1611,2253,.715,819,2728,3547,1593,570,439,1142,1664,8286,101.0
11,Boston Celtics*,82,19880,3075,6333,.486,538,1355,.397,2537,4978,.510,1587,2075,.765,869,2586,3455,1862,621,387,1280,1897,8275,100.9
12,Sacramento Kings,82,19905,2990,6685,.447,586,1594,.368,2404,5091,.472,1682,2107,.798,840,2366,3206,1619,569,349,1266,1910,8248,100.6
13,Cleveland Cavaliers*,82,19780,3022,6454,.468,656,1670,.393,2366,4784,.495,1523,2012,.757,886,2574,3460,1663,593,435,1045,1663,8223,100.3
14,Portland Trail Blazers*,82,19830,3018,6494,.465,596,1555,.383,2422,4939,.490,1521,1988,.765,1060,2360,3420,1667,550,402,1055,1671,8153,99.4
15,Milwaukee Bucks,82,19780,3009,6755,.445,511,1408,.363,2498,5347,.467,1613,2067,.780,973,2367,3340,1802,609,308,1154,1986,8142,99.3
16,Toronto Raptors,82,19805,3054,6673,.458,479,1289,.372,2575,5384,.478,1534,1861,.824,802,2513,3315,1835,523,390,1098,1593,8121,99.0
17,Houston Rockets*,82,19805,2959,6526,.453,621,1656,.375,2338,4870,.480,1531,1903,.805,862,2662,3524,1662,548,355,1158,1553,8070,98.4
18,Miami Heat*,82,19955,3034,6646,.457,582,1631,.357,2452,5015,.489,1411,1871,.754,828,2411,3239,1671,651,451,1026,1696,8061,98.3
19,New Jersey Nets,82,19830,2925,6536,.448,652,1735,.376,2273,4801,.473,1542,1980,.779,850,2415,3265,1636,559,391,1075,1838,8044,98.1
20,Atlanta Hawks*,82,19705,2956,6451,.458,597,1633,.366,2359,4818,.490,1537,2085,.737,870,2412,3282,1657,603,376,1048,1610,8046,98.1
21,Minnesota Timberwolves,82,19805,2986,6766,.441,543,1539,.353,2443,5227,.467,1504,1957,.769,975,2442,3417,1674,512,322,1165,1785,8019,97.8
22,Philadelphia 76ers*,82,19755,2997,6532,.459,341,1072,.318,2656,5460,.486,1652,2216,.745,1039,2336,3375,1647,658,415,1157,1650,7987,97.4
23,Oklahoma City Thunder,82,19805,2999,6716,.447,328,949,.346,2671,5767,.463,1626,2069,.786,999,2497,3496,1663,608,371,1330,1655,7952,97.0
24,San Antonio Spurs*,82,19905,3042,6534,.466,625,1620,.386,2417,4914,.492,1249,1641,.761,728,2638,3366,1736,474,329,963,1546,7958,97.0
25,Washington Wizards,82,19705,2994,6655,.450,395,1198,.330,2599,5457,.476,1494,1948,.767,956,2330,3286,1641,619,365,1146,1679,7877,96.1
26,New Orleans Hornets*,82,19755,2911,6366,.457,556,1526,.364,2355,4840,.487,1479,1833,.807,802,2453,3255,1609,593,338,1029,1665,7857,95.8
27,Los Angeles Clippers,82,19880,2955,6696,.441,535,1513,.354,2420,5183,.467,1354,1839,.736,890,2377,3267,1723,572,482,1221,1650,7799,95.1
28,Detroit Pistons*,82,19905,2981,6559,.454,377,1079,.349,2604,5480,.475,1388,1849,.751,949,2448,3397,1689,493,377,973,1712,7727,94.2
29,Memphis Grizzlies,82,19805,2865,6311,.454,398,1106,.360,2467,5205,.474,1570,2077,.756,847,2337,3184,1423,615,385,1252,1777,7698,93.9
30,Charlotte Bobcats,82,19930,2866,6299,.455,490,1339,.366,2376,4960,.479,1455,1965,.740,886,2366,3252,1741,580,397,1279,1754,7677,93.6

1,Cleveland Cavaliers*,82,19780,2775,6444,.431,482,1447,.333,2293,4997,.459,1459,1895,.770,878,2310,3188,1568,519,338,1137,1664,7491,91.4
2,San Antonio Spurs*,82,19905,2973,6568,.453,447,1180,.379,2526,5388,.469,1257,1635,.769,745,2570,3315,1481,531,352,961,1511,7650,93.3
3,Boston Celtics*,82,19880,2763,6418,.431,507,1452,.349,2256,4966,.454,1626,2110,.771,834,2249,3083,1553,585,389,1195,1820,7659,93.4
4,Portland Trail Blazers*,82,19830,2899,6302,.460,487,1301,.374,2412,5001,.482,1430,1780,.803,786,2190,2976,1590,514,319,1082,1733,7715,94.1
5,New Orleans Hornets*,82,19755,2851,6329,.450,575,1625,.354,2276,4704,.484,1453,1879,.773,822,2459,3281,1649,476,290,1089,1675,7730,94.3
6,Orlando Magic*,82,19730,2936,6785,.433,444,1297,.342,2492,5488,.454,1421,1882,.755,864,2591,3455,1488,564,308,1072,1840,7737,94.4
7,Houston Rockets*,82,19805,2991,6735,.444,464,1298,.357,2527,5437,.465,1296,1730,.749,873,2399,3272,1620,588,435,1012,1689,7742,94.4
8,Detroit Pistons*,82,19905,2876,6380,.451,435,1228,.354,2441,5152,.474,1580,2039,.775,861,2453,3314,1651,461,342,964,1612,7767,94.7
9,Charlotte Bobcats,82,19930,2883,6349,.454,558,1526,.366,2325,4823,.482,1457,1928,.756,877,2310,3187,1604,626,488,1206,1714,7781,94.9
10,Atlanta Hawks*,82,19705,3002,6609,.454,528,1496,.353,2474,5113,.484,1385,1800,.769,955,2481,3436,1705,530,354,1121,1681,7917,96.5
11,Philadelphia 76ers*,82,19755,2997,6489,.462,585,1595,.367,2412,4894,.493,1402,1792,.782,935,2285,3220,1799,575,400,1278,1786,7981,97.3
12,Miami Heat*,82,19955,2920,6412,.455,591,1519,.389,2329,4893,.476,1609,2086,.771,896,2536,3432,1646,528,335,1246,1632,8040,98.0
13,Los Angeles Lakers*,82,19780,3050,6825,.447,586,1700,.345,2464,5125,.481,1454,1931,.753,959,2440,3399,1854,635,392,1275,1816,8140,99.3
14,Memphis Grizzlies,82,19805,3018,6378,.473,536,1510,.355,2482,4868,.510,1574,2043,.770,842,2431,3273,1735,632,443,1194,1786,8146,99.3
15,Dallas Mavericks*,82,19805,3071,6752,.455,517,1379,.375,2554,5373,.475,1522,1907,.798,884,2509,3393,1611,589,334,1064,1645,8181,99.8
16,Milwaukee Bucks,82,19780,2854,6233,.458,562,1486,.378,2292,4747,.483,1961,2480,.791,831,2527,3358,1730,616,376,1350,1842,8231,100.4
17,New Jersey Nets,82,19830,2953,6385,.462,600,1536,.391,2353,4849,.485,1738,2281,.762,872,2523,3395,1793,567,393,1103,1680,8244,100.5
18,Utah Jazz*,82,19880,3019,6509,.464,534,1479,.361,2485,5030,.494,1703,2233,.763,908,2393,3301,1640,658,424,1323,1972,8275,100.9
