G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,7:30p EST,,Box Score,,Brooklyn Nets,W,,121,105,1,0,W 1,
2,Sat Nov 1 2014,8:00p EST,,Box Score,@,Houston Rockets,L,,90,104,1,1,L 1,
3,Mon Nov 3 2014,8:30p EST,,Box Score,@,Dallas Mavericks,L,,113,118,1,2,L 2,
4,Wed Nov 5 2014,7:30p EST,,Box Score,,Toronto Raptors,L,,107,110,1,3,L 3,
5,Fri Nov 7 2014,7:30p EST,,Box Score,,Indiana Pacers,W,,101,98,2,3,W 1,
6,Sat Nov 8 2014,8:00p EST,,Box Score,@,Chicago Bulls,W,,106,101,3,3,W 2,
7,Wed Nov 12 2014,7:30p EST,,Box Score,,Oklahoma City Thunder,L,,94,109,3,4,L 1,
8,Fri Nov 14 2014,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,121,122,3,5,L 2,
9,Mon Nov 17 2014,7:30p EST,,Box Score,,Phoenix Suns,L,,114,118,3,6,L 3,
10,Wed Nov 19 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,101,90,4,6,W 1,
11,Fri Nov 21 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,100,117,4,7,L 1,
12,Sun Nov 23 2014,6:00p EST,,Box Score,,Portland Trail Blazers,L,,88,94,4,8,L 2,
13,Fri Nov 28 2014,1:00p EST,,Box Score,,Chicago Bulls,L,,102,109,4,9,L 3,
14,Sun Nov 30 2014,1:00p EST,,Box Score,,San Antonio Spurs,L,,89,111,4,10,L 4,
15,Tue Dec 2 2014,7:30p EST,,Box Score,@,Atlanta Hawks,L,,105,109,4,11,L 5,
16,Wed Dec 3 2014,7:30p EST,,Box Score,,Detroit Pistons,W,OT,109,102,5,11,W 1,
17,Fri Dec 5 2014,7:30p EST,,Box Score,,Los Angeles Lakers,W,,113,96,6,11,W 2,
18,Sun Dec 7 2014,1:00p EST,,Box Score,,Washington Wizards,W,,101,93,7,11,W 3,
19,Mon Dec 8 2014,7:00p EST,,Box Score,@,Washington Wizards,L,2OT,132,133,7,12,L 1,
20,Wed Dec 10 2014,7:00p EST,,Box Score,@,Charlotte Hornets,L,,87,96,7,13,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 12 2014,7:30p EST,,Box Score,,New York Knicks,L,,95,101,7,14,L 3,
22,Mon Dec 15 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,105,87,8,14,W 1,
23,Wed Dec 17 2014,7:30p EST,,Box Score,,Orlando Magic,W,,109,92,9,14,W 2,
24,Fri Dec 19 2014,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,114,98,10,14,W 3,
25,Sun Dec 21 2014,6:00p EST,,Box Score,@,Miami Heat,L,,84,100,10,15,L 1,
26,Tue Dec 23 2014,7:00p EST,,Box Score,@,Orlando Magic,L,,95,100,10,16,L 2,
27,Fri Dec 26 2014,1:00p EST,,Box Score,,Brooklyn Nets,L,,107,109,10,17,L 3,
28,Sat Dec 27 2014,7:00p EST,,Box Score,@,Washington Wizards,L,,88,101,10,18,L 4,
29,Wed Dec 31 2014,1:00p EST,,Box Score,,Sacramento Kings,W,,106,84,11,18,W 1,
30,Fri Jan 2 2015,7:30p EST,,Box Score,,Dallas Mavericks,L,,101,119,11,19,L 1,
31,Sat Jan 3 2015,8:00p EST,,Box Score,@,Chicago Bulls,L,OT,104,109,11,20,L 2,
32,Mon Jan 5 2015,7:30p EST,,Box Score,,Charlotte Hornets,L,,95,104,11,21,L 3,
33,Wed Jan 7 2015,7:30p EST,,Box Score,@,Brooklyn Nets,W,,89,81,12,21,W 1,
34,Fri Jan 9 2015,7:00p EST,,Box Score,@,Indiana Pacers,L,OT,103,107,12,22,L 1,
35,Sat Jan 10 2015,7:30p EST,,Box Score,@,Toronto Raptors,L,,96,109,12,23,L 2,
36,Mon Jan 12 2015,7:30p EST,,Box Score,,New Orleans Pelicans,W,,108,100,13,23,W 1,
37,Wed Jan 14 2015,8:00p EST,,Box Score,,Atlanta Hawks,L,,91,105,13,24,L 1,
38,Fri Jan 16 2015,7:30p EST,,Box Score,,Chicago Bulls,L,,103,119,13,25,L 2,
39,Mon Jan 19 2015,3:30p EST,,Box Score,@,Los Angeles Clippers,L,,93,102,13,26,L 3,
40,Thu Jan 22 2015,10:00p EST,,Box Score,@,Portland Trail Blazers,W,,90,89,14,26,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Jan 23 2015,9:00p EST,,Box Score,@,Denver Nuggets,W,,100,99,15,26,W 2,
