G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,9:00p EST,,Box Score,@,Denver Nuggets,L,,79,89,0,1,L 1,
2,Thu Oct 30 2014,8:00p EST,,Box Score,@,Minnesota Timberwolves,L,,91,97,0,2,L 2,
3,Sat Nov 1 2014,7:30p EST,,Box Score,,Brooklyn Nets,L,,90,102,0,3,L 3,
4,Wed Nov 5 2014,7:30p EST,,Box Score,,New York Knicks,W,,98,95,1,3,W 1,
5,Fri Nov 7 2014,7:30p EST,,Box Score,,Milwaukee Bucks,W,,98,95,2,3,W 2,
6,Sun Nov 9 2014,6:00p EST,,Box Score,,Utah Jazz,L,,96,97,2,4,L 1,
7,Mon Nov 10 2014,8:00p EST,,Box Score,@,Chicago Bulls,L,,91,102,2,5,L 2,
8,Wed Nov 12 2014,7:00p EST,,Box Score,@,Washington Wizards,L,,103,107,2,6,L 3,
9,Fri Nov 14 2014,8:00p EST,,Box Score,@,Oklahoma City Thunder,W,OT,96,89,3,6,W 1,
10,Sat Nov 15 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,88,95,3,7,L 1,
11,Mon Nov 17 2014,7:30p EST,,Box Score,,Orlando Magic,L,,93,107,3,8,L 2,
12,Wed Nov 19 2014,7:30p EST,,Box Score,,Phoenix Suns,L,,86,88,3,9,L 3,
13,Fri Nov 21 2014,7:30p EST,,Box Score,@,Atlanta Hawks,L,,89,99,3,10,L 4,
14,Tue Nov 25 2014,8:00p EST,,Box Score,@,Milwaukee Bucks,L,,86,98,3,11,L 5,
15,Wed Nov 26 2014,7:30p EST,,Box Score,,Los Angeles Clippers,L,,98,104,3,12,L 6,
16,Fri Nov 28 2014,7:30p EST,,Box Score,,Milwaukee Bucks,L,,88,104,3,13,L 7,
17,Sun Nov 30 2014,3:30p EST,,Box Score,,Golden State Warriors,L,,93,104,3,14,L 8,
18,Tue Dec 2 2014,7:30p EST,,Box Score,,Los Angeles Lakers,L,,96,106,3,15,L 9,
19,Wed Dec 3 2014,7:30p EST,,Box Score,@,Boston Celtics,L,OT,102,109,3,16,L 10,
20,Sat Dec 6 2014,7:30p EST,,Box Score,,Philadelphia 76ers,L,OT,101,108,3,17,L 11,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sun Dec 7 2014,6:00p EST,,Box Score,,Oklahoma City Thunder,L,,94,96,3,18,L 12,
22,Tue Dec 9 2014,7:30p EST,,Box Score,,Portland Trail Blazers,L,,86,98,3,19,L 13,
23,Fri Dec 12 2014,9:00p EST,,Box Score,@,Phoenix Suns,W,,105,103,4,19,W 1,
24,Sat Dec 13 2014,10:00p EST,,Box Score,@,Sacramento Kings,W,,95,90,5,19,W 2,
25,Mon Dec 15 2014,10:30p EST,,Box Score,@,Los Angeles Clippers,L,,91,113,5,20,L 1,
26,Wed Dec 17 2014,7:30p EST,,Box Score,,Dallas Mavericks,L,,106,117,5,21,L 2,
27,Fri Dec 19 2014,7:30p EST,,Box Score,,Toronto Raptors,L,,100,110,5,22,L 3,
28,Sun Dec 21 2014,6:00p EST,,Box Score,@,Brooklyn Nets,L,,105,110,5,23,L 4,
29,Fri Dec 26 2014,7:30p EST,,Box Score,,Indiana Pacers,W,,119,109,6,23,W 1,
30,Sun Dec 28 2014,4:30p EST,,Box Score,@,Cleveland Cavaliers,W,,103,80,7,23,W 2,
31,Tue Dec 30 2014,7:00p EST,,Box Score,@,Orlando Magic,W,,109,86,8,23,W 3,
32,Fri Jan 2 2015,7:30p EST,,Box Score,@,New York Knicks,W,,97,81,9,23,W 4,
33,Sun Jan 4 2015,6:00p EST,,Box Score,,Sacramento Kings,W,,114,95,10,23,W 5,
34,Tue Jan 6 2015,8:30p EST,,Box Score,@,San Antonio Spurs,W,,105,104,11,23,W 6,
35,Wed Jan 7 2015,8:30p EST,,Box Score,@,Dallas Mavericks,W,,108,95,12,23,W 7,
36,Fri Jan 9 2015,7:30p EST,,Box Score,,Atlanta Hawks,L,,103,106,12,24,L 1,
37,Sat Jan 10 2015,7:30p EST,,Box Score,,Brooklyn Nets,W,,98,93,13,24,W 1,
38,Mon Jan 12 2015,7:30p EST,,Box Score,@,Toronto Raptors,W,,114,111,14,24,W 2,
39,Wed Jan 14 2015,7:30p EST,,Box Score,,New Orleans Pelicans,L,,94,105,14,25,L 1,
40,Fri Jan 16 2015,7:00p EST,,Box Score,@,Indiana Pacers,W,,98,96,15,25,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sat Jan 17 2015,7:30p EST,,Box Score,,Philadelphia 76ers,W,,107,89,16,25,W 2,
42,Mon Jan 19 2015,2:30p EST,,Box Score,@,Atlanta Hawks,L,,82,93,16,26,L 1,
43,Wed Jan 21 2015,7:30p EST,,Box Score,,Orlando Magic,W,,128,118,17,26,W 1,
44,Sat Jan 24 2015,7:30p EST,,Box Score,@,Milwaukee Bucks,L,,86,101,17,27,L 1,
45,Sun Jan 25 2015,7:00p EST,,Box Score,@,Toronto Raptors,L,,110,114,17,28,L 2,
46,Tue Jan 27 2015,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,95,103,17,29,L 3,
47,Wed Jan 28 2015,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,69,89,17,30,L 4,
48,Sat Jan 31 2015,7:30p EST,,Box Score,,Houston Rockets,W,,114,101,18,30,W 1,
49,Tue Feb 3 2015,7:30p EST,,Box Score,,Miami Heat,W,,108,91,19,30,W 2,
50,Wed Feb 4 2015,7:00p EST,,Box Score,@,Indiana Pacers,L,,109,114,19,31,L 1,
51,Fri Feb 6 2015,7:30p EST,,Box Score,,Denver Nuggets,W,,98,88,20,31,W 1,
52,Sun Feb 8 2015,6:00p EST,,Box Score,,Minnesota Timberwolves,L,,101,112,20,32,L 1,
53,Tue Feb 10 2015,7:00p EST,,Box Score,@,Charlotte Hornets,W,,106,78,21,32,W 1,
54,Wed Feb 11 2015,7:30p EST,,Box Score,,San Antonio Spurs,L,,87,104,21,33,L 1,
55,Fri Feb 20 2015,7:30p EST,,Box Score,,Chicago Bulls,W,,100,91,22,33,W 1,
56,Sun Feb 22 2015,3:30p EST,,Box Score,,Washington Wizards,W,,106,89,23,33,W 2,
57,Tue Feb 24 2015,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,93,102,23,34,L 1,
58,Fri Feb 27 2015,7:30p EST,,Box Score,,New York Knicks,L,2OT,115,121,23,35,L 2,
59,Sat Feb 28 2015,7:00p EST,,Box Score,@,Washington Wizards,L,,95,99,23,36,L 3,
60,Wed Mar 4 2015,8:00p EST,,Box Score,@,New Orleans Pelicans,L,,85,88,23,37,L 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Mar 6 2015,8:00p EST,,Box Score,@,Houston Rockets,L,,93,103,23,38,L 5,
62,Sun Mar 8 2015,6:00p EST,,Box Score,,Charlotte Hornets,L,,101,108,23,39,L 6,
63,Tue Mar 10 2015,10:30p EST,,Box Score,@,Los Angeles Lakers,L,,85,93,23,40,L 7,
64,Wed Mar 11 2015,10:30p EST,,Box Score,@,Golden State Warriors,L,,98,105,23,41,L 8,
65,Fri Mar 13 2015,10:00p EST,,Box Score,@,Portland Trail Blazers,L,,99,118,23,42,L 9,
66,Sat Mar 14 2015,9:00p EST,,Box Score,@,Utah Jazz,L,,85,88,23,43,L 10,
67,Tue Mar 17 2015,7:30p EST,,Box Score,,Memphis Grizzlies,W,,105,95,24,43,W 1,
68,Wed Mar 18 2015,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,83,94,24,44,L 1,
69,Sat Mar 21 2015,7:30p EST,,Box Score,,Chicago Bulls,W,,107,91,25,44,W 1,
70,Sun Mar 22 2015,6:00p EST,,Box Score,@,Boston Celtics,W,OT,105,97,26,44,W 2,
71,Tue Mar 24 2015,7:30p EST,,Box Score,,Toronto Raptors,W,,108,104,27,44,W 3,
72,Fri Mar 27 2015,7:00p EST,,Box Score,@,Orlando Magic,W,,111,97,28,44,W 4,
73,Sun Mar 29 2015,6:00p EST,,Box Score,@,Miami Heat,L,,102,109,28,45,L 1,
74,Tue Mar 31 2015,7:30p EST,,Box Score,,Atlanta Hawks,W,,105,95,29,45,W 1,
75,Wed Apr 1 2015,7:00p EST,,Box Score,@,Charlotte Hornets,L,,78,102,29,46,L 1,
76,Fri Apr 3 2015,8:00p EST,ESPN,Box Score,@,Chicago Bulls,L,,82,88,29,47,L 2,
77,Sat Apr 4 2015,7:30p EST,,Box Score,,Miami Heat,W,,99,98,30,47,W 1,
78,Wed Apr 8 2015,7:00p EST,,Box Score,,Boston Celtics,L,,103,113,30,48,L 1,
79,Fri Apr 10 2015,7:30p EST,,Box Score,,Indiana Pacers,L,,103,107,30,49,L 2,
80,Sun Apr 12 2015,3:30p EST,,Box Score,,Charlotte Hornets,W,,116,77,31,49,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Mon Apr 13 2015,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,97,109,31,50,L 1,
82,Wed Apr 15 2015,8:00p EST,,Box Score,@,New York Knicks,W,,112,90,32,50,W 1,
