G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 28 2014,10:30p EST,,Box Score,@,Los Angeles Lakers,W,,108,90,1,0,W 1,
2,Wed Oct 29 2014,9:00p EST,,Box Score,@,Utah Jazz,W,,104,93,2,0,W 2,
3,Sat Nov 1 2014,8:00p EST,,Box Score,,Boston Celtics,W,,104,90,3,0,W 3,
4,Mon Nov 3 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,104,93,4,0,W 4,
5,Tue Nov 4 2014,7:30p EST,,Box Score,@,Miami Heat,W,,108,91,5,0,W 5,
6,Thu Nov 6 2014,8:00p EST,,Box Score,,San Antonio Spurs,W,,98,81,6,0,W 6,
7,Sat Nov 8 2014,8:00p EST,,Box Score,,Golden State Warriors,L,,87,98,6,1,L 1,
8,Wed Nov 12 2014,10:00p EST,,Box Score,@,Minnesota Timberwolves,W,,113,101,7,1,W 1,at Mexico City Mexico
9,Fri Nov 14 2014,8:00p EST,,Box Score,,Philadelphia 76ers,W,,88,87,8,1,W 2,
10,Sun Nov 16 2014,7:00p EST,,Box Score,@,Oklahoma City Thunder,W,,69,65,9,1,W 3,
11,Mon Nov 17 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,93,119,9,2,L 1,
12,Wed Nov 19 2014,9:30p EST,,Box Score,,Los Angeles Lakers,L,,92,98,9,3,L 2,
13,Sat Nov 22 2014,8:00p EST,,Box Score,,Dallas Mavericks,W,,95,92,10,3,W 1,
14,Mon Nov 24 2014,8:00p EST,,Box Score,,New York Knicks,W,,91,86,11,3,W 2,
15,Wed Nov 26 2014,8:00p EST,,Box Score,,Sacramento Kings,W,,102,89,12,3,W 3,
16,Fri Nov 28 2014,8:00p EST,,Box Score,,Los Angeles Clippers,L,,85,102,12,4,L 1,
17,Sat Nov 29 2014,9:00p EST,,Box Score,@,Milwaukee Bucks,W,,117,103,13,4,W 1,
18,Wed Dec 3 2014,8:00p EST,,Box Score,,Memphis Grizzlies,W,,105,96,14,4,W 2,
19,Fri Dec 5 2014,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,OT,114,112,15,4,W 3,
20,Sat Dec 6 2014,8:00p EST,,Box Score,,Phoenix Suns,W,,100,95,16,4,W 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 10 2014,10:30p EST,,Box Score,@,Golden State Warriors,L,,93,105,16,5,L 1,
22,Thu Dec 11 2014,10:30p EST,,Box Score,@,Sacramento Kings,W,OT,113,109,17,5,W 1,
23,Sat Dec 13 2014,8:00p EST,,Box Score,,Denver Nuggets,W,,108,96,18,5,W 2,
24,Wed Dec 17 2014,10:30p EST,,Box Score,@,Denver Nuggets,W,OT,115,111,19,5,W 3,
25,Thu Dec 18 2014,8:30p EST,,Box Score,,New Orleans Pelicans,L,,90,99,19,6,L 1,
26,Sat Dec 20 2014,8:00p EST,,Box Score,,Atlanta Hawks,L,,97,104,19,7,L 2,
27,Mon Dec 22 2014,8:00p EST,,Box Score,,Portland Trail Blazers,W,,110,95,20,7,W 1,
28,Fri Dec 26 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,W,OT,117,111,21,7,W 2,
29,Sun Dec 28 2014,7:00p EST,,Box Score,@,San Antonio Spurs,L,,106,110,21,8,L 1,
30,Mon Dec 29 2014,8:00p EST,,Box Score,,Washington Wizards,L,,103,104,21,9,L 2,
31,Wed Dec 31 2014,7:00p EST,,Box Score,,Charlotte Hornets,W,,102,83,22,9,W 1,
32,Fri Jan 2 2015,8:00p EST,,Box Score,@,New Orleans Pelicans,L,,83,111,22,10,L 1,
33,Sat Jan 3 2015,8:00p EST,,Box Score,,Miami Heat,W,,115,79,23,10,W 1,
