G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,10:00p EST,,Box Score,@,Sacramento Kings,W,,95,77,1,0,W 1,
2,Sat Nov 1 2014,10:30p EST,,Box Score,,Los Angeles Lakers,W,,127,104,2,0,W 2,
3,Sun Nov 2 2014,9:00p EST,,Box Score,@,Portland Trail Blazers,W,,95,90,3,0,W 3,
4,Wed Nov 5 2014,10:30p EST,,Box Score,,Los Angeles Clippers,W,,121,104,4,0,W 4,
5,Sat Nov 8 2014,8:00p EST,,Box Score,@,Houston Rockets,W,,98,87,5,0,W 5,
6,Sun Nov 9 2014,8:00p EST,,Box Score,@,Phoenix Suns,L,,95,107,5,1,L 1,
7,Tue Nov 11 2014,10:30p EST,,Box Score,,San Antonio Spurs,L,,100,113,5,2,L 2,
8,Thu Nov 13 2014,10:30p EST,,Box Score,,Brooklyn Nets,W,,107,99,6,2,W 1,
9,Sat Nov 15 2014,10:30p EST,,Box Score,,Charlotte Hornets,W,,112,87,7,2,W 2,
10,Sun Nov 16 2014,9:30p EST,,Box Score,@,Los Angeles Lakers,W,,136,115,8,2,W 3,
11,Fri Nov 21 2014,10:30p EST,,Box Score,,Utah Jazz,W,,101,88,9,2,W 4,
12,Sun Nov 23 2014,7:00p EST,,Box Score,@,Oklahoma City Thunder,W,,91,86,10,2,W 5,
13,Tue Nov 25 2014,7:30p EST,,Box Score,@,Miami Heat,W,,114,97,11,2,W 6,
14,Wed Nov 26 2014,7:00p EST,,Box Score,@,Orlando Magic,W,,111,96,12,2,W 7,
15,Fri Nov 28 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,106,101,13,2,W 8,
16,Sun Nov 30 2014,3:30p EST,,Box Score,@,Detroit Pistons,W,,104,93,14,2,W 9,
17,Tue Dec 2 2014,10:30p EST,,Box Score,,Orlando Magic,W,,98,97,15,2,W 10,
18,Thu Dec 4 2014,10:30p EST,,Box Score,,New Orleans Pelicans,W,,112,85,16,2,W 11,
19,Sat Dec 6 2014,8:00p EST,,Box Score,@,Chicago Bulls,W,,112,102,17,2,W 12,
20,Mon Dec 8 2014,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,,102,86,18,2,W 13,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 10 2014,10:30p EST,,Box Score,,Houston Rockets,W,,105,93,19,2,W 14,
22,Sat Dec 13 2014,2:00p EST,,Box Score,@,Dallas Mavericks,W,,105,98,20,2,W 15,
23,Sun Dec 14 2014,6:00p EST,,Box Score,@,New Orleans Pelicans,W,OT,128,122,21,2,W 16,
24,Tue Dec 16 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,98,105,21,3,L 1,
25,Thu Dec 18 2014,10:30p EST,,Box Score,,Oklahoma City Thunder,W,,114,109,22,3,W 1,
26,Mon Dec 22 2014,10:30p EST,,Box Score,,Sacramento Kings,W,,128,108,23,3,W 2,
27,Tue Dec 23 2014,10:30p EST,,Box Score,@,Los Angeles Lakers,L,,105,115,23,4,L 1,
28,Thu Dec 25 2014,10:30p EST,,Box Score,@,Los Angeles Clippers,L,,86,100,23,5,L 2,
29,Sat Dec 27 2014,10:30p EST,,Box Score,,Minnesota Timberwolves,W,,110,97,24,5,W 1,
30,Tue Dec 30 2014,10:30p EST,,Box Score,,Philadelphia 76ers,W,,126,86,25,5,W 2,
31,Fri Jan 2 2015,10:30p EST,,Box Score,,Toronto Raptors,W,,126,105,26,5,W 3,
32,Mon Jan 5 2015,10:30p EST,,Box Score,,Oklahoma City Thunder,W,,117,91,27,5,W 4,
33,Wed Jan 7 2015,10:30p EST,,Box Score,,Indiana Pacers,W,,117,102,28,5,W 5,
34,Fri Jan 9 2015,10:30p EST,,Box Score,,Cleveland Cavaliers,W,,112,94,29,5,W 6,
35,Tue Jan 13 2015,9:00p EST,,Box Score,@,Utah Jazz,W,,116,105,30,5,W 7,
36,Wed Jan 14 2015,10:30p EST,,Box Score,,Miami Heat,W,,104,89,31,5,W 8,
37,Fri Jan 16 2015,8:00p EST,,Box Score,@,Oklahoma City Thunder,L,,115,127,31,6,L 1,
38,Sat Jan 17 2015,8:00p EST,,Box Score,@,Houston Rockets,W,,131,106,32,6,W 1,
39,Mon Jan 19 2015,4:00p EST,,Box Score,,Denver Nuggets,W,,122,79,33,6,W 2,
40,Wed Jan 21 2015,10:30p EST,,Box Score,,Houston Rockets,W,,126,113,34,6,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Jan 23 2015,10:30p EST,,Box Score,,Sacramento Kings,W,,126,101,35,6,W 4,
42,Sun Jan 25 2015,8:00p EST,,Box Score,,Boston Celtics,W,,114,111,36,6,W 5,
43,Tue Jan 27 2015,10:30p EST,,Box Score,,Chicago Bulls,L,OT,111,113,36,7,L 1,
44,Fri Jan 30 2015,9:00p EST,,Box Score,@,Utah Jazz,L,,100,110,36,8,L 2,
45,Sat Jan 31 2015,10:30p EST,,Box Score,,Phoenix Suns,W,,106,87,37,8,W 1,
46,Tue Feb 3 2015,10:00p EST,,Box Score,@,Sacramento Kings,W,,121,96,38,8,W 2,
47,Wed Feb 4 2015,10:30p EST,,Box Score,,Dallas Mavericks,W,,128,114,39,8,W 3,
48,Fri Feb 6 2015,7:30p EST,,Box Score,@,Atlanta Hawks,L,,116,124,39,9,L 1,
49,Sat Feb 7 2015,7:30p EST,,Box Score,@,New York Knicks,W,,106,92,40,9,W 1,
50,Mon Feb 9 2015,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,89,84,41,9,W 2,
51,Wed Feb 11 2015,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,,94,91,42,9,W 3,
52,Fri Feb 20 2015,10:30p EST,,Box Score,,San Antonio Spurs,W,,110,99,43,9,W 4,
53,Sun Feb 22 2015,6:00p EST,,Box Score,@,Indiana Pacers,L,,98,104,43,10,L 1,
54,Tue Feb 24 2015,7:00p EST,,Box Score,@,Washington Wizards,W,,114,107,44,10,W 1,
55,Thu Feb 26 2015,8:00p EST,TNT,Box Score,@,Cleveland Cavaliers,L,,99,110,44,11,L 1,
56,Fri Feb 27 2015,7:30p EST,,Box Score,@,Toronto Raptors,W,,113,89,45,11,W 1,
57,Sun Mar 1 2015,6:00p EST,,Box Score,@,Boston Celtics,W,,106,101,46,11,W 2,
58,Mon Mar 2 2015,7:30p EST,,Box Score,@,Brooklyn Nets,L,,108,110,46,12,L 1,
59,Wed Mar 4 2015,10:30p EST,,Box Score,,Milwaukee Bucks,W,,102,93,47,12,W 1,
60,Fri Mar 6 2015,10:30p EST,ESPN,Box Score,,Dallas Mavericks,W,,104,89,48,12,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Sun Mar 8 2015,3:30p EST,ABC,Box Score,,Los Angeles Clippers,W,,106,98,49,12,W 3,
62,Mon Mar 9 2015,10:00p EST,,Box Score,@,Phoenix Suns,W,,98,80,50,12,W 4,
63,Wed Mar 11 2015,10:30p EST,,Box Score,,Detroit Pistons,W,,105,98,51,12,W 5,
64,Fri Mar 13 2015,9:00p EST,,Box Score,@,Denver Nuggets,L,,103,114,51,13,L 1,
65,Sat Mar 14 2015,10:30p EST,,Box Score,,New York Knicks,W,,125,94,52,13,W 1,
66,Mon Mar 16 2015,10:30p EST,ESPN,Box Score,,Los Angeles Lakers,W,,108,105,53,13,W 2,
67,Wed Mar 18 2015,10:30p EST,,Box Score,,Atlanta Hawks,W,,114,95,54,13,W 3,
68,Fri Mar 20 2015,10:30p EST,,Box Score,,New Orleans Pelicans,W,,112,96,55,13,W 4,
69,Sat Mar 21 2015,10:30p EST,,Box Score,,Utah Jazz,W,,106,91,56,13,W 5,
70,Mon Mar 23 2015,10:30p EST,,Box Score,,Washington Wizards,W,,107,76,57,13,W 6,
71,Tue Mar 24 2015,10:30p EST,TNT,Box Score,@,Portland Trail Blazers,W,,122,108,58,13,W 7,
72,Fri Mar 27 2015,8:00p EST,,Box Score,@,Memphis Grizzlies,W,,107,84,59,13,W 8,
73,Sat Mar 28 2015,8:30p EST,,Box Score,@,Milwaukee Bucks,W,,108,95,60,13,W 9,
