G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 31 2012,7:00p EST,,Box Score,,Sacramento Kings,W,,93,87,1,0,W 1,
2,Fri Nov 2 2012,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,115,86,2,0,W 2,
3,Sat Nov 3 2012,7:00p EST,,Box Score,,New Orleans Hornets,L,,82,89,2,1,L 1,
4,Tue Nov 6 2012,7:00p EST,,Box Score,,Orlando Magic,W,,99,93,3,1,W 1,
5,Thu Nov 8 2012,7:00p EST,,Box Score,,Oklahoma City Thunder,L,,91,97,3,2,L 1,
6,Sat Nov 10 2012,7:00p EST,,Box Score,,Minnesota Timberwolves,W,,87,80,4,2,W 1,
7,Mon Nov 12 2012,7:00p EST,,Box Score,,Boston Celtics,L,,95,101,4,3,L 1,
8,Wed Nov 14 2012,7:00p EST,,Box Score,@,Phoenix Suns,W,OT,112,106,5,3,W 1,
9,Sat Nov 17 2012,6:00p EST,,Box Score,@,Los Angeles Clippers,L,,80,101,5,4,L 1,
10,Sun Nov 18 2012,6:00p EST,,Box Score,@,Portland Trail Blazers,L,,94,102,5,5,L 2,
11,Wed Nov 21 2012,7:00p EST,,Box Score,@,Houston Rockets,L,,89,93,5,6,L 3,
12,Sat Nov 24 2012,8:00p EST,,Box Score,@,Milwaukee Bucks,W,,93,86,6,6,W 1,
13,Mon Nov 26 2012,7:00p EST,,Box Score,,Milwaukee Bucks,L,,92,93,6,7,L 1,
14,Wed Nov 28 2012,7:00p EST,,Box Score,,Dallas Mavericks,W,,101,78,7,7,W 1,
15,Sat Dec 1 2012,7:00p EST,,Box Score,,Philadelphia 76ers,W,,93,88,8,7,W 2,
16,Tue Dec 4 2012,7:00p EST,,Box Score,,Indiana Pacers,L,,76,80,8,8,L 1,
17,Wed Dec 5 2012,8:00p EST,,Box Score,@,Cleveland Cavaliers,W,,95,85,9,8,W 1,
18,Fri Dec 7 2012,7:30p EST,,Box Score,@,Detroit Pistons,W,,108,104,10,8,W 2,
19,Sat Dec 8 2012,7:00p EST,,Box Score,,New York Knicks,W,,93,85,11,8,W 3,
20,Tue Dec 11 2012,8:30p EST,,Box Score,,Los Angeles Clippers,L,,89,94,11,9,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 12 2012,7:30p EST,,Box Score,@,Philadelphia 76ers,W,,96,89,12,9,W 1,
22,Sat Dec 15 2012,7:00p EST,,Box Score,,Brooklyn Nets,W,,83,82,13,9,W 2,
23,Mon Dec 17 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,71,80,13,10,L 1,
24,Tue Dec 18 2012,7:00p EST,,Box Score,,Boston Celtics,W,,100,89,14,10,W 1,
25,Fri Dec 21 2012,7:30p EST,,Box Score,@,New York Knicks,W,,110,106,15,10,W 2,
26,Sat Dec 22 2012,7:00p EST,,Box Score,@,Atlanta Hawks,L,,75,92,15,11,L 1,
27,Tue Dec 25 2012,7:00p EST,,Box Score,,Houston Rockets,L,,97,120,15,12,L 2,
28,Sat Dec 29 2012,7:00p EST,,Box Score,,Washington Wizards,W,,87,77,16,12,W 1,
29,Mon Dec 31 2012,2:00p EST,,Box Score,,Charlotte Bobcats,L,,81,91,16,13,L 1,
30,Wed Jan 2 2013,7:00p EST,,Box Score,@,Orlando Magic,W,,96,94,17,13,W 1,
31,Fri Jan 4 2013,8:00p EST,,Box Score,@,Miami Heat,W,,96,89,18,13,W 2,
32,Mon Jan 7 2013,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,118,92,19,13,W 3,
33,Wed Jan 9 2013,7:00p EST,,Box Score,,Milwaukee Bucks,L,,96,104,19,14,L 1,
34,Fri Jan 11 2013,8:00p EST,,Box Score,@,New York Knicks,W,,108,101,20,14,W 1,
35,Sat Jan 12 2013,7:00p EST,,Box Score,,Phoenix Suns,L,,81,97,20,15,L 1,
36,Mon Jan 14 2013,7:00p EST,,Box Score,,Atlanta Hawks,W,,97,58,21,15,W 1,
37,Wed Jan 16 2013,7:00p EST,,Box Score,@,Toronto Raptors,W,OT,107,105,22,15,W 2,
38,Fri Jan 18 2013,7:00p EST,,Box Score,@,Boston Celtics,W,OT,100,99,23,15,W 3,
39,Sat Jan 19 2013,7:00p EST,,Box Score,,Memphis Grizzlies,L,OT,82,85,23,16,L 1,
40,Mon Jan 21 2013,8:30p EST,,Box Score,,Los Angeles Lakers,W,,95,83,24,16,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Jan 23 2013,7:00p EST,,Box Score,,Detroit Pistons,W,,85,82,25,16,W 2,
42,Fri Jan 25 2013,7:00p EST,,Box Score,,Golden State Warriors,W,,103,87,26,16,W 3,
43,Sat Jan 26 2013,7:00p EST,,Box Score,@,Washington Wizards,L,,73,86,26,17,L 1,
