G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 31 2012,7:30p EST,,Box Score,,Houston Rockets,L,,96,105,0,1,L 1,
2,Fri Nov 2 2012,7:00p EST,,Box Score,@,Phoenix Suns,L,,89,92,0,2,L 2,
3,Sun Nov 4 2012,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,79,108,0,3,L 3,
4,Tue Nov 6 2012,7:00p EST,,Box Score,@,Denver Nuggets,L,,97,109,0,4,L 4,
5,Wed Nov 7 2012,7:00p EST,,Box Score,@,Sacramento Kings,L,,103,105,0,5,L 5,
6,Fri Nov 9 2012,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,94,105,0,6,L 6,
7,Sat Nov 10 2012,7:00p EST,,Box Score,@,Houston Rockets,L,,82,96,0,7,L 7,
8,Mon Nov 12 2012,7:30p EST,,Box Score,,Oklahoma City Thunder,L,,90,92,0,8,L 8,
9,Wed Nov 14 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,94,76,1,8,W 1,
10,Fri Nov 16 2012,7:30p EST,,Box Score,,Orlando Magic,L,,106,110,1,9,L 1,
11,Sun Nov 18 2012,7:30p EST,,Box Score,,Boston Celtics,W,,103,83,2,9,W 1,
12,Wed Nov 21 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,74,90,2,10,L 1,
13,Fri Nov 23 2012,7:30p EST,,Box Score,,Toronto Raptors,W,,91,90,3,10,W 1,
14,Sun Nov 25 2012,1:00p EST,,Box Score,@,New York Knicks,L,,100,121,3,11,L 1,
15,Mon Nov 26 2012,7:30p EST,,Box Score,,Portland Trail Blazers,W,,108,101,4,11,W 1,
16,Wed Nov 28 2012,7:30p EST,,Box Score,,Phoenix Suns,W,,117,77,5,11,W 2,
17,Fri Nov 30 2012,7:00p EST,,Box Score,@,Memphis Grizzlies,L,,78,90,5,12,L 1,
18,Sat Dec 1 2012,8:00p EST,,Box Score,@,Dallas Mavericks,L,,77,92,5,13,L 2,
19,Mon Dec 3 2012,7:30p EST,,Box Score,,Cleveland Cavaliers,W,,89,79,6,13,W 1,
20,Wed Dec 5 2012,7:30p EST,,Box Score,,Golden State Warriors,L,,97,104,6,14,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 7 2012,7:30p EST,,Box Score,,Chicago Bulls,L,,104,108,6,15,L 2,
22,Sat Dec 8 2012,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,104,97,7,15,W 1,
23,Mon Dec 10 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,97,104,7,16,L 1,
24,Tue Dec 11 2012,7:30p EST,,Box Score,,Denver Nuggets,L,,94,101,7,17,L 2,
25,Fri Dec 14 2012,7:30p EST,,Box Score,@,Brooklyn Nets,L,2OT,105,107,7,18,L 3,
26,Sat Dec 15 2012,7:30p EST,,Box Score,,Indiana Pacers,L,,77,88,7,19,L 4,
27,Mon Dec 17 2012,7:30p EST,,Box Score,,Los Angeles Clippers,L,,76,88,7,20,L 5,
28,Wed Dec 19 2012,7:00p EST,,Box Score,@,Toronto Raptors,L,,91,97,7,21,L 6,
29,Fri Dec 21 2012,7:30p EST,,Box Score,,Washington Wizards,W,,100,68,8,21,W 1,
30,Sat Dec 22 2012,7:00p EST,,Box Score,@,Washington Wizards,W,,96,87,9,21,W 2,
31,Wed Dec 26 2012,7:30p EST,,Box Score,@,Atlanta Hawks,L,2OT,119,126,9,22,L 1,
32,Fri Dec 28 2012,7:30p EST,,Box Score,,Miami Heat,W,,109,99,10,22,W 1,
33,Sun Dec 30 2012,7:30p EST,,Box Score,,Milwaukee Bucks,W,,96,94,11,22,W 2,
34,Tue Jan 1 2013,7:30p EST,,Box Score,,Sacramento Kings,W,,103,97,12,22,W 3,
35,Fri Jan 4 2013,7:30p EST,,Box Score,,Atlanta Hawks,W,,85,84,13,22,W 4,
36,Sun Jan 6 2013,7:30p EST,,Box Score,,Charlotte Bobcats,L,OT,101,108,13,23,L 1,
