G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,10:00p EST,,Box Score,,Los Angeles Lakers,W,,119,99,1,0,W 1,
2,Fri Oct 31 2014,10:00p EST,,Box Score,,San Antonio Spurs,W,,94,89,2,0,W 2,
3,Sat Nov 1 2014,9:00p EST,,Box Score,@,Utah Jazz,L,,91,118,2,1,L 1,
4,Tue Nov 4 2014,10:30p EST,,Box Score,@,Los Angeles Lakers,W,,112,106,3,1,W 1,
5,Wed Nov 5 2014,9:00p EST,,Box Score,,Memphis Grizzlies,L,,91,102,3,2,L 1,
6,Fri Nov 7 2014,9:00p EST,,Box Score,,Sacramento Kings,L,2OT,112,114,3,3,L 2,
7,Sun Nov 9 2014,8:00p EST,,Box Score,,Golden State Warriors,W,,107,95,4,3,W 1,
8,Wed Nov 12 2014,9:00p EST,,Box Score,,Brooklyn Nets,W,,112,104,5,3,W 2,
9,Fri Nov 14 2014,9:00p EST,,Box Score,,Charlotte Hornets,L,,95,103,5,4,L 1,
10,Sat Nov 15 2014,10:30p EST,,Box Score,@,Los Angeles Clippers,L,,107,120,5,5,L 2,
11,Mon Nov 17 2014,7:30p EST,,Box Score,@,Boston Celtics,W,,118,114,6,5,W 1,
12,Wed Nov 19 2014,7:30p EST,,Box Score,@,Detroit Pistons,W,,88,86,7,5,W 2,
13,Fri Nov 21 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,122,96,8,5,W 3,
14,Sat Nov 22 2014,7:00p EST,,Box Score,@,Indiana Pacers,W,,106,83,9,5,W 4,
15,Mon Nov 24 2014,7:30p EST,,Box Score,@,Toronto Raptors,L,,100,104,9,6,L 1,
16,Wed Nov 26 2014,9:00p EST,,Box Score,,Denver Nuggets,W,,120,112,10,6,W 1,
17,Fri Nov 28 2014,9:00p EST,,Box Score,@,Denver Nuggets,L,,97,122,10,7,L 1,
18,Sun Nov 30 2014,8:00p EST,,Box Score,,Orlando Magic,L,,90,93,10,8,L 2,
19,Tue Dec 2 2014,9:00p EST,,Box Score,,Indiana Pacers,W,,116,99,11,8,W 1,
20,Fri Dec 5 2014,8:30p EST,,Box Score,@,Dallas Mavericks,W,,118,106,12,8,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
