G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,10:00p EST,,Box Score,,Golden State Warriors,L,,77,95,0,1,L 1,
2,Fri Oct 31 2014,10:00p EST,,Box Score,,Portland Trail Blazers,W,,103,94,1,1,W 1,
3,Sun Nov 2 2014,3:30p EST,,Box Score,@,Los Angeles Clippers,W,,98,92,2,1,W 2,
4,Mon Nov 3 2014,9:00p EST,,Box Score,@,Denver Nuggets,W,,110,105,3,1,W 3,
5,Wed Nov 5 2014,10:00p EST,,Box Score,,Denver Nuggets,W,,131,109,4,1,W 4,
6,Fri Nov 7 2014,9:00p EST,,Box Score,@,Phoenix Suns,W,2OT,114,112,5,1,W 5,
7,Sun Nov 9 2014,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,93,101,5,2,L 1,
8,Tue Nov 11 2014,8:30p EST,,Box Score,@,Dallas Mavericks,L,,98,106,5,3,L 2,
9,Thu Nov 13 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,110,111,5,4,L 3,
10,Sat Nov 15 2014,10:00p EST,,Box Score,,San Antonio Spurs,W,,94,91,6,4,W 1,
11,Tue Nov 18 2014,10:00p EST,,Box Score,,New Orleans Pelicans,L,,100,106,6,5,L 1,
12,Thu Nov 20 2014,10:30p EST,,Box Score,,Chicago Bulls,W,,103,88,7,5,W 1,
13,Sat Nov 22 2014,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,,113,101,8,5,W 2,
14,Tue Nov 25 2014,8:00p EST,,Box Score,@,New Orleans Pelicans,W,,99,89,9,5,W 3,
15,Wed Nov 26 2014,8:00p EST,,Box Score,@,Houston Rockets,L,,89,102,9,6,L 1,
16,Fri Nov 28 2014,8:30p EST,,Box Score,@,San Antonio Spurs,L,,104,112,9,7,L 2,
17,Sun Nov 30 2014,6:00p EST,,Box Score,,Memphis Grizzlies,L,,85,97,9,8,L 3,
18,Tue Dec 2 2014,10:00p EST,,Box Score,,Toronto Raptors,L,,109,117,9,9,L 4,
19,Fri Dec 5 2014,10:00p EST,,Box Score,,Indiana Pacers,W,OT,102,101,10,9,W 1,
20,Sat Dec 6 2014,10:00p EST,,Box Score,,Orlando Magic,L,,96,105,10,10,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 8 2014,10:00p EST,,Box Score,,Utah Jazz,W,,101,92,11,10,W 1,
22,Tue Dec 9 2014,10:30p EST,,Box Score,@,Los Angeles Lakers,L,,95,98,11,11,L 1,
23,Thu Dec 11 2014,10:30p EST,,Box Score,,Houston Rockets,L,OT,109,113,11,12,L 2,
24,Sat Dec 13 2014,10:00p EST,,Box Score,,Detroit Pistons,L,,90,95,11,13,L 3,
25,Tue Dec 16 2014,10:30p EST,,Box Score,,Oklahoma City Thunder,L,,92,104,11,14,L 4,
26,Thu Dec 18 2014,10:00p EST,,Box Score,,Milwaukee Bucks,L,,107,108,11,15,L 5,
27,Sun Dec 21 2014,6:00p EST,,Box Score,,Los Angeles Lakers,W,,108,101,12,15,W 1,
28,Mon Dec 22 2014,10:30p EST,,Box Score,@,Golden State Warriors,L,,108,128,12,16,L 1,
29,Fri Dec 26 2014,10:00p EST,,Box Score,,Phoenix Suns,L,,106,115,12,17,L 2,
30,Sat Dec 27 2014,10:00p EST,,Box Score,,New York Knicks,W,OT,135,129,13,17,W 1,
31,Mon Dec 29 2014,7:30p EST,,Box Score,@,Brooklyn Nets,L,,99,107,13,18,L 1,
32,Wed Dec 31 2014,1:00p EST,,Box Score,@,Boston Celtics,L,,84,106,13,19,L 2,
33,Thu Jan 1 2015,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,,110,107,14,19,W 1,
34,Sun Jan 4 2015,6:00p EST,,Box Score,@,Detroit Pistons,L,,95,114,14,20,L 1,
35,Wed Jan 7 2015,10:00p EST,,Box Score,,Oklahoma City Thunder,W,,104,83,15,20,W 1,
36,Fri Jan 9 2015,10:00p EST,,Box Score,,Denver Nuggets,L,,108,118,15,21,L 1,
37,Sun Jan 11 2015,9:00p EST,,Box Score,,Cleveland Cavaliers,W,,103,84,16,21,W 1,
38,Tue Jan 13 2015,10:00p EST,,Box Score,,Dallas Mavericks,L,OT,104,108,16,22,L 1,
