G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
38,Wed Jan 7 2015,9:00p EST,,Box Score,@,Denver Nuggets,L,,90,93,13,25,L 4,
39,Fri Jan 9 2015,10:30p EST,,Box Score,@,Los Angeles Lakers,L,,84,101,13,26,L 5,
40,Sat Jan 10 2015,10:00p EST,,Box Score,@,Portland Trail Blazers,L,,92,103,13,27,L 6,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Mon Jan 12 2015,8:00p EST,,Box Score,@,Chicago Bulls,W,,121,114,14,27,W 1,
42,Wed Jan 14 2015,7:00p EST,,Box Score,,Houston Rockets,W,,120,113,15,27,W 2,
43,Fri Jan 16 2015,7:00p EST,,Box Score,,Memphis Grizzlies,L,,96,106,15,28,L 1,
44,Sun Jan 18 2015,6:00p EST,,Box Score,,Oklahoma City Thunder,L,,99,127,15,29,L 2,
45,Wed Jan 21 2015,7:30p EST,,Box Score,@,Detroit Pistons,L,,118,128,15,30,L 3,
46,Fri Jan 23 2015,7:30p EST,,Box Score,@,New York Knicks,L,,106,113,15,31,L 4,
47,Sun Jan 25 2015,6:00p EST,,Box Score,,Indiana Pacers,L,,99,106,15,32,L 5,
48,Mon Jan 26 2015,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,94,103,15,33,L 6,
49,Thu Jan 29 2015,7:00p EST,,Box Score,,Milwaukee Bucks,L,,100,115,15,34,L 7,
50,Sat Jan 31 2015,7:00p EST,,Box Score,,Dallas Mavericks,L,,93,108,15,35,L 8,
51,Mon Feb 2 2015,8:00p EST,,Box Score,@,Oklahoma City Thunder,L,,97,104,15,36,L 9,
52,Wed Feb 4 2015,8:30p EST,,Box Score,@,San Antonio Spurs,L,,103,110,15,37,L 10,
53,Fri Feb 6 2015,7:00p EST,,Box Score,,Los Angeles Lakers,W,OT,103,97,16,37,W 1,
54,Sun Feb 8 2015,6:00p EST,,Box Score,,Chicago Bulls,L,,97,98,16,38,L 1,
55,Mon Feb 9 2015,7:00p EST,,Box Score,@,Washington Wizards,L,,80,96,16,39,L 2,
56,Wed Feb 11 2015,7:00p EST,,Box Score,,New York Knicks,W,,89,83,17,39,W 1,
57,Fri Feb 20 2015,7:00p EST,,Box Score,,New Orleans Pelicans,W,,95,84,18,39,W 2,
58,Sun Feb 22 2015,6:00p EST,,Box Score,,Philadelphia 76ers,W,,103,98,19,39,W 3,
59,Wed Feb 25 2015,7:00p EST,,Box Score,,Miami Heat,L,OT,90,93,19,40,L 1,
60,Fri Feb 27 2015,7:30p EST,,Box Score,@,Atlanta Hawks,L,,88,95,19,41,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Sun Mar 1 2015,6:00p EST,,Box Score,,Charlotte Hornets,L,,83,98,19,42,L 3,
62,Wed Mar 4 2015,7:00p EST,,Box Score,,Phoenix Suns,L,,100,105,19,43,L 4,
63,Fri Mar 6 2015,7:00p EST,,Box Score,,Sacramento Kings,W,,119,114,20,43,W 1,
64,Sun Mar 8 2015,6:00p EST,,Box Score,,Boston Celtics,W,,103,98,21,43,W 2,
65,Tue Mar 10 2015,7:00p EST,,Box Score,@,Indiana Pacers,L,,86,118,21,44,L 1,
66,Wed Mar 11 2015,8:00p EST,,Box Score,@,Milwaukee Bucks,L,,91,97,21,45,L 2,
67,Fri Mar 13 2015,7:30p EST,,Box Score,@,Boston Celtics,L,,88,95,21,46,L 3,
68,Sun Mar 15 2015,6:00p EST,,Box Score,,Cleveland Cavaliers,L,,108,123,21,47,L 4,
69,Tue Mar 17 2015,8:00p EST,,Box Score,@,Houston Rockets,L,,94,107,21,48,L 5,
70,Wed Mar 18 2015,8:00p EST,,Box Score,@,Dallas Mavericks,L,,102,107,21,49,L 6,
71,Fri Mar 20 2015,7:00p EST,,Box Score,,Portland Trail Blazers,W,,111,104,22,49,W 1,
72,Sun Mar 22 2015,6:00p EST,,Box Score,,Denver Nuggets,L,,100,119,22,50,L 1,
73,Wed Mar 25 2015,7:00p EST,,Box Score,,Atlanta Hawks,L,,83,95,22,51,L 2,
74,Fri Mar 27 2015,7:00p EST,,Box Score,,Detroit Pistons,L,,97,111,22,52,L 3,
75,Wed Apr 1 2015,7:00p EST,,Box Score,,San Antonio Spurs,L,,91,103,22,53,L 4,
76,Fri Apr 3 2015,8:00p EST,,Box Score,@,Minnesota Timberwolves,W,,97,84,23,53,W 1,
77,Sat Apr 4 2015,8:30p EST,,Box Score,@,Milwaukee Bucks,W,,97,90,24,53,W 2,
78,Wed Apr 8 2015,7:00p EST,,Box Score,,Chicago Bulls,W,,105,103,25,53,W 3,
79,Fri Apr 10 2015,7:00p EST,,Box Score,,Toronto Raptors,L,,99,101,25,54,L 1,
80,Sat Apr 11 2015,7:00p EST,,Box Score,,New York Knicks,L,,79,80,25,55,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Mon Apr 13 2015,7:30p EST,,Box Score,@,Miami Heat,L,,93,100,25,56,L 3,
82,Wed Apr 15 2015,8:00p EST,,Box Score,@,Brooklyn Nets,L,,88,101,25,57,L 4,
