G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 28 2014,8:00p EST,,Box Score,@,New Orleans Pelicans,L,,84,101,0,1,L 1,
2,Thu Oct 30 2014,7:00p EST,,Box Score,,Washington Wizards,L,,98,105,0,2,L 2,
3,Sat Nov 1 2014,7:00p EST,,Box Score,,Toronto Raptors,L,,95,108,0,3,L 3,
4,Tue Nov 4 2014,8:00p EST,,Box Score,@,Chicago Bulls,L,,90,98,0,4,L 4,
5,Wed Nov 5 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,91,89,1,4,W 1,
6,Fri Nov 7 2014,7:00p EST,,Box Score,,Minnesota Timberwolves,W,OT,112,103,2,4,W 2,
7,Sun Nov 9 2014,3:30p EST,,Box Score,@,Brooklyn Nets,L,,96,104,2,5,L 1,
8,Tue Nov 11 2014,7:30p EST,,Box Score,@,Toronto Raptors,L,,100,104,2,6,L 2,
9,Wed Nov 12 2014,7:30p EST,,Box Score,@,New York Knicks,W,,97,95,3,6,W 1,
10,Fri Nov 14 2014,7:00p EST,,Box Score,,Milwaukee Bucks,W,,101,85,4,6,W 2,
11,Sat Nov 15 2014,7:00p EST,,Box Score,@,Washington Wizards,L,,93,98,4,7,L 1,
12,Mon Nov 17 2014,7:30p EST,,Box Score,@,Detroit Pistons,W,,107,93,5,7,W 1,
13,Wed Nov 19 2014,7:00p EST,,Box Score,,Los Angeles Clippers,L,,90,114,5,8,L 1,
14,Fri Nov 21 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,105,100,6,8,W 1,
15,Sat Nov 22 2014,7:00p EST,,Box Score,,Miami Heat,L,,92,99,6,9,L 1,
16,Mon Nov 24 2014,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,74,106,6,10,L 2,
17,Wed Nov 26 2014,7:00p EST,,Box Score,,Golden State Warriors,L,,96,111,6,11,L 3,
18,Fri Nov 28 2014,8:00p EST,,Box Score,@,Indiana Pacers,L,,83,98,6,12,L 4,
19,Sun Nov 30 2014,8:00p EST,,Box Score,@,Phoenix Suns,W,,93,90,7,12,W 1,
20,Tue Dec 2 2014,10:30p EST,,Box Score,@,Golden State Warriors,L,,97,98,7,13,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 3 2014,10:30p EST,,Box Score,@,Los Angeles Clippers,L,,86,114,7,14,L 2,
22,Fri Dec 5 2014,9:00p EST,,Box Score,@,Utah Jazz,W,,98,93,8,14,W 1,
23,Sat Dec 6 2014,10:00p EST,,Box Score,@,Sacramento Kings,W,,105,96,9,14,W 2,
24,Wed Dec 10 2014,7:00p EST,,Box Score,,Washington Wizards,L,,89,91,9,15,L 1,
25,Fri Dec 12 2014,7:30p EST,,Box Score,@,Atlanta Hawks,L,,81,87,9,16,L 2,
26,Sat Dec 13 2014,7:00p EST,,Box Score,,Atlanta Hawks,W,,100,99,10,16,W 1,
27,Mon Dec 15 2014,7:30p EST,,Box Score,@,Toronto Raptors,L,,82,95,10,17,L 1,
28,Wed Dec 17 2014,7:30p EST,,Box Score,@,Boston Celtics,L,,92,109,10,18,L 2,
29,Fri Dec 19 2014,7:00p EST,,Box Score,,Utah Jazz,L,,94,101,10,19,L 3,
30,Sun Dec 21 2014,6:00p EST,,Box Score,,Philadelphia 76ers,L,,88,96,10,20,L 4,
31,Tue Dec 23 2014,7:00p EST,,Box Score,,Boston Celtics,W,,100,95,11,20,W 1,
32,Fri Dec 26 2014,7:00p EST,,Box Score,,Cleveland Cavaliers,L,,89,98,11,21,L 1,
33,Sat Dec 27 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,102,94,12,21,W 1,
34,Mon Dec 29 2014,7:30p EST,,Box Score,@,Miami Heat,W,,102,101,13,21,W 2,
35,Tue Dec 30 2014,7:00p EST,,Box Score,,Detroit Pistons,L,,86,109,13,22,L 1,
36,Fri Jan 2 2015,7:00p EST,,Box Score,,Brooklyn Nets,L,,98,100,13,23,L 2,
37,Sat Jan 3 2015,7:00p EST,,Box Score,,Charlotte Hornets,L,,90,98,13,24,L 3,
