G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Thu Oct 30 2014,10:30p EST,,Box Score,,Oklahoma City Thunder,W,,93,90,1,0,W 1,
2,Fri Oct 31 2014,10:30p EST,,Box Score,@,Los Angeles Lakers,W,,118,111,2,0,W 2,
3,Sun Nov 2 2014,3:30p EST,,Box Score,,Sacramento Kings,L,,92,98,2,1,L 1,
4,Mon Nov 3 2014,10:30p EST,,Box Score,,Utah Jazz,W,,107,101,3,1,W 1,
5,Wed Nov 5 2014,10:30p EST,,Box Score,@,Golden State Warriors,L,,104,121,3,2,L 1,
6,Sat Nov 8 2014,3:30p EST,,Box Score,,Portland Trail Blazers,W,,106,102,4,2,W 1,
7,Mon Nov 10 2014,10:30p EST,,Box Score,,San Antonio Spurs,L,,85,89,4,3,L 1,
8,Sat Nov 15 2014,10:30p EST,,Box Score,,Phoenix Suns,W,,120,107,5,3,W 1,
9,Mon Nov 17 2014,10:30p EST,,Box Score,,Chicago Bulls,L,,89,105,5,4,L 1,
10,Wed Nov 19 2014,7:00p EST,,Box Score,@,Orlando Magic,W,,114,90,6,4,W 1,
11,Thu Nov 20 2014,8:00p EST,,Box Score,@,Miami Heat,W,,110,93,7,4,W 2,
12,Sun Nov 23 2014,6:00p EST,,Box Score,@,Memphis Grizzlies,L,,91,107,7,5,L 1,
13,Mon Nov 24 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,113,92,8,5,W 1,
14,Wed Nov 26 2014,7:30p EST,,Box Score,@,Detroit Pistons,W,,104,98,9,5,W 2,
15,Fri Nov 28 2014,8:00p EST,,Box Score,@,Houston Rockets,W,,102,85,10,5,W 3,
16,Sat Nov 29 2014,9:00p EST,,Box Score,@,Utah Jazz,W,,112,96,11,5,W 4,
17,Mon Dec 1 2014,10:30p EST,,Box Score,,Minnesota Timberwolves,W,,127,101,12,5,W 5,
18,Wed Dec 3 2014,10:30p EST,,Box Score,,Orlando Magic,W,,114,86,13,5,W 6,
19,Sat Dec 6 2014,10:30p EST,,Box Score,,New Orleans Pelicans,W,,120,100,14,5,W 7,
