G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,7:30p EST,,Box Score,,Washington Wizards,W,,107,95,1,0,W 1,
2,Sat Nov 1 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,114,96,2,0,W 2,
3,Sun Nov 2 2014,6:00p EST,,Box Score,,Toronto Raptors,W,,107,102,3,0,W 3,
4,Tue Nov 4 2014,7:30p EST,,Box Score,,Houston Rockets,L,,91,108,3,1,L 1,
5,Wed Nov 5 2014,7:00p EST,,Box Score,@,Charlotte Hornets,L,,89,96,3,2,L 2,
6,Sat Nov 8 2014,7:30p EST,,Box Score,,Minnesota Timberwolves,W,,102,92,4,2,W 1,
7,Sun Nov 9 2014,7:30p EST,,Box Score,@,Dallas Mavericks,W,,105,96,5,2,W 2,
8,Wed Nov 12 2014,7:30p EST,,Box Score,,Indiana Pacers,L,,75,81,5,3,L 1,
9,Fri Nov 14 2014,7:30p EST,,Box Score,@,Atlanta Hawks,L,,103,114,5,4,L 2,
10,Sun Nov 16 2014,6:00p EST,,Box Score,,Milwaukee Bucks,L,,84,91,5,5,L 3,
11,Mon Nov 17 2014,7:30p EST,,Box Score,@,Brooklyn Nets,W,,95,83,6,5,W 1,
12,Thu Nov 20 2014,8:00p EST,,Box Score,,Los Angeles Clippers,L,,93,110,6,6,L 1,
13,Sat Nov 22 2014,7:00p EST,,Box Score,@,Orlando Magic,W,,99,92,7,6,W 1,
14,Sun Nov 23 2014,6:00p EST,,Box Score,,Charlotte Hornets,W,,94,93,8,6,W 2,
15,Tue Nov 25 2014,7:30p EST,,Box Score,,Golden State Warriors,L,,97,114,8,7,L 1,
16,Sun Nov 30 2014,7:30p EST,,Box Score,@,New York Knicks,W,,86,79,9,7,W 1,
17,Mon Dec 1 2014,7:00p EST,,Box Score,@,Washington Wizards,L,,86,107,9,8,L 1,
18,Wed Dec 3 2014,7:30p EST,,Box Score,,Atlanta Hawks,L,,102,112,9,9,L 2,
19,Fri Dec 5 2014,8:30p EST,,Box Score,@,Milwaukee Bucks,L,,85,109,9,10,L 3,
20,Sun Dec 7 2014,6:00p EST,,Box Score,@,Memphis Grizzlies,L,,87,103,9,11,L 4,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 9 2014,9:00p EST,,Box Score,@,Phoenix Suns,W,,103,97,10,11,W 1,
22,Wed Dec 10 2014,10:30p EST,,Box Score,@,Denver Nuggets,L,,82,102,10,12,L 1,
23,Fri Dec 12 2014,9:00p EST,,Box Score,@,Utah Jazz,W,,100,95,11,12,W 1,
24,Sun Dec 14 2014,6:00p EST,,Box Score,,Chicago Bulls,L,,75,93,11,13,L 1,
25,Tue Dec 16 2014,7:30p EST,,Box Score,@,Brooklyn Nets,W,,95,91,12,13,W 1,
26,Wed Dec 17 2014,7:30p EST,,Box Score,,Utah Jazz,L,,87,105,12,14,L 1,
27,Fri Dec 19 2014,7:30p EST,,Box Score,,Washington Wizards,L,,103,105,12,15,L 2,
28,Sun Dec 21 2014,6:00p EST,,Box Score,,Boston Celtics,W,,100,84,13,15,W 1,
29,Tue Dec 23 2014,7:30p EST,,Box Score,,Philadelphia 76ers,L,,87,91,13,16,L 1,
30,Thu Dec 25 2014,5:00p EST,,Box Score,,Cleveland Cavaliers,W,,101,91,14,16,W 1,
31,Sat Dec 27 2014,7:30p EST,,Box Score,,Memphis Grizzlies,L,,95,103,14,17,L 1,
32,Mon Dec 29 2014,7:30p EST,,Box Score,,Orlando Magic,L,,101,102,14,18,L 2,
