G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 29 2013,,,Box Score,,Los Angeles Clippers,W,,116,103,1,0,W 1,
2,Wed Oct 30 2013,,,Box Score,@,Golden State Warriors,L,,94,125,1,1,L 1,
3,Fri Nov 1 2013,,,Box Score,,San Antonio Spurs,L,,85,91,1,2,L 2,
4,Sun Nov 3 2013,,,Box Score,,Atlanta Hawks,W,,105,103,2,2,W 1,
5,Tue Nov 5 2013,,,Box Score,@,Dallas Mavericks,L,,104,123,2,3,L 1,
6,Thu Nov 7 2013,,,Box Score,@,Houston Rockets,W,,99,98,3,3,W 1,
7,Fri Nov 8 2013,,,Box Score,@,New Orleans Pelicans,L,,85,96,3,4,L 1,
8,Sun Nov 10 2013,,,Box Score,,Minnesota Timberwolves,L,,90,113,3,5,L 2,
9,Tue Nov 12 2013,,,Box Score,,New Orleans Pelicans,W,,116,95,4,5,W 1,
10,Wed Nov 13 2013,,,Box Score,@,Denver Nuggets,L,,99,111,4,6,L 1,
11,Fri Nov 15 2013,,,Box Score,,Memphis Grizzlies,L,,86,89,4,7,L 2,
12,Sun Nov 17 2013,,,Box Score,,Detroit Pistons,W,,114,99,5,7,W 1,
13,Fri Nov 22 2013,,,Box Score,,Golden State Warriors,W,,102,95,6,7,W 2,
14,Sun Nov 24 2013,,,Box Score,,Sacramento Kings,W,,100,86,7,7,W 3,
15,Tue Nov 26 2013,,,Box Score,@,Washington Wizards,L,,111,116,7,8,L 1,
16,Wed Nov 27 2013,,,Box Score,@,Brooklyn Nets,W,,99,94,8,8,W 1,
17,Fri Nov 29 2013,,,Box Score,@,Detroit Pistons,W,,106,102,9,8,W 2,
18,Sun Dec 1 2013,,,Box Score,,Portland Trail Blazers,L,,108,114,9,9,L 1,
19,Fri Dec 6 2013,,,Box Score,@,Sacramento Kings,W,,106,100,10,9,W 1,
20,Sun Dec 8 2013,,,Box Score,,Toronto Raptors,L,,94,106,10,10,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 10 2013,,,Box Score,,Phoenix Suns,L,,108,114,10,11,L 2,
22,Fri Dec 13 2013,,,Box Score,@,Oklahoma City Thunder,L,,97,122,10,12,L 3,
23,Sat Dec 14 2013,,,Box Score,@,Charlotte Bobcats,W,,88,85,11,12,W 1,
24,Mon Dec 16 2013,,,Box Score,@,Atlanta Hawks,L,,100,114,11,13,L 1,
25,Tue Dec 17 2013,,,Box Score,@,Memphis Grizzlies,W,,96,92,12,13,W 1,
26,Fri Dec 20 2013,,,Box Score,,Minnesota Timberwolves,W,,104,91,13,13,W 2,
27,Sat Dec 21 2013,,,Box Score,@,Golden State Warriors,L,,83,102,13,14,L 1,
28,Mon Dec 23 2013,,,Box Score,@,Phoenix Suns,L,,90,117,13,15,L 2,
29,Wed Dec 25 2013,,,Box Score,,Miami Heat,L,,95,101,13,16,L 3,
30,Fri Dec 27 2013,,,Box Score,@,Utah Jazz,L,,103,105,13,17,L 4,
31,Sun Dec 29 2013,,,Box Score,,Philadelphia 76ers,L,,104,111,13,18,L 5,
32,Tue Dec 31 2013,,,Box Score,,Milwaukee Bucks,L,,79,94,13,19,L 6,
33,Fri Jan 3 2014,,,Box Score,,Utah Jazz,W,,110,99,14,19,W 1,
34,Sun Jan 5 2014,,,Box Score,,Denver Nuggets,L,,115,137,14,20,L 1,
35,Tue Jan 7 2014,,,Box Score,@,Dallas Mavericks,L,,97,110,14,21,L 2,
36,Wed Jan 8 2014,,,Box Score,@,Houston Rockets,L,,99,113,14,22,L 3,
37,Fri Jan 10 2014,,,Box Score,@,Los Angeles Clippers,L,,87,123,14,23,L 4,
38,Tue Jan 14 2014,,,Box Score,,Cleveland Cavaliers,L,,118,120,14,24,L 5,
39,Wed Jan 15 2014,,,Box Score,@,Phoenix Suns,L,,114,121,14,25,L 6,
40,Fri Jan 17 2014,,,Box Score,@,Boston Celtics,W,,107,104,15,25,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sun Jan 19 2014,,,Box Score,@,Toronto Raptors,W,,112,106,16,25,W 2,
42,Mon Jan 20 2014,,,Box Score,@,Chicago Bulls,L,OT,100,102,16,26,L 1,
43,Thu Jan 23 2014,,,Box Score,@,Miami Heat,L,,102,109,16,27,L 2,
44,Fri Jan 24 2014,,,Box Score,@,Orlando Magic,L,,105,114,16,28,L 3,
45,Sun Jan 26 2014,,,Box Score,@,New York Knicks,L,,103,110,16,29,L 4,
46,Tue Jan 28 2014,,,Box Score,,Indiana Pacers,L,,92,104,16,30,L 5,
47,Fri Jan 31 2014,,,Box Score,,Charlotte Bobcats,L,,100,110,16,31,L 6,
48,Tue Feb 4 2014,,,Box Score,@,Minnesota Timberwolves,L,,99,109,16,32,L 7,
49,Wed Feb 5 2014,,,Box Score,@,Cleveland Cavaliers,W,,119,108,17,32,W 1,
50,Fri Feb 7 2014,,,Box Score,@,Philadelphia 76ers,W,,112,98,18,32,W 2,
51,Sun Feb 9 2014,,,Box Score,,Chicago Bulls,L,,86,92,18,33,L 1,
52,Tue Feb 11 2014,,,Box Score,,Utah Jazz,L,,79,96,18,34,L 2,
53,Thu Feb 13 2014,,,Box Score,,Oklahoma City Thunder,L,,103,107,18,35,L 3,
54,Wed Feb 19 2014,,,Box Score,,Houston Rockets,L,,108,134,18,36,L 4,
55,Fri Feb 21 2014,,,Box Score,,Boston Celtics,W,,101,92,19,36,W 1,
56,Sun Feb 23 2014,,,Box Score,,Brooklyn Nets,L,,102,108,19,37,L 1,
57,Tue Feb 25 2014,,,Box Score,@,Indiana Pacers,L,,98,118,19,38,L 2,
58,Wed Feb 26 2014,,,Box Score,@,Memphis Grizzlies,L,,103,108,19,39,L 3,
59,Fri Feb 28 2014,10:30p EST,,Box Score,,Sacramento Kings,W,,126,122,20,39,W 1,
60,Mon Mar 3 2014,,,Box Score,@,Portland Trail Blazers,W,,107,106,21,39,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Mar 4 2014,,,Box Score,,New Orleans Pelicans,L,,125,132,21,40,L 1,
62,Thu Mar 6 2014,,,Box Score,,Los Angeles Clippers,L,,94,142,21,41,L 2,
