G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 30 2013,,,Box Score,@,Houston Rockets,L,,83,96,0,1,L 1,
2,Fri Nov 1 2013,,,Box Score,,Cleveland Cavaliers,W,,90,84,1,1,W 1,
3,Sat Nov 2 2013,,,Box Score,@,New Orleans Pelicans,L,,84,105,1,2,L 1,
4,Tue Nov 5 2013,,,Box Score,@,New York Knicks,W,,102,97,2,2,W 1,
5,Wed Nov 6 2013,,,Box Score,,Toronto Raptors,W,,92,90,3,2,W 2,
6,Fri Nov 8 2013,,,Box Score,,New York Knicks,L,,91,101,3,3,L 1,
7,Mon Nov 11 2013,,,Box Score,,Atlanta Hawks,L,,94,103,3,4,L 2,
8,Wed Nov 13 2013,,,Box Score,@,Boston Celtics,W,,89,83,4,4,W 1,
9,Fri Nov 15 2013,,,Box Score,@,Cleveland Cavaliers,W,,86,80,5,4,W 2,
10,Sat Nov 16 2013,,,Box Score,,Miami Heat,L,,81,97,5,5,L 1,
11,Mon Nov 18 2013,,,Box Score,@,Chicago Bulls,L,,81,86,5,6,L 2,
12,Wed Nov 20 2013,,,Box Score,,Brooklyn Nets,W,,95,91,6,6,W 1,
13,Fri Nov 22 2013,,,Box Score,,Phoenix Suns,L,,91,98,6,7,L 1,
14,Sat Nov 23 2013,,,Box Score,@,Milwaukee Bucks,W,,96,72,7,7,W 1,
15,Mon Nov 25 2013,,,Box Score,,Boston Celtics,L,,86,96,7,8,L 1,
16,Wed Nov 27 2013,,,Box Score,,Indiana Pacers,L,,74,99,7,9,L 2,
17,Fri Nov 29 2013,,,Box Score,,Milwaukee Bucks,W,,92,76,8,9,W 1,
18,Sun Dec 1 2013,,,Box Score,@,Miami Heat,L,,98,99,8,10,L 1,
19,Tue Dec 3 2013,,,Box Score,@,Dallas Mavericks,L,,82,89,8,11,L 2,
20,Fri Dec 6 2013,,,Box Score,,Philadelphia 76ers,W,,105,88,9,11,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Mon Dec 9 2013,,,Box Score,,Golden State Warriors,W,,115,111,10,11,W 2,
22,Wed Dec 11 2013,,,Box Score,,Orlando Magic,L,,83,92,10,12,L 1,
23,Fri Dec 13 2013,,,Box Score,@,Indiana Pacers,L,,94,99,10,13,L 2,
24,Sat Dec 14 2013,,,Box Score,,Los Angeles Lakers,L,,85,88,10,14,L 3,
25,Tue Dec 17 2013,,,Box Score,,Sacramento Kings,W,,95,87,11,14,W 1,
26,Wed Dec 18 2013,,,Box Score,@,Toronto Raptors,W,OT,104,102,12,14,W 2,
27,Fri Dec 20 2013,,,Box Score,@,Detroit Pistons,W,,116,106,13,14,W 3,
28,Sat Dec 21 2013,,,Box Score,,Utah Jazz,L,,85,88,13,15,L 1,
29,Mon Dec 23 2013,,,Box Score,,Milwaukee Bucks,W,OT,111,110,14,15,W 1,
30,Fri Dec 27 2013,,,Box Score,,Oklahoma City Thunder,L,,85,89,14,16,L 1,
31,Sat Dec 28 2013,,,Box Score,@,Atlanta Hawks,L,OT,116,118,14,17,L 2,
32,Mon Dec 30 2013,,,Box Score,@,Utah Jazz,L,,80,83,14,18,L 3,
33,Wed Jan 1 2014,,,Box Score,@,Los Angeles Clippers,L,,85,112,14,19,L 4,
34,Thu Jan 2 2014,,,Box Score,@,Portland Trail Blazers,L,,104,134,14,20,L 5,
35,Sat Jan 4 2014,,,Box Score,@,Sacramento Kings,W,,113,103,15,20,W 1,
36,Tue Jan 7 2014,,,Box Score,,Washington Wizards,L,,83,97,15,21,L 1,
37,Fri Jan 10 2014,,,Box Score,@,Minnesota Timberwolves,L,,92,119,15,22,L 2,
38,Sat Jan 11 2014,,,Box Score,@,Chicago Bulls,L,,97,103,15,23,L 3,
39,Tue Jan 14 2014,,,Box Score,,New York Knicks,W,,108,98,16,23,W 1,
40,Wed Jan 15 2014,,,Box Score,@,Philadelphia 76ers,L,,92,95,16,24,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Jan 17 2014,,,Box Score,@,Orlando Magic,W,,111,101,17,24,W 1,
42,Sat Jan 18 2014,,,Box Score,,Miami Heat,L,OT,96,104,17,25,L 1,
43,Mon Jan 20 2014,,,Box Score,,Toronto Raptors,W,,100,95,18,25,W 1,
44,Wed Jan 22 2014,,,Box Score,,Los Angeles Clippers,W,,95,91,19,25,W 2,
45,Fri Jan 24 2014,,,Box Score,@,New York Knicks,L,,96,125,19,26,L 1,
46,Sat Jan 25 2014,,,Box Score,,Chicago Bulls,L,,87,89,19,27,L 2,
47,Wed Jan 29 2014,,,Box Score,@,Denver Nuggets,W,,101,98,20,27,W 1,
