G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 30 2013,,,Box Score,,Miami Heat,W,,114,110,1,0,W 1,
2,Fri Nov 1 2013,,,Box Score,@,Washington Wizards,W,,109,102,2,0,W 2,
3,Sat Nov 2 2013,,,Box Score,,Chicago Bulls,W,,107,104,3,0,W 3,
4,Mon Nov 4 2013,,,Box Score,,Golden State Warriors,L,,90,110,3,1,L 1,
5,Wed Nov 6 2013,,,Box Score,,Washington Wizards,L,,102,116,3,2,L 2,
6,Fri Nov 8 2013,,,Box Score,,Cleveland Cavaliers,W,,94,79,4,2,W 1,
7,Sat Nov 9 2013,,,Box Score,@,Cleveland Cavaliers,L,2OT,125,127,4,3,L 1,
8,Mon Nov 11 2013,,,Box Score,,San Antonio Spurs,L,,85,109,4,4,L 2,
9,Wed Nov 13 2013,,,Box Score,,Houston Rockets,W,OT,123,117,5,4,W 1,
10,Fri Nov 15 2013,,,Box Score,@,Atlanta Hawks,L,,103,113,5,5,L 1,
11,Sat Nov 16 2013,,,Box Score,@,New Orleans Pelicans,L,,98,135,5,6,L 2,
12,Mon Nov 18 2013,,,Box Score,@,Dallas Mavericks,L,,94,97,5,7,L 3,
13,Wed Nov 20 2013,,,Box Score,,Toronto Raptors,L,,98,108,5,8,L 4,
14,Fri Nov 22 2013,,,Box Score,,Milwaukee Bucks,W,OT,115,107,6,8,W 1,
15,Sat Nov 23 2013,,,Box Score,@,Indiana Pacers,L,,98,106,6,9,L 1,
16,Wed Nov 27 2013,,,Box Score,@,Orlando Magic,L,,94,105,6,10,L 2,
17,Fri Nov 29 2013,,,Box Score,,New Orleans Pelicans,L,,105,121,6,11,L 3,
18,Sun Dec 1 2013,,,Box Score,@,Detroit Pistons,L,,100,115,6,12,L 4,
19,Tue Dec 3 2013,,,Box Score,,Orlando Magic,W,2OT,126,125,7,12,W 1,
20,Fri Dec 6 2013,,,Box Score,@,Charlotte Bobcats,L,,88,105,7,13,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 7 2013,,,Box Score,,Denver Nuggets,L,,92,103,7,14,L 2,
22,Mon Dec 9 2013,,,Box Score,,Los Angeles Clippers,L,,83,94,7,15,L 3,
23,Wed Dec 11 2013,8:00p EST,,Box Score,@,Minnesota Timberwolves,L,,99,106,7,16,L 4,
24,Fri Dec 13 2013,,,Box Score,@,Toronto Raptors,L,,100,108,7,17,L 5,
25,Sat Dec 14 2013,,,Box Score,,Portland Trail Blazers,L,,105,139,7,18,L 6,
26,Mon Dec 16 2013,,,Box Score,@,Brooklyn Nets,L,,94,130,7,19,L 7,
27,Fri Dec 20 2013,,,Box Score,,Brooklyn Nets,W,OT,121,120,8,19,W 1,
28,Sat Dec 21 2013,,,Box Score,@,Milwaukee Bucks,L,,106,116,8,20,L 1,
29,Sat Dec 28 2013,,,Box Score,@,Phoenix Suns,L,,101,115,8,21,L 2,
30,Sun Dec 29 2013,,,Box Score,@,Los Angeles Lakers,W,,111,104,9,21,W 1,
31,Wed Jan 1 2014,,,Box Score,@,Denver Nuggets,W,,114,102,10,21,W 2,
32,Thu Jan 2 2014,,,Box Score,@,Sacramento Kings,W,,113,104,11,21,W 3,
33,Sat Jan 4 2014,,,Box Score,@,Portland Trail Blazers,W,,101,99,12,21,W 4,
