G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 31 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,87,93,0,1,L 1,
2,Fri Nov 2 2012,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,80,92,0,2,L 2,
3,Sat Nov 3 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,2OT,98,106,0,3,L 3,
4,Mon Nov 5 2012,7:00p EST,,Box Score,,Golden State Warriors,W,,94,92,1,3,W 1,
5,Wed Nov 7 2012,7:00p EST,,Box Score,,Detroit Pistons,W,,105,103,2,3,W 2,
6,Fri Nov 9 2012,7:00p EST,,Box Score,,San Antonio Spurs,L,,86,97,2,4,L 1,
7,Sun Nov 11 2012,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,90,103,2,5,L 2,
8,Tue Nov 13 2012,7:00p EST,,Box Score,,Portland Trail Blazers,L,,86,103,2,6,L 3,
9,Fri Nov 16 2012,7:00p EST,,Box Score,,Atlanta Hawks,L,,96,112,2,7,L 4,
10,Sun Nov 18 2012,3:00p EST,,Box Score,,Brooklyn Nets,L,,90,99,2,8,L 5,
11,Wed Nov 21 2012,7:00p EST,,Box Score,,Los Angeles Lakers,W,,113,97,3,8,W 1,
12,Fri Nov 23 2012,7:00p EST,,Box Score,@,Utah Jazz,L,,102,104,3,9,L 1,
13,Sat Nov 24 2012,7:00p EST,,Box Score,,Utah Jazz,W,,108,97,4,9,W 1,
14,Tue Nov 27 2012,7:00p EST,,Box Score,,Minnesota Timberwolves,L,,89,97,4,10,L 1,
15,Fri Nov 30 2012,7:00p EST,,Box Score,,Indiana Pacers,L,,92,97,4,11,L 2,
16,Sat Dec 1 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,81,116,4,12,L 3,
17,Wed Dec 5 2012,7:00p EST,,Box Score,,Toronto Raptors,W,,107,100,5,12,W 1,
18,Fri Dec 7 2012,7:00p EST,,Box Score,,Orlando Magic,W,,91,82,6,12,W 2,
19,Sat Dec 8 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,99,80,7,12,W 3,
20,Mon Dec 10 2012,7:30p EST,,Box Score,@,Dallas Mavericks,L,,96,119,7,13,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Dec 12 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,L,,85,98,7,14,L 2,
22,Fri Dec 14 2012,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,103,113,7,15,L 3,
23,Sun Dec 16 2012,3:00p EST,,Box Score,,Denver Nuggets,L,,97,122,7,16,L 4,
24,Mon Dec 17 2012,7:00p EST,,Box Score,@,Phoenix Suns,L,,90,101,7,17,L 5,
25,Wed Dec 19 2012,7:00p EST,,Box Score,,Golden State Warriors,W,,131,127,8,17,W 1,
26,Fri Dec 21 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,85,97,8,18,L 1,
27,Sun Dec 23 2012,6:00p EST,,Box Score,,Portland Trail Blazers,W,,108,96,9,18,W 1,
28,Wed Dec 26 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,91,109,9,19,L 1,
