G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Fri Nov 2 2012,8:00p EST,,Box Score,,Miami Heat,W,,104,84,1,0,W 1,
2,Sun Nov 4 2012,12:00p EST,,Box Score,,Philadelphia 76ers,W,,100,84,2,0,W 2,
3,Mon Nov 5 2012,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,110,88,3,0,W 3,
4,Fri Nov 9 2012,7:30p EST,,Box Score,,Dallas Mavericks,W,,104,94,4,0,W 4,
5,Tue Nov 13 2012,7:00p EST,,Box Score,@,Orlando Magic,W,,99,89,5,0,W 5,
6,Thu Nov 15 2012,7:30p EST,,Box Score,@,San Antonio Spurs,W,,104,100,6,0,W 6,
7,Fri Nov 16 2012,8:30p EST,,Box Score,@,Memphis Grizzlies,L,,95,105,6,1,L 1,
8,Sun Nov 18 2012,12:00p EST,,Box Score,,Indiana Pacers,W,,88,76,7,1,W 1,
9,Tue Nov 20 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,102,80,8,1,W 2,
10,Wed Nov 21 2012,7:30p EST,,Box Score,@,Dallas Mavericks,L,,111,114,8,2,L 1,
11,Fri Nov 23 2012,7:00p EST,,Box Score,@,Houston Rockets,L,,103,131,8,3,L 2,
12,Sun Nov 25 2012,1:00p EST,,Box Score,,Detroit Pistons,W,,121,100,9,3,W 1,
13,Mon Nov 26 2012,7:00p EST,,Box Score,@,Brooklyn Nets,L,OT,89,96,9,4,L 1,
14,Wed Nov 28 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,102,88,10,4,W 1,
15,Fri Nov 30 2012,7:30p EST,,Box Score,,Washington Wizards,W,,108,87,11,4,W 2,
16,Sun Dec 2 2012,12:00p EST,,Box Score,,Phoenix Suns,W,,106,99,12,4,W 3,
17,Wed Dec 5 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,100,98,13,4,W 4,
18,Thu Dec 6 2012,8:00p EST,,Box Score,@,Miami Heat,W,,112,92,14,4,W 5,
19,Sat Dec 8 2012,7:00p EST,,Box Score,@,Chicago Bulls,L,,85,93,14,5,L 1,
20,Sun Dec 9 2012,7:30p EST,,Box Score,,Denver Nuggets,W,,112,106,15,5,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Tue Dec 11 2012,7:00p EST,,Box Score,@,Brooklyn Nets,W,,100,97,16,5,W 2,
22,Thu Dec 13 2012,8:00p EST,,Box Score,,Los Angeles Lakers,W,,116,107,17,5,W 3,
23,Sat Dec 15 2012,7:30p EST,,Box Score,,Cleveland Cavaliers,W,,103,102,18,5,W 4,
24,Mon Dec 17 2012,7:30p EST,,Box Score,,Houston Rockets,L,,96,109,18,6,L 1,
25,Wed Dec 19 2012,7:00p EST,,Box Score,,Brooklyn Nets,W,,100,86,19,6,W 1,
26,Fri Dec 21 2012,7:30p EST,,Box Score,,Chicago Bulls,L,,106,110,19,7,L 1,
27,Sun Dec 23 2012,5:00p EST,,Box Score,,Minnesota Timberwolves,W,,94,91,20,7,W 1,
28,Tue Dec 25 2012,12:00p EST,,Box Score,@,Los Angeles Lakers,L,,94,100,20,8,L 1,
29,Wed Dec 26 2012,7:00p EST,,Box Score,@,Phoenix Suns,W,,99,97,21,8,W 1,
30,Fri Dec 28 2012,7:00p EST,,Box Score,@,Sacramento Kings,L,,105,106,21,9,L 1,
31,Tue Jan 1 2013,7:30p EST,,Box Score,,Portland Trail Blazers,L,,100,105,21,10,L 2,
32,Thu Jan 3 2013,7:30p EST,,Box Score,,San Antonio Spurs,W,,100,83,22,10,W 1,
33,Sat Jan 5 2013,7:00p EST,,Box Score,@,Orlando Magic,W,,114,106,23,10,W 2,
34,Mon Jan 7 2013,7:30p EST,,Box Score,,Boston Celtics,L,,96,102,23,11,L 1,
35,Thu Jan 10 2013,8:00p EST,,Box Score,@,Indiana Pacers,L,,76,81,23,12,L 2,
36,Fri Jan 11 2013,8:00p EST,,Box Score,,Chicago Bulls,L,,101,108,23,13,L 3,
37,Sun Jan 13 2013,12:00p EST,,Box Score,,New Orleans Hornets,W,,100,87,24,13,W 1,
38,Thu Jan 17 2013,8:00p EST,,Box Score,@,Detroit Pistons,W,,102,87,25,13,W 2,at London England
39,Mon Jan 21 2013,3:30p EST,,Box Score,,Brooklyn Nets,L,,85,88,25,14,L 1,
40,Thu Jan 24 2013,8:00p EST,,Box Score,@,Boston Celtics,W,,89,86,26,14,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sat Jan 26 2013,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,80,97,26,15,L 1,
42,Sun Jan 27 2013,6:30p EST,,Box Score,,Atlanta Hawks,W,,106,104,27,15,W 1,
43,Wed Jan 30 2013,7:30p EST,,Box Score,,Orlando Magic,W,,113,97,28,15,W 2,
44,Fri Feb 1 2013,7:30p EST,,Box Score,,Milwaukee Bucks,W,,96,86,29,15,W 3,
45,Sat Feb 2 2013,7:30p EST,,Box Score,,Sacramento Kings,W,,120,81,30,15,W 4,
46,Mon Feb 4 2013,7:30p EST,,Box Score,,Detroit Pistons,W,,99,85,31,15,W 5,
47,Wed Feb 6 2013,7:00p EST,,Box Score,@,Washington Wizards,L,,96,106,31,16,L 1,
48,Fri Feb 8 2013,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,100,94,32,16,W 1,
49,Sun Feb 10 2013,1:00p EST,,Box Score,,Los Angeles Clippers,L,,88,102,32,17,L 1,
50,Wed Feb 13 2013,7:30p EST,,Box Score,,Toronto Raptors,L,,88,92,32,18,L 2,
51,Wed Feb 20 2013,7:00p EST,,Box Score,@,Indiana Pacers,L,,91,125,32,19,L 3,
