G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 31 2012,7:00p EST,,Box Score,@,New Orleans Hornets,W,,99,95,1,0,W 1,
2,Thu Nov 1 2012,8:30p EST,,Box Score,,Oklahoma City Thunder,W,,86,84,2,0,W 2,
3,Sat Nov 3 2012,7:30p EST,,Box Score,,Utah Jazz,W,,110,100,3,0,W 3,
4,Mon Nov 5 2012,7:30p EST,,Box Score,,Indiana Pacers,W,,101,79,4,0,W 4,
5,Wed Nov 7 2012,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,84,106,4,1,L 1,
6,Fri Nov 9 2012,7:00p EST,,Box Score,@,Sacramento Kings,W,,97,86,5,1,W 1,
7,Sat Nov 10 2012,7:00p EST,,Box Score,@,Portland Trail Blazers,W,,112,109,6,1,W 2,
8,Tue Nov 13 2012,7:30p EST,,Box Score,@,Los Angeles Lakers,W,,84,82,7,1,W 3,
9,Thu Nov 15 2012,7:30p EST,,Box Score,,New York Knicks,L,,100,104,7,2,L 1,
10,Sat Nov 17 2012,7:30p EST,,Box Score,,Denver Nuggets,W,,126,100,8,2,W 1,
11,Mon Nov 19 2012,7:30p EST,,Box Score,,Los Angeles Clippers,L,,87,92,8,3,L 1,
12,Wed Nov 21 2012,7:30p EST,,Box Score,@,Boston Celtics,W,,112,100,9,3,W 1,
13,Fri Nov 23 2012,8:00p EST,,Box Score,@,Indiana Pacers,W,,104,97,10,3,W 2,
14,Sun Nov 25 2012,1:00p EST,,Box Score,@,Toronto Raptors,W,2OT,111,106,11,3,W 3,
15,Mon Nov 26 2012,7:00p EST,,Box Score,@,Washington Wizards,W,,118,92,12,3,W 4,
16,Wed Nov 28 2012,7:00p EST,,Box Score,@,Orlando Magic,W,,110,89,13,3,W 5,
17,Thu Nov 29 2012,8:00p EST,,Box Score,@,Miami Heat,L,,100,105,13,4,L 1,
18,Sat Dec 1 2012,7:30p EST,,Box Score,,Memphis Grizzlies,W,OT,99,95,14,4,W 1,
19,Wed Dec 5 2012,7:30p EST,,Box Score,,Milwaukee Bucks,W,,110,99,15,4,W 2,
20,Fri Dec 7 2012,7:30p EST,,Box Score,,Houston Rockets,W,,114,92,16,4,W 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Sat Dec 8 2012,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,132,102,17,4,W 4,
22,Mon Dec 10 2012,7:00p EST,,Box Score,@,Houston Rockets,W,OT,134,126,18,4,W 5,
23,Wed Dec 12 2012,8:30p EST,,Box Score,@,Utah Jazz,L,,96,99,18,5,L 1,
24,Thu Dec 13 2012,7:30p EST,,Box Score,@,Portland Trail Blazers,L,,90,98,18,6,L 2,
25,Sat Dec 15 2012,7:30p EST,,Box Score,,Boston Celtics,W,,103,88,19,6,W 1,
26,Mon Dec 17 2012,7:00p EST,,Box Score,@,Oklahoma City Thunder,L,,93,107,19,7,L 1,
27,Tue Dec 18 2012,7:00p EST,,Box Score,@,Denver Nuggets,L,,106,112,19,8,L 2,
28,Fri Dec 21 2012,7:30p EST,,Box Score,,New Orleans Hornets,W,,99,94,20,8,W 1,
29,Sun Dec 23 2012,6:00p EST,,Box Score,,Dallas Mavericks,W,,129,91,21,8,W 2,
30,Wed Dec 26 2012,7:30p EST,,Box Score,,Toronto Raptors,W,,100,80,22,8,W 3,
