G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Wed Oct 29 2014,7:30p EST,,Box Score,@,Boston Celtics,L,,105,121,0,1,L 1,
2,Sat Nov 1 2014,7:30p EST,,Box Score,@,Detroit Pistons,W,,102,90,1,1,W 1,
3,Mon Nov 3 2014,7:30p EST,,Box Score,,Oklahoma City Thunder,W,,116,85,2,1,W 2,
4,Wed Nov 5 2014,7:30p EST,,Box Score,,Minnesota Timberwolves,L,,91,98,2,2,L 1,
5,Fri Nov 7 2014,7:30p EST,,Box Score,,New York Knicks,W,,110,99,3,2,W 1,
6,Sun Nov 9 2014,3:30p EST,,Box Score,,Orlando Magic,W,,104,96,4,2,W 2,
7,Wed Nov 12 2014,9:00p EST,,Box Score,@,Phoenix Suns,L,,104,112,4,3,L 1,
8,Thu Nov 13 2014,10:30p EST,,Box Score,@,Golden State Warriors,L,,99,107,4,4,L 2,
9,Sat Nov 15 2014,10:00p EST,,Box Score,@,Portland Trail Blazers,L,,87,97,4,5,L 3,
10,Mon Nov 17 2014,7:30p EST,,Box Score,,Miami Heat,L,,83,95,4,6,L 4,
11,Wed Nov 19 2014,7:30p EST,,Box Score,,Milwaukee Bucks,L,3OT,118,122,4,7,L 5,
12,Fri Nov 21 2014,8:00p EST,,Box Score,@,Oklahoma City Thunder,W,,94,92,5,7,W 1,
13,Sat Nov 22 2014,8:30p EST,,Box Score,@,San Antonio Spurs,L,,87,99,5,8,L 1,
14,Wed Nov 26 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,99,91,6,8,W 1,
15,Sun Nov 30 2014,3:00p EST,,Box Score,,Chicago Bulls,L,,84,102,6,9,L 1,
16,Tue Dec 2 2014,7:30p EST,,Box Score,@,New York Knicks,W,,98,93,7,9,W 1,
17,Wed Dec 3 2014,7:30p EST,,Box Score,,San Antonio Spurs,W,OT,95,93,8,9,W 2,
18,Fri Dec 5 2014,7:30p EST,,Box Score,,Atlanta Hawks,L,,75,98,8,10,L 1,
19,Mon Dec 8 2014,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,88,110,8,11,L 2,
20,Wed Dec 10 2014,8:00p EST,,Box Score,@,Chicago Bulls,L,,80,105,8,12,L 3,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 12 2014,7:30p EST,,Box Score,,Philadelphia 76ers,W,,88,70,9,12,W 1,
22,Sat Dec 13 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,114,87,10,12,W 2,
23,Tue Dec 16 2014,7:30p EST,,Box Score,,Miami Heat,L,,91,95,10,13,L 1,
24,Wed Dec 17 2014,8:00p EST,,Box Score,@,Toronto Raptors,L,,89,105,10,14,L 2,
25,Fri Dec 19 2014,7:30p EST,,Box Score,@,Cleveland Cavaliers,L,,91,95,10,15,L 3,
26,Sun Dec 21 2014,6:00p EST,,Box Score,,Detroit Pistons,W,,110,105,11,15,W 1,
27,Tue Dec 23 2014,7:30p EST,,Box Score,,Denver Nuggets,W,,102,96,12,15,W 2,
28,Fri Dec 26 2014,1:00p EST,,Box Score,@,Boston Celtics,W,,109,107,13,15,W 3,
29,Sat Dec 27 2014,8:00p EST,,Box Score,,Indiana Pacers,L,,85,110,13,16,L 1,
30,Mon Dec 29 2014,7:30p EST,,Box Score,,Sacramento Kings,W,,107,99,14,16,W 1,
31,Tue Dec 30 2014,8:00p EST,,Box Score,@,Chicago Bulls,W,,96,82,15,16,W 2,
32,Fri Jan 2 2015,7:00p EST,,Box Score,@,Orlando Magic,W,,100,98,16,16,W 3,
33,Sun Jan 4 2015,6:00p EST,,Box Score,@,Miami Heat,L,,84,88,16,17,L 1,
34,Mon Jan 5 2015,7:30p EST,,Box Score,,Dallas Mavericks,L,OT,88,96,16,18,L 2,
35,Wed Jan 7 2015,7:30p EST,,Box Score,,Boston Celtics,L,,81,89,16,19,L 3,
36,Fri Jan 9 2015,7:30p EST,,Box Score,,Philadelphia 76ers,L,,88,90,16,20,L 4,
37,Sat Jan 10 2015,7:30p EST,,Box Score,@,Detroit Pistons,L,,93,98,16,21,L 5,
38,Mon Jan 12 2015,7:30p EST,,Box Score,,Houston Rockets,L,,99,113,16,22,L 6,
39,Wed Jan 14 2015,7:30p EST,,Box Score,,Memphis Grizzlies,L,,92,103,16,23,L 7,
40,Fri Jan 16 2015,7:00p EST,,Box Score,@,Washington Wizards,W,,102,80,17,23,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Sat Jan 17 2015,8:00p EST,,Box Score,,Washington Wizards,L,,90,99,17,24,L 1,
42,Wed Jan 21 2015,10:00p EST,,Box Score,@,Sacramento Kings,W,,103,100,18,24,W 1,
43,Thu Jan 22 2015,10:30p EST,,Box Score,@,Los Angeles Clippers,L,,84,123,18,25,L 1,
44,Sat Jan 24 2015,9:00p EST,,Box Score,@,Utah Jazz,L,,73,108,18,26,L 2,
45,Wed Jan 28 2015,8:00p EST,,Box Score,@,Atlanta Hawks,L,,102,113,18,27,L 3,
46,Fri Jan 30 2015,7:30p EST,,Box Score,,Toronto Raptors,L,OT,122,127,18,28,L 4,
47,Mon Feb 2 2015,7:30p EST,,Box Score,,Los Angeles Clippers,W,,102,100,19,28,W 1,
48,Wed Feb 4 2015,7:30p EST,,Box Score,@,Toronto Raptors,W,,109,93,20,28,W 2,
49,Fri Feb 6 2015,7:00p EST,,Box Score,,New York Knicks,W,,92,88,21,28,W 3,
50,Sat Feb 7 2015,7:00p EST,,Box Score,@,Washington Wizards,L,,77,114,21,29,L 1,
51,Mon Feb 9 2015,8:00p EST,,Box Score,@,Milwaukee Bucks,L,,97,103,21,30,L 2,
