G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 28 2014,8:00p EST,,Box Score,@,San Antonio Spurs,L,,100,101,0,1,L 1,
2,Thu Oct 30 2014,8:30p EST,,Box Score,,Utah Jazz,W,,120,102,1,1,W 1,
3,Sat Nov 1 2014,7:00p EST,,Box Score,@,New Orleans Pelicans,W,,109,104,2,1,W 2,
4,Mon Nov 3 2014,8:30p EST,,Box Score,,Boston Celtics,W,,118,113,3,1,W 3,
5,Thu Nov 6 2014,10:30p EST,,Box Score,@,Portland Trail Blazers,L,,87,108,3,2,L 1,
6,Fri Nov 7 2014,9:00p EST,,Box Score,@,Utah Jazz,W,,105,82,4,2,W 1,
7,Sun Nov 9 2014,7:30p EST,,Box Score,,Miami Heat,L,,96,105,4,3,L 1,
8,Tue Nov 11 2014,8:30p EST,,Box Score,,Sacramento Kings,W,,106,98,5,3,W 1,
9,Thu Nov 13 2014,8:30p EST,,Box Score,,Philadelphia 76ers,W,,123,70,6,3,W 2,
10,Sat Nov 15 2014,8:30p EST,,Box Score,,Minnesota Timberwolves,W,,131,117,7,3,W 3,
11,Mon Nov 17 2014,7:00p EST,,Box Score,@,Charlotte Hornets,W,,107,80,8,3,W 4,
12,Wed Nov 19 2014,7:00p EST,,Box Score,@,Washington Wizards,W,,105,102,9,3,W 5,
13,Fri Nov 21 2014,8:30p EST,,Box Score,,Los Angeles Lakers,W,,140,106,10,3,W 6,
14,Sat Nov 22 2014,8:00p EST,,Box Score,@,Houston Rockets,L,,92,95,10,4,L 1,
15,Mon Nov 24 2014,8:30p EST,,Box Score,,Indiana Pacers,L,,100,111,10,5,L 2,
16,Wed Nov 26 2014,7:30p EST,,Box Score,,New York Knicks,W,OT,109,102,11,5,W 1,
17,Fri Nov 28 2014,7:30p EST,,Box Score,@,Toronto Raptors,W,,106,102,12,5,W 2,
18,Sat Nov 29 2014,7:00p EST,,Box Score,@,Philadelphia 76ers,W,,110,103,13,5,W 3,
19,Tue Dec 2 2014,8:00p EST,,Box Score,@,Chicago Bulls,W,2OT,132,129,14,5,W 4,
20,Wed Dec 3 2014,8:00p EST,,Box Score,@,Milwaukee Bucks,W,,107,105,15,5,W 5,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 5 2014,8:30p EST,,Box Score,,Phoenix Suns,L,,106,118,15,6,L 1,
22,Sun Dec 7 2014,7:30p EST,,Box Score,,Milwaukee Bucks,W,,125,102,16,6,W 1,
23,Tue Dec 9 2014,8:00p EST,,Box Score,@,Memphis Grizzlies,L,,105,114,16,7,L 1,
24,Wed Dec 10 2014,8:00p EST,,Box Score,,New Orleans Pelicans,W,,112,107,17,7,W 1,
25,Sat Dec 13 2014,2:00p EST,,Box Score,,Golden State Warriors,L,,98,105,17,8,L 1,
26,Tue Dec 16 2014,8:00p EST,,Box Score,@,New York Knicks,W,,107,87,18,8,W 1,
27,Wed Dec 17 2014,7:30p EST,,Box Score,@,Detroit Pistons,W,,117,106,19,8,W 2,
28,Sat Dec 20 2014,8:30p EST,,Box Score,,San Antonio Spurs,W,,99,93,20,8,W 3,
29,Mon Dec 22 2014,8:30p EST,,Box Score,,Atlanta Hawks,L,,102,105,20,9,L 1,
30,Tue Dec 23 2014,9:00p EST,,Box Score,@,Phoenix Suns,L,,115,124,20,10,L 2,
31,Fri Dec 26 2014,8:30p EST,,Box Score,,Los Angeles Lakers,W,,102,98,21,10,W 1,
32,Sun Dec 28 2014,7:30p EST,,Box Score,,Oklahoma City Thunder,W,,112,107,22,10,W 2,
33,Tue Dec 30 2014,8:30p EST,,Box Score,,Washington Wizards,W,,114,87,23,10,W 3,
34,Fri Jan 2 2015,7:30p EST,,Box Score,@,Boston Celtics,W,,119,101,24,10,W 4,
35,Sun Jan 4 2015,1:00p EST,,Box Score,@,Cleveland Cavaliers,W,,109,90,25,10,W 5,
36,Mon Jan 5 2015,7:30p EST,,Box Score,@,Brooklyn Nets,W,OT,96,88,26,10,W 6,
37,Wed Jan 7 2015,8:30p EST,,Box Score,,Detroit Pistons,L,,95,108,26,11,L 1,
38,Sat Jan 10 2015,3:30p EST,,Box Score,@,Los Angeles Clippers,L,,100,120,26,12,L 2,
39,Tue Jan 13 2015,10:00p EST,,Box Score,@,Sacramento Kings,W,OT,108,104,27,12,W 1,
40,Wed Jan 14 2015,9:00p EST,,Box Score,@,Denver Nuggets,L,,107,114,27,13,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Fri Jan 16 2015,8:30p EST,,Box Score,,Denver Nuggets,W,,97,89,28,13,W 1,
42,Mon Jan 19 2015,5:00p EST,,Box Score,@,Memphis Grizzlies,W,,103,95,29,13,W 2,
