240,38,86,.442,5,17,.294,12,23,.522,19,29,48,15,9,6,17,25,93,,240,32,66,.485,3,13,.231,20,29,.690,7,26,33,15,10,7,22,27,87,,BOS
240,40,88,.455,7,23,.304,8,14,.571,10,32,42,15,5,6,12,25,95,,240,36,77,.468,10,23,.435,20,31,.645,7,30,37,24,7,3,13,12,102,,ATL
240,31,78,.397,7,23,.304,28,38,.737,18,42,60,19,6,0,17,22,97,,240,37,84,.440,6,17,.353,10,18,.556,6,32,38,25,7,5,13,26,90,,MIL
240,31,72,.431,6,21,.286,27,33,.818,13,27,40,15,4,1,15,21,95,,240,41,83,.494,10,23,.435,12,14,.857,10,28,38,31,7,4,11,27,104,,MIA
240,35,79,.443,7,16,.438,13,15,.867,11,27,38,18,2,3,12,27,90,,240,36,73,.493,3,15,.200,17,30,.567,10,27,37,24,5,8,8,19,92,,CHA
240,32,81,.395,6,18,.333,14,16,.875,15,27,42,16,7,6,15,22,84,,240,36,78,.462,6,21,.286,13,16,.813,9,29,38,20,5,6,15,19,91,,IND
240,40,83,.482,10,25,.400,25,29,.862,13,27,40,23,8,4,12,20,115,,240,34,77,.442,3,18,.167,20,24,.833,12,25,37,20,7,5,14,24,91,,UTA
290,38,114,.333,8,25,.320,20,27,.741,20,31,51,10,12,5,13,38,104,,290,37,84,.440,7,26,.269,29,47,.617,13,46,59,21,8,14,23,30,110,,HOU
240,31,67,.463,8,15,.533,33,39,.846,9,28,37,14,12,6,13,21,103,,240,35,82,.427,6,21,.286,11,17,.647,11,29,40,24,6,5,17,24,87,,MEM
240,29,82,.354,5,21,.238,17,22,.773,11,32,43,19,8,6,16,21,80,,240,36,80,.450,7,16,.438,17,19,.895,11,37,48,21,6,5,15,21,96,,CHI
265,42,94,.447,3,17,.176,23,31,.742,15,36,51,17,6,3,16,23,110,,265,44,99,.444,15,32,.469,15,20,.750,15,31,46,25,5,6,15,25,118,,POR
240,36,86,.419,14,29,.483,22,28,.786,9,32,41,24,7,9,10,23,108,,240,34,76,.447,7,20,.350,23,31,.742,9,41,50,20,5,4,20,23,98,,PHI
240,37,78,.474,5,18,.278,17,23,.739,13,33,46,22,5,8,14,20,96,,240,36,86,.419,6,17,.353,10,13,.769,9,30,39,17,6,4,14,22,88,,WAS
240,34,78,.436,11,26,.423,21,22,.955,9,25,34,18,4,1,15,24,100,,240,39,77,.506,4,14,.286,20,22,.909,11,28,39,25,7,3,15,18,102,,BRK
240,28,73,.384,8,30,.267,19,32,.594,10,33,43,16,8,5,17,18,83,,240,36,76,.474,9,22,.409,9,13,.692,3,33,36,24,10,4,19,30,90,,MIA
240,35,87,.402,8,22,.364,20,26,.769,14,28,42,18,8,6,13,20,98,,240,44,87,.506,10,23,.435,14,19,.737,14,33,47,29,10,6,15,22,112,,DEN
240,40,77,.519,8,20,.400,15,18,.833,9,29,38,17,6,2,18,25,103,,240,40,79,.506,12,29,.414,20,25,.800,9,27,36,27,11,2,12,16,112,,GSW
240,35,87,.402,5,19,.263,22,25,.880,11,25,36,15,7,5,8,26,97,,240,37,82,.451,9,23,.391,23,32,.719,18,35,53,16,4,4,16,27,106,,PHO
240,40,82,.488,4,26,.154,22,25,.880,6,32,38,19,11,4,11,18,106,,240,34,79,.430,9,28,.321,17,20,.850,8,32,40,22,7,3,19,23,94,,LAL
