G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
48,Fri Mar 23 2012,8:00p EST,,Box Score,,Boston Celtics,W,,99,86,27,21,W 1,
49,Sun Mar 25 2012,6:00p EST,,Box Score,@,San Antonio Spurs,L,,76,93,27,22,L 1,
50,Tue Mar 27 2012,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,103,85,28,22,W 1,
51,Fri Mar 30 2012,7:00p EST,,Box Score,@,Washington Wizards,L,,76,97,28,23,L 1,
52,Sat Mar 31 2012,7:30p EST,,Box Score,,Atlanta Hawks,W,,95,90,29,23,W 1,
53,Tue Apr 3 2012,7:30p EST,,Box Score,@,Miami Heat,L,,93,99,29,24,L 1,
54,Wed Apr 4 2012,7:00p EST,,Box Score,,Toronto Raptors,L,,78,99,29,25,L 2,
55,Sat Apr 7 2012,8:00p EST,,Box Score,,Orlando Magic,L,,82,88,29,26,L 3,
56,Sun Apr 8 2012,6:00p EST,,Box Score,@,Boston Celtics,L,,79,103,29,27,L 4,
57,Tue Apr 10 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,107,88,30,27,W 1,
58,Wed Apr 11 2012,7:00p EST,,Box Score,@,Toronto Raptors,W,,93,75,31,27,W 2,
59,Fri Apr 13 2012,7:00p EST,,Box Score,,New Jersey Nets,L,,89,95,31,28,L 1,
60,Mon Apr 16 2012,7:00p EST,,Box Score,@,Orlando Magic,L,,100,113,31,29,L 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Apr 17 2012,7:00p EST,,Box Score,,Indiana Pacers,L,,97,102,31,30,L 3,
62,Wed Apr 18 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,103,87,32,30,W 1,
63,Sat Apr 21 2012,7:00p EST,,Box Score,@,Indiana Pacers,W,OT,109,106,33,30,W 2,
64,Mon Apr 23 2012,7:30p EST,,Box Score,@,New Jersey Nets,W,,105,87,34,30,W 3,
65,Wed Apr 25 2012,7:00p EST,,Box Score,@,Milwaukee Bucks,W,,90,85,35,30,W 4,
66,Thu Apr 26 2012,8:00p EST,,Box Score,@,Detroit Pistons,L,,86,108,35,31,L 1,
