G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Sun Dec 25 2011,12:00p EST,,Box Score,@,New York Knicks,L,,104,106,0,1,L 1,
2,Tue Dec 27 2011,8:00p EST,,Box Score,@,Miami Heat,L,,107,115,0,2,L 2,
3,Wed Dec 28 2011,7:00p EST,,Box Score,@,New Orleans Hornets,L,,78,97,0,3,L 3,
4,Fri Dec 30 2011,7:30p EST,,Box Score,,Detroit Pistons,W,,96,85,1,3,W 1,
5,Sun Jan 1 2012,6:00p EST,,Box Score,@,Washington Wizards,W,,94,86,2,3,W 2,
6,Mon Jan 2 2012,7:30p EST,,Box Score,,Washington Wizards,W,,100,92,3,3,W 3,
7,Wed Jan 4 2012,7:30p EST,,Box Score,,New Jersey Nets,W,,89,70,4,3,W 4,
8,Fri Jan 6 2012,7:30p EST,,Box Score,,Indiana Pacers,L,,74,87,4,4,L 1,
9,Wed Jan 11 2012,8:00p EST,,Box Score,,Dallas Mavericks,L,,85,90,4,5,L 2,
10,Fri Jan 13 2012,8:00p EST,,Box Score,,Chicago Bulls,L,,79,88,4,6,L 3,
11,Sat Jan 14 2012,7:00p EST,,Box Score,@,Indiana Pacers,L,,83,97,4,7,L 4,
12,Mon Jan 16 2012,8:00p EST,,Box Score,,Oklahoma City Thunder,L,,88,97,4,8,L 5,
13,Wed Jan 18 2012,7:30p EST,,Box Score,,Toronto Raptors,W,,96,73,5,8,W 1,
14,Fri Jan 20 2012,7:30p EST,,Box Score,,Phoenix Suns,L,,71,79,5,9,L 1,
15,Sun Jan 22 2012,1:00p EST,,Box Score,@,Washington Wizards,W,,100,94,6,9,W 1,
16,Mon Jan 23 2012,7:30p EST,,Box Score,,Orlando Magic,W,,87,56,7,9,W 2,
17,Thu Jan 26 2012,8:00p EST,,Box Score,@,Orlando Magic,W,,91,83,8,9,W 3,
18,Fri Jan 27 2012,7:30p EST,,Box Score,,Indiana Pacers,W,,94,87,9,9,W 4,
19,Sun Jan 29 2012,6:00p EST,,Box Score,,Cleveland Cavaliers,L,,87,88,9,10,L 1,
20,Tue Jan 31 2012,7:00p EST,,Box Score,@,Cleveland Cavaliers,W,,93,90,10,10,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Wed Feb 1 2012,7:30p EST,,Box Score,,Toronto Raptors,W,,100,64,11,10,W 2,
22,Fri Feb 3 2012,8:00p EST,,Box Score,,New York Knicks,W,,91,89,12,10,W 3,
23,Sun Feb 5 2012,12:00p EST,,Box Score,,Memphis Grizzlies,W,,98,80,13,10,W 4,
24,Tue Feb 7 2012,7:30p EST,,Box Score,,Charlotte Bobcats,W,,94,84,14,10,W 5,
