G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
1,Tue Oct 28 2008,7:30p EST,,Box Score,@,Chicago Bulls,L,,95,108,0,1,L 1,
2,Wed Oct 29 2008,7:00p EST,,Box Score,@,Oklahoma City Thunder,W,,98,87,1,1,W 1,
3,Sat Nov 1 2008,7:30p EST,,Box Score,,Toronto Raptors,L,,87,91,1,2,L 1,
4,Sun Nov 2 2008,6:00p EST,,Box Score,@,New York Knicks,W,,94,86,2,2,W 1,
5,Wed Nov 5 2008,7:00p EST,,Box Score,,Washington Wizards,W,OT,112,104,3,2,W 2,
6,Fri Nov 7 2008,7:30p EST,,Box Score,@,Boston Celtics,L,,89,101,3,3,L 1,
7,Sat Nov 8 2008,7:30p EST,,Box Score,,Phoenix Suns,L,,96,104,3,4,L 2,
8,Tue Nov 11 2008,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,93,99,3,5,L 3,
9,Wed Nov 12 2008,7:00p EST,,Box Score,,San Antonio Spurs,W,,82,78,4,5,W 1,
10,Fri Nov 14 2008,7:00p EST,,Box Score,@,Memphis Grizzlies,W,OT,101,96,5,5,W 2,
11,Sat Nov 15 2008,7:30p EST,,Box Score,,Boston Celtics,L,OT,97,102,5,6,L 1,
12,Tue Nov 18 2008,7:00p EST,,Box Score,@,Denver Nuggets,L,,105,114,5,7,L 2,
13,Wed Nov 19 2008,7:00p EST,,Box Score,@,Utah Jazz,L,,94,105,5,8,L 3,
14,Fri Nov 21 2008,7:30p EST,,Box Score,,New York Knicks,W,,104,87,6,8,W 1,
15,Sat Nov 22 2008,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,79,74,7,8,W 2,
16,Mon Nov 24 2008,7:00p EST,,Box Score,@,Orlando Magic,L,,101,108,7,9,L 1,
17,Wed Nov 26 2008,7:00p EST,,Box Score,@,Atlanta Hawks,L,,96,102,7,10,L 2,
18,Fri Nov 28 2008,8:00p EST,,Box Score,@,Detroit Pistons,L,,97,107,7,11,L 3,
19,Sat Nov 29 2008,8:00p EST,,Box Score,,Cleveland Cavaliers,L,,85,97,7,12,L 4,
20,Wed Dec 3 2008,7:00p EST,,Box Score,,Chicago Bulls,W,,97,90,8,12,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
21,Fri Dec 5 2008,7:30p EST,,Box Score,,Charlotte Bobcats,W,,101,96,9,12,W 2,
22,Sun Dec 7 2008,6:30p EST,,Box Score,@,Los Angeles Lakers,L,,92,105,9,13,L 1,
23,Tue Dec 9 2008,7:00p EST,,Box Score,@,Phoenix Suns,L,,110,125,9,14,L 2,
24,Wed Dec 10 2008,7:30p EST,,Box Score,@,Golden State Warriors,L,,96,119,9,15,L 3,
25,Sat Dec 13 2008,7:30p EST,,Box Score,,Indiana Pacers,W,,121,103,10,15,W 1,
26,Mon Dec 15 2008,7:30p EST,,Box Score,@,Miami Heat,W,,98,83,11,15,W 2,
27,Wed Dec 17 2008,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,88,93,11,16,L 1,
28,Fri Dec 19 2008,7:30p EST,,Box Score,@,New York Knicks,W,,105,81,12,16,W 1,
29,Sat Dec 20 2008,7:30p EST,,Box Score,,Los Angeles Clippers,W,,119,85,13,16,W 2,
30,Tue Dec 23 2008,7:00p EST,,Box Score,,Utah Jazz,W,,94,86,14,16,W 3,
31,Sat Dec 27 2008,7:30p EST,,Box Score,,Detroit Pistons,L,,76,87,14,17,L 1,
32,Tue Dec 30 2008,7:30p EST,,Box Score,@,San Antonio Spurs,W,,100,98,15,17,W 1,
33,Wed Dec 31 2008,6:00p EST,,Box Score,@,Houston Rockets,L,,81,85,15,18,L 1,
34,Fri Jan 2 2009,7:30p EST,,Box Score,,Charlotte Bobcats,W,,103,75,16,18,W 1,
35,Sat Jan 3 2009,7:00p EST,,Box Score,@,Charlotte Bobcats,L,,92,102,16,19,L 1,
36,Mon Jan 5 2009,7:00p EST,,Box Score,,Toronto Raptors,W,,107,97,17,19,W 1,
37,Wed Jan 7 2009,7:00p EST,,Box Score,,Philadelphia 76ers,L,,105,110,17,20,L 1,
38,Fri Jan 9 2009,7:30p EST,,Box Score,,New Jersey Nets,W,,104,102,18,20,W 1,
39,Sat Jan 10 2009,7:00p EST,,Box Score,@,Minnesota Timberwolves,L,,104,106,18,21,L 1,
40,Mon Jan 12 2009,7:00p EST,,Box Score,@,Washington Wizards,W,,97,91,19,21,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Wed Jan 14 2009,7:00p EST,,Box Score,,Miami Heat,L,,99,102,19,22,L 1,
42,Fri Jan 16 2009,7:00p EST,,Box Score,@,Sacramento Kings,W,,129,122,20,22,W 1,
43,Sat Jan 17 2009,7:30p EST,,Box Score,@,Los Angeles Clippers,L,,92,101,20,23,L 1,
44,Mon Jan 19 2009,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,85,102,20,24,L 2,
45,Wed Jan 21 2009,7:00p EST,,Box Score,,Dallas Mavericks,W,,133,99,21,24,W 1,
46,Fri Jan 23 2009,7:30p EST,,Box Score,@,Atlanta Hawks,L,,87,117,21,25,L 1,
47,Sat Jan 24 2009,7:30p EST,,Box Score,,Sacramento Kings,W,,106,104,22,25,W 1,
48,Mon Jan 26 2009,7:00p EST,,Box Score,,Minnesota Timberwolves,L,,83,90,22,26,L 1,
49,Wed Jan 28 2009,7:00p EST,,Box Score,@,Indiana Pacers,L,,99,107,22,27,L 2,
50,Fri Jan 30 2009,7:00p EST,,Box Score,@,Toronto Raptors,W,,96,85,23,27,W 1,
51,Sat Jan 31 2009,7:30p EST,,Box Score,,Atlanta Hawks,W,,110,107,24,27,W 2,
52,Tue Feb 3 2009,7:30p EST,,Box Score,@,New Jersey Nets,L,,85,99,24,28,L 1,
53,Sat Feb 7 2009,7:30p EST,,Box Score,,Detroit Pistons,L,OT,121,126,24,29,L 2,
54,Mon Feb 9 2009,7:00p EST,,Box Score,,Houston Rockets,W,,124,112,25,29,W 1,
55,Wed Feb 11 2009,7:00p EST,,Box Score,,Indiana Pacers,W,,122,110,26,29,W 2,
56,Tue Feb 17 2009,7:30p EST,,Box Score,@,Detroit Pistons,W,,92,86,27,29,W 3,
57,Wed Feb 18 2009,7:00p EST,,Box Score,,Chicago Bulls,L,,104,113,27,30,L 1,
58,Fri Feb 20 2009,7:30p EST,,Box Score,,Cleveland Cavaliers,L,,103,111,27,31,L 2,
59,Sun Feb 22 2009,4:00p EST,,Box Score,,Denver Nuggets,W,,120,117,28,31,W 1,
60,Wed Feb 25 2009,7:30p EST,,Box Score,@,Dallas Mavericks,L,,96,116,28,32,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Fri Feb 27 2009,7:00p EST,,Box Score,@,New Orleans Hornets,L,,94,95,28,33,L 2,
62,Sat Feb 28 2009,7:30p EST,,Box Score,,Washington Wizards,W,,109,93,29,33,W 1,
63,Tue Mar 3 2009,7:00p EST,,Box Score,,New Jersey Nets,L,,95,99,29,34,L 1,
64,Wed Mar 4 2009,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,73,91,29,35,L 2,
65,Fri Mar 6 2009,7:30p EST,,Box Score,@,Chicago Bulls,L,,102,117,29,36,L 3,
66,Sat Mar 7 2009,7:30p EST,,Box Score,,Golden State Warriors,W,,127,120,30,36,W 1,
67,Tue Mar 10 2009,7:00p EST,,Box Score,,New York Knicks,L,,112,120,30,37,L 1,
68,Fri Mar 13 2009,7:30p EST,,Box Score,,New Orleans Hornets,L,,86,95,30,38,L 2,
69,Sun Mar 15 2009,12:00p EST,,Box Score,,Boston Celtics,W,,86,77,31,38,W 1,
70,Wed Mar 18 2009,7:00p EST,,Box Score,,Orlando Magic,L,,80,106,31,39,L 1,
